292.12,-298.49,592.23,609.27,0.051601,3.1075,3.9697,0.40867
144.72,-151.3,297.45,315.23,0.40268,4.3766,4.1904,2.193
290,-296.65,587.99,605.54,0.19219,2.7621,1.0397,0.8868
275.24,-282.67,558.47,575.46,0.021608,4.1897,9.242,0.38436
268.17,-276,544.34,561.05,0.0083336,6.1232,9.4651,0.28593
216.95,-225.29,441.91,459.09,0.024134,11.989,6.1064,0.38356
164.34,-178.3,336.69,353.58,0.0077895,14.572,24.843,0.3296
192.86,-200.26,393.72,411,0.14993,7.5042,7.4816,0.37423
343.36,-350.32,694.72,711.75,0.00078845,1.5067,2.7729,0.72737
194.7,-205.78,397.39,414.15,0.006003,13.417,15.678,0.32073
293.5,-300.59,594.99,611.73,0.00037532,5.7955,2.8345,0.33907
254.27,-261.89,516.53,534.26,0.00028962,1.2943,2.6508,3.0244
267,-273.39,542,558.39,0.39378,3.5569,1.4503,-0.064836
318.39,-324.89,644.78,661.51,0.0090498,3.039,2.9256,0.31859
135.77,-142.68,279.53,297.29,0.10073,3.2363,7.0507,1.6602
192.81,-200.49,393.63,411.37,0.0085571,3.4863,9.4185,1.766
102.57,-109.47,213.14,228.46,0.00019063,3.4493,2.9855,-0.45409
178.38,-184.71,364.76,382.52,0.37057,2.9014,2.5584,1.6413
296.62,-302.92,601.25,618.54,0.49051,2.5715,1.8137,0.54533
174.83,-181.95,357.65,373.27,0.44141,0.89405,1.2589,-1.7508
163.63,-175.57,335.26,352.03,0.009403,15.892,16.579,0.29043
205.2,-217.16,418.41,435.6,0.0097641,10.863,21.262,0.43361
299.46,-306.84,606.93,624.27,0.0077313,3.7735,8.6386,0.65472
204.11,-216.26,416.21,433.1,0.0093304,9.4355,23.12,0.32935
116.71,-135.18,241.42,258.44,0.009569,26.477,28.787,0.36912
73.271,-80.396,154.54,172.3,0.38131,3.7638,8.713,1.3172
29.063,-35.858,66.126,81.187,0.0017384,2.4066,2.9882,-1.4624
304.53,-311.15,617.06,633.79,0.17039,1.0467,2.9079,0.24836
225.75,-237.43,459.49,476.44,0.005345,9.7273,21.063,0.36211
230.15,-239.6,468.31,485.13,0.13361,1.3271,17.039,0.40579
230.66,-238.6,469.31,486.11,0.016406,7.5737,9.0421,0.26891
112.69,-128.64,233.37,250.22,0.014498,16.564,30,0.29558
318.15,-326.09,644.3,660.89,0.97651,0.65511,0.60541,0.27483
234.19,-244.24,476.38,493.45,0.0056995,11.097,13.961,0.39609
168.68,-182.23,345.35,362.2,0.0039826,22.534,15.336,0.33603
89.04,-98.109,186.08,203.8,0.06332,1.8744,15.039,2.2155
221.78,-229.29,451.56,469.18,0.11544,1.1369,7.6287,2.3248
138.25,-147.86,284.49,300,0.24185,0.49898,12.733,-3.4573
286.86,-295.29,581.72,599.01,0.0098619,3.7799,13.117,0.62329
300.28,-307.8,608.55,625.17,0.45324,0.31192,2.9726,0.045968
115.28,-122.73,238.57,256.35,0.17633,2.2097,8.4119,2.7515
205.05,-212.75,418.11,435.18,0.1837,5.1167,10.752,0.29971
98.929,-107.8,205.86,223.63,0.028008,3.6263,14.586,1.8542
131.1,-143.06,270.2,287.32,0.066931,14.343,18.852,0.32389
241.92,-251.31,491.83,508.57,0.0062555,8.0521,14.14,0.30178
230.28,-236.48,468.55,486.09,0.56337,2.8977,2.6538,0.77254
281.36,-288.04,570.72,588.12,0.47882,1.0907,2.2166,1.4046
179.51,-187.51,367.02,384.6,0.083949,6.1657,10.998,0.64858
288.76,-296.17,585.51,601.79,0.00029083,0.81259,2.8137,-0.3523
340.17,-347.6,688.34,705.58,0.0048026,0.69997,3.1006,1.838
