292.4,-296.61,590.8,603.58,0.067032,3.323,0.38106
144.73,-149.14,295.45,308.79,0.40103,4.2203,2.2486
291.71,-296.1,589.41,602.57,0.017115,2.709,1.0247
279.99,-284.4,565.99,578.73,0.038441,4.9665,0.33802
269.46,-274.2,544.93,557.46,0.011995,6.3607,0.27139
219.59,-225.29,445.18,458.07,0.013128,10.871,0.41317
168.79,-175.92,343.59,356.25,0.010469,16.325,0.31777
192.83,-197.57,391.65,404.61,0.14772,7.6043,0.37357
343.36,-348.17,692.72,705.49,0.0012492,1.491,0.7295
195.12,-201.72,396.25,408.81,0.006461,14.161,0.31828
293.5,-298.53,592.99,605.55,0.00023369,5.7904,0.33983
254.22,-259.69,514.45,527.74,0.00071728,1.2579,3.0978
268.46,-273.11,542.92,555.21,0.0039667,5.1191,0.19008
318.39,-322.79,642.78,655.32,0.0087621,3.0338,0.31977
136.64,-141.3,279.27,292.59,0.10393,6.8241,0.97331
193.99,-198.95,393.97,407.28,0.011351,7.2499,1.0715
102.57,-107.37,211.14,222.63,0.00018929,3.4476,-0.4544
178.36,-182.62,362.72,376.04,0.36979,2.5687,1.8234
297.31,-301.48,600.63,613.6,0.4693,1.9651,0.68154
174.92,-179.57,355.85,367.57,0.46519,0.97667,-1.6042
163.44,-170.72,332.87,345.45,0.0091832,16.824,0.29125
210.39,-216.39,426.78,439.67,0.015501,12.161,0.41312
301.91,-306.31,609.81,622.82,0.01669,4.0904,0.59847
213.48,-219.03,432.97,445.63,0.017038,10.354,0.3005
115.68,-126.78,237.37,250.13,0.0090114,30,0.37124
74.849,-79.636,155.7,169.02,0.39426,8.02,0.79239
29.062,-33.759,64.125,75.421,0.001755,2.4032,-1.4648
309.05,-313.23,624.11,636.66,0.20021,1.996,0.17614
335.98,-340.57,677.95,690.61,0.22383,0.92696,0.53942
232.12,-237.8,470.23,482.94,0.0089225,10.637,0.34395
263.9,-268,533.81,546.42,0.42271,3.8194,0.18285
231.08,-236.07,468.15,480.75,0.018245,7.896,0.26173
121.63,-130.31,249.26,261.9,0.015144,21.98,0.29311
318.05,-323.19,642.1,654.54,0.97696,0.57902,0.3114
234.95,-240.9,475.9,488.71,0.00681,11.633,0.3895
166.98,-176.33,339.96,352.59,0.0027894,23.72,0.34192
101.63,-106.44,209.26,222.56,0.15774,7.8704,0.74599
234.06,-238.19,474.12,487.33,0.30213,3.4175,0.9122
157.83,-162.38,321.65,333.29,0.63535,1.1365,-1.5594
293.58,-297.73,593.16,606.12,0.13705,3.0016,0.57767
118.72,-123.49,243.44,256.77,0.18934,7.6032,1.0623
212.15,-216.67,430.31,443.11,0.20342,6.623,0.27156
100.62,-106.74,207.24,220.57,0.033694,12.822,0.83541
132.28,-139.23,270.57,283.41,0.066767,16.32,0.32201
244.87,-250.06,495.75,508.3,0.0093753,8.4975,0.28638
230.32,-234.42,466.63,479.79,0.55327,2.7042,0.8196
283.4,-287.58,572.8,585.85,0.5495,1.9146,0.8263
182.62,-187.56,371.24,384.43,0.10497,8.3914,0.57256
288.74,-294.02,583.49,595.69,0.00053797,0.79534,-0.36747
340.85,-345.99,687.7,700.64,0.013381,0.75865,1.6833
0.054332,-4.4378,6.1087,17.366,0.46457,4.3276,-2.1157
178.85,-187.67,363.7,376.37,0.0028985,21.886,0.35641
127.92,-136.62,261.84,274.7,0.014832,22.024,0.37698
168.05,-173.06,342.1,354.25,0.038958,8.3554,0.046488
214.36,-218.58,434.72,447.56,0.26593,4.8092,0.26679
266.18,-270.25,538.35,551.19,0.3946,3.0983,0.33301
286.76,-291.44,579.53,592.16,0.011561,5.9757,0.32798
267.92,-272.78,541.83,554.25,0.0046533,6.5448,0.25386
190.7,-195.98,387.4,400.35,0.050478,9.6638,0.38169
281.7,-285.87,569.4,582.42,0.12786,2.8399,0.70434
227.67,-232.08,461.35,473.89,0.16931,5.9173,0.14359
285.76,-289.85,577.52,590.3,0.26133,3.0377,0.31534
145.61,-152.28,297.23,309.23,0.005092,14.35,0.11909
164.73,-172.86,335.45,347.75,0.00012004,18.373,0.24186
311.28,-316.04,628.55,640.94,0.00046021,2.0008,0.20782
331.32,-335.89,668.63,681.63,0.012473,1.6409,1.0538
141.91,-146.36,289.82,303.16,0.28917,3.4171,2.5679
127.33,-132.95,260.66,272.99,0.16679,11.551,0.060092
242.01,-247.64,490.03,502.49,0.0012953,9.6036,0.28642
290.95,-295.04,587.9,600.61,0.29179,2.6958,0.31386
316.54,-320.8,639.09,651.67,0.046681,2.3777,0.28201
196.54,-200.8,399.08,412.2,0.22821,4.9136,0.563
196.41,-201.58,398.83,410.6,0.00043069,1.0443,-1.0721
165.47,-171.75,336.93,349.94,0.039821,13.603,0.41989
223.33,-228.82,452.66,464.81,6.912e-05,7.663,0.17673
146.21,-151.45,298.41,311.52,0.13894,9.8607,0.46035
289.01,-293.81,584.03,596.56,0.0027872,5.8755,0.30825
291.22,-295.42,588.44,601.29,0.07699,3.2978,0.45776
95.486,-106.58,196.97,209.49,0.0091447,30,0.27294
207.09,-213.05,420.19,432.43,0.0012422,11,0.23029
105.02,-115.98,216.04,228.37,0.0058343,29.419,0.22435
236.9,-241.39,479.81,492.64,0.056268,5.7414,0.32198
140.83,-148.82,287.67,300.46,0.016017,19.554,0.35162
215.03,-219.78,436.05,447.93,0.00024681,2.7272,-0.16016
272.51,-277.17,551.02,563.59,0.016835,6.1461,0.27097
283.54,-287.64,573.08,585.96,0.25277,2.8853,0.45786
197.87,-202.8,401.74,414.89,0.037622,7.9029,0.56486
147.32,-154.21,300.64,313.04,0.014585,15.557,0.20818
169.37,-176.49,344.73,357.67,0.019868,16.506,0.41067
137.23,-148.38,280.46,293.34,0.0052215,30,0.42252
156.4,-163.82,318.8,331.68,0.017961,17.569,0.40061
150.17,-155.8,306.35,319.37,0.086773,11.316,0.39066
244.11,-248.21,494.22,506.76,0.35653,3.7828,0.10793
153.3,-159.29,312.6,324.7,0.012458,12.066,0.11853
311.48,-315.68,628.96,641.93,0.34356,1.8463,0.7611
234.58,-239.11,475.16,488.15,0.072526,6.1517,0.44411
289.15,-293.23,584.3,597.03,0.6486,2.5803,0.26352
123.21,-129.43,252.42,264.92,0.081302,13.687,0.16258
330.47,-335.91,666.93,679.58,0.097204,0.41723,1.7334
229.75,-234.23,465.51,478.22,0.089819,5.9874,0.26927
294.93,-299.01,595.85,608.6,0.3536,2.5639,0.33317
219.98,-224.26,445.96,459.05,0.34369,5.2904,0.52535
308,-312.16,622,634.85,0.21329,2.2026,0.53575
244.99,-249.34,495.98,509.2,0.31795,1.6794,1.5909
282.6,-286.79,571.21,584.29,0.26174,2.099,0.89322
176.56,-182.02,359.12,371.75,0.032577,10.282,0.22343
329.57,-333.98,665.15,677.88,0.0089743,3.0612,0.47294
261.46,-265.76,528.93,541.72,0.08742,4.6982,0.33574
131.75,-135.96,269.5,282.83,0.35156,3.9635,1.3197
161.93,-166.74,329.86,343.08,0.16617,7.9335,0.61173
149.17,-154,304.33,317.36,0.1813,8.1281,0.36439
251.18,-256.47,508.36,521.63,0.2776,0.92902,3.6335
181.58,-186.72,369.16,382.37,0.036493,8.8306,0.59756
226.63,-231.06,459.26,471.9,0.15749,6.0058,0.21534
165.2,-170,336.4,349.42,0.13859,7.8806,0.37494
207.29,-211.75,420.57,433.73,0.091143,5.8016,0.60427
197.73,-202.58,401.46,414.64,0.038393,7.5093,0.57999
217.36,-222.52,440.72,453.73,0.026325,8.8399,0.45514
161.62,-167.26,329.25,342.09,0.089087,11.369,0.29785
182.91,-187.28,371.82,384.14,0.25608,5.8822,-0.021214
249.11,-253.26,504.22,517.11,0.21324,3.9952,0.36751
214.66,-220.55,435.31,448.02,0.010734,11.578,0.33353
211.7,-216.25,429.39,442.28,0.12898,6.5796,0.35132
200.13,-205.95,406.25,419.32,0.021269,11.549,0.47773
195.11,-202.19,396.21,409.03,0.0071601,16.012,0.39024
232.35,-236.62,470.7,483.81,0.125,4.6671,0.59959
179.55,-186.32,365.09,377.88,0.014472,15.116,0.35914
214.93,-219.51,435.87,449.17,0.4233,1.6062,2.5261
123.71,-129.99,253.42,266.74,0.060719,13.669,0.70864
133.05,-141.2,272.09,284.11,0.00045953,18.905,0.14855
160.6,-166.48,327.19,340.37,0.024853,11.831,0.53949
279.65,-283.87,565.29,578.41,0.26065,1.9514,1.0527
243.01,-247.28,492.01,505.27,0.11031,2.4577,1.4003
113.41,-121.22,232.83,245.13,0.013325,18.87,0.17632
99.658,-105.94,205.32,216.91,0.00021243,11.601,-0.0088969
207.05,-211.55,420.09,432.49,0.09371,6.1915,0.10274
223.77,-228.1,453.54,466.83,0.053575,3.0749,1.4007
266.98,-271.16,539.97,553.04,0.81798,2.3088,0.76892
242.22,-246.48,490.44,503.47,0.12569,4.6275,0.502
162.72,-168.06,331.43,344.37,0.10779,10.221,0.34176
148.98,-153.4,303.95,317.19,0.26046,6.0214,0.67084
150.83,-156.34,307.67,320.34,0.10035,10.903,0.20632
237.4,-242.35,480.8,494.12,0.0011997,2.1428,2.3512
123.91,-128.36,253.82,267.05,0.34394,6.3501,0.56888
182.31,-188.09,370.63,382.77,0.0060805,10.911,0.15497
275.76,-280.2,557.53,570.01,0.021131,4.7984,0.20645
273.68,-277.76,553.35,566.34,0.46298,2.5785,0.57398
134.27,-140.72,274.54,286.37,0.0021789,13.199,0.076528
332.68,-337.15,671.35,684.1,0.63318,1.0757,0.58298
265.84,-270.77,537.69,550.56,0.019159,7.5759,0.42366
