323.75,-325.89,653.51,666.29,0.77357,0.34082,1.8375
396.92,-399.42,799.83,813.17,0.9947,0.58821,1.7093
404.08,-406.78,814.16,827.32,0.663,0.64258,0.69428
323.02,-325.1,652.05,664.79,0.18118,0.27299,2.4352
287.74,-290.26,581.49,594.02,0.079647,0.0046762,3.5724
318.51,-320.86,643.02,655.9,0.12329,0.015736,3.4894
246.79,-249.08,499.58,512.25,0.18432,0.11225,5.0521
286.35,-288.35,578.7,591.66,0.48474,0.61312,3.4238
361.16,-364.92,728.32,741.08,0.79122,0.93003,0.23986
272.17,-274.45,550.35,562.91,0.076054,0.068531,3.7731
328.09,-330.67,662.18,674.73,0.029878,0.93692,1.3752
431.18,-435.76,868.36,881.66,0.83517,0.85689,0.097312
251.81,-254.11,509.62,521.91,0.92998,0.05449,3.645
327.71,-330.11,661.42,673.97,0.36115,0.19976,1.1123
414.12,-416.81,834.25,847.57,0.98566,0.79046,1.0891
422.11,-425.1,850.21,863.52,0.10456,0.00051165,1.2467
118.69,-123.05,243.37,254.86,8.0669e-05,7.4061e-05,8.3581
375.93,-378.35,757.85,771.17,0.99214,0.33889,1.9243
349.69,-351.9,705.38,718.34,0.84355,0.51191,1.5829
194.75,-197.87,395.49,407.21,0.0012704,0.0011441,4.2958
225.96,-228.42,457.92,470.49,0.16776,0.058214,5.7564
294.89,-296.87,595.78,608.67,0.54395,0.54893,3.1629
382.34,-384.89,770.69,783.69,0.20271,0.21427,0.9311
250.92,-253.05,507.84,520.51,0.30553,0.22156,4.4506
238.91,-241.19,483.81,496.58,0.23314,0.17434,5.3954
304.37,-306.79,614.74,628.05,0.99656,0.61126,3.2946
64.757,-70.722,135.51,146.81,8.2754e-05,7.3633e-05,14.914
312.76,-314.91,631.52,644.07,0.28509,0.26972,1.7319
344.75,-347.43,695.49,708.15,0.2722,0.33179,0.71726
298.13,-300.72,602.26,614.96,0.078072,0.0029399,3.9033
246.86,-249.34,499.73,512.34,0.5304,0.0044539,4.4609
266.06,-268.45,538.13,550.72,0.080367,0.026949,4.1523
218.03,-221.23,442.06,454.69,0.078706,0.000588,7.0325
319.33,-322.51,644.65,657.09,0.97724,0.92835,0.58729
287.85,-290.81,581.7,594.51,0.10665,9.5962e-05,4.4679
266.02,-268.86,538.03,550.66,0.093817,0.00054692,4.9161
312.98,-315.39,631.96,645.26,0.99625,0.55566,2.8865
376.6,-379.15,759.2,772.41,0.98157,0.89746,1.4617
138.23,-141.72,282.46,294.09,0.99373,0.00023562,6.7571
362.71,-364.9,731.42,744.38,0.51136,0.49254,1.4706
382.16,-384.3,770.32,783.65,0.80175,0.66176,1.8676
272.34,-274.38,550.69,563.49,0.37342,0.40048,3.9929
393.48,-395.57,792.96,806.29,0.58705,0.47761,1.8206
276.9,-279.04,559.8,572.64,0.27817,0.22357,4.5387
272.6,-275,551.2,563.75,0.10886,0.017313,4.0854
334.05,-336.43,674.09,687.25,0.9898,0.74828,2.1355
