324.94,-327.09,653.88,662.4,0.30634,1.8774
405.02,-407.28,814.04,822.94,0.78958,1.5422
404.08,-406.83,812.16,820.93,0.66124,0.69229
324.67,-326.79,653.35,661.84,0.1921,2.3887
295.41,-297.57,594.81,603.17,0.080605,2.756
321.1,-323.18,646.2,654.79,0.23773,2.7413
248.87,-251.1,501.73,510.18,0.15967,4.8177
287.34,-289.39,578.68,587.31,0.54129,3.4042
361.13,-364.93,726.26,734.77,0.92927,0.23331
272.2,-274.4,548.41,556.79,0.073791,3.7582
328.97,-331.56,661.94,670.31,0.012939,1.3338
431.14,-435.73,866.29,875.15,0.91781,0.10126
273.1,-275.19,550.2,558.39,0.22056,2.5074
327.77,-330.25,659.55,667.91,0.28761,1.0229
414.72,-417.42,833.44,842.32,0.9746,1.0051
425.95,-429.1,855.91,864.78,0.96081,0.52765
118.59,-122.27,241.17,248.83,3.8663e-05,8.3607
388.37,-390.62,780.74,789.61,0.7822,1.5674
351.48,-353.69,706.95,715.6,0.64141,1.5867
194.68,-197.37,393.37,401.18,0.00076608,4.2771
230.04,-232.36,464.07,472.45,0.13097,5.3836
294.89,-296.93,593.78,602.38,0.5455,3.1639
382.35,-384.92,768.7,777.37,0.20029,0.93314
251.26,-253.4,506.51,514.96,0.28568,4.4014
239.83,-242.11,483.65,492.16,0.21857,5.3678
318,-320.11,640,648.88,0.86009,2.8806
64.654,-69.942,133.31,140.84,3.9053e-05,14.927
312.76,-314.95,629.53,637.89,0.27587,1.7263
303.21,-305.3,610.42,618.9,0.18935,2.8551
275.21,-277.26,554.43,562.84,0.62402,3.0966
270.81,-273.02,545.62,554.02,0.066813,3.7525
226.62,-229.02,457.24,465.66,0.13388,5.8364
319.26,-322.39,642.53,650.82,0.97964,0.58184
315.54,-317.61,635.08,643.61,0.27857,2.6517
284.73,-286.9,573.47,581.89,0.090516,3.4714
326.33,-328.39,656.66,665.52,0.68259,2.758
376.82,-379.27,757.63,766.44,0.96376,1.4248
180.79,-183.78,365.58,373.33,5.738e-05,4.6685
362.72,-364.97,729.45,738.09,0.50045,1.4692
312.35,-314.63,628.71,637.02,0.52702,1.3944
382.86,-385.02,769.71,778.6,0.71808,1.8607
272.41,-274.51,548.82,557.35,0.36258,4.024
394.36,-396.51,792.72,801.61,0.53111,1.8058
277.44,-279.59,558.89,567.45,0.27563,4.4477
278.5,-280.6,561,569.36,0.15683,3.2093
337.41,-339.56,678.83,687.6,0.82183,2.108
353,-355.24,710,718.7,0.79299,1.6165
353.71,-356.19,711.41,720.2,0.99013,1.7746
290.27,-293.22,584.54,592.68,0.0002529,1.4231
382.19,-386.16,768.39,777.01,0.90515,0.19009
34.175,-43.192,72.35,79.855,2.3467e-05,27.831
282.57,-284.62,569.14,577.58,0.40688,3.3471
261.58,-263.74,527.16,535.74,0.26054,4.4922
169.48,-172.28,342.97,351.07,0.054139,7.5664
250.33,-252.4,504.66,513.22,0.44299,3.8212
298.3,-300.35,600.6,609.16,0.50269,2.6663
307.31,-309.4,618.62,627.04,0.32334,2.2736
290.63,-292.86,585.25,593.53,0.04148,2.7324
341.84,-343.94,687.67,696.55,0.77673,2.3088
306.84,-308.91,617.68,626.31,0.2729,3.2932
374.95,-377.26,753.91,762.59,0.28561,1.3594
239.78,-241.95,483.56,491.93,0.33975,4.6789
312.94,-315.01,629.88,638.4,0.38263,2.4631
162.2,-165.37,328.39,336.39,0.016847,8.8031
246.29,-248.79,496.59,504.79,0.0072617,4.5861
313.29,-316.19,630.58,638.84,0.0020355,1.0832
388.31,-391.76,780.63,789.29,0.90458,0.33516
387.77,-389.93,779.54,788.43,0.588,1.7848
132.6,-135.89,269.2,277.43,0.23536,10.354
291.6,-293.71,587.21,595.51,0.58549,2.0432
310.38,-312.48,624.77,633.24,0.54097,2.1061
324.74,-327.11,653.48,661.87,0.70611,1.2142
324.39,-326.43,652.77,661.51,0.47015,2.6517
210.12,-213,424.23,432.08,7.3005e-05,3.7041
303.47,-305.53,610.95,619.62,0.37654,3.3456
241.43,-244.13,486.87,494.97,0.00052075,3.9165
325.71,-327.76,655.43,664.17,0.57093,2.8658
314.5,-316.73,633,641.35,0.41492,1.5087
343.11,-345.29,690.22,698.79,0.23048,1.8221
167.49,-170.48,338.99,347.33,0.17352,8.9697
250.81,-253.21,505.61,513.78,0.012403,4.131
184.23,-187.04,372.46,380.68,0.073981,7.7452
284.68,-286.79,573.37,581.92,0.17361,3.441
251.9,-254.1,507.81,516.34,0.21798,4.7279
216.96,-219.79,437.93,445.85,0.00012687,3.8345
297.25,-299.38,598.49,606.87,0.10611,2.8915
328.99,-331.11,661.99,670.58,0.51106,1.9642
356.25,-358.41,716.5,725.27,0.64315,1.7952
178.42,-181.22,360.85,369.11,0.10305,7.8511
307.72,-309.78,619.45,628.07,0.33177,3.362
286.83,-288.91,577.66,586.25,0.29622,3.6492
285.52,-287.58,575.04,583.64,0.46774,3.5885
312.12,-314.18,628.25,636.93,0.32663,3.3723
