alphaChoicePos,alphaChoiceNeg,alphaCompPos,alphaCompNeg,betaAgency,betaBandit,agencyBonus
0.0351598091763527,0.897189493959203,0.96635379968105,0.380157192659027,4.62200259899108,6.70586667323628,-0.29151828473138
0.0986699484370865,0.985279782069285,0.723449797247177,0.206587938082331,1.92506066615325,6.88421359950701,-0.319254470119036
0.413341680231037,0.018153580237466,0.00159843580583496,0.770747497707304,2.87596547307002,7.79990135519167,0.21018442088889
0.499565533074912,0.669414244617189,0.932906105788139,0.0374709636841802,7.31587808437079,4.3862461616074,-0.369671057107225
0.376251310965184,0.904089006053052,0.901004188245458,0.113613527142479,10.0757664656036,9.08725332526619,0.383551951166805
0.331868063857734,0.049170470762124,0.0371749549479296,0.469699015460447,8.32865232542428,1.97472484229862,0.264559457515208
0.130790465083802,0.941808858590291,0.83396436375858,0.265776413048069,4.21527570511505,7.73009971234802,-0.228010428141817
0.803535291272122,0.0291650815405726,0.144502877074311,0.940651007393419,9.72348597513913,6.77272799021979,0.214033869317195
0.973151223422265,0.183694827247624,0.566921317457731,0.816180699862734,7.50889653902197,3.59959496557459,0.187381368933655
0.91420734416034,0.0494108036980736,0.00853881720772278,0.982104737149653,1.68361476784435,6.49364916593524,-0.323440719592132
0.499243127722758,0.0677785964306678,0.336688735275458,0.78659323323043,3.81106087653935,10.3776742180096,-0.402206521026526
0.684895759299121,0.207963634911561,0.00788917634501502,0.64952124369403,6.61470994219528,1.7087379784746,0.501979484096449
0.948414587825797,0.445561702571155,0.328251409980484,0.640622655583787,2.86493736414608,10.0172882905213,0.503245990761669
0.962817454144383,0.421092159970607,0.455280633853957,0.995602166250066,7.22018215325896,2.57993369490847,0.17909095928609
0.679347150893972,0.9169698344277,0.355163933662952,0.560941732378948,8.46167772607622,1.81104237938072,-0.424105627293639
0.941868313235837,0.326792559339914,0.341308103737243,0.797238775277094,3.36253391167712,9.98981802721805,0.118836888064264
0.503505740084589,0.187067488022147,0.811932753002875,0.980559827479934,10.2049151893437,4.49598661422468,0.528499090395042
0.0210807045985779,0.458873333919276,0.436367417445373,0.128067203159996,9.18776064779726,1.51875567944071,0.385094154054606
0.691254718788653,0.0303255282212282,0.0125593033429188,0.991588603821176,9.26753798726377,4.44827524819097,0.259129429748725
0.874806102236811,0.0434440296347966,0.0577345097034005,0.970645159636071,4.32094261526133,7.30811237147132,0.265737866106369
0.883304958935052,0.831296234960334,0.676937556478098,0.384427000278916,7.81806320851579,3.29239265497959,-0.333872904553815
0.240654557720942,0.808332317110218,0.77374176869898,0.0289831160739467,8.64900402841361,5.52854047445374,0.137492621774954
0.207204366642778,0.884817175891928,0.717092047734182,0.0316290777611645,3.20916235028826,4.63883524864208,0.329477907256086
0.500794966553425,0.188422937547102,0.1484295685462,0.73449735787577,9.73116693028247,5.7382584418001,-0.102561169790286
0.170576077265645,0.973289257386257,0.992242953876529,0.57069833758441,10.7231610361066,2.81446812003774,-0.208055729841872
0.970304466390333,0.242709064427066,0.521554004586628,0.894532683497008,2.21379734197899,7.10955827833815,-0.132723141453869
0.819596290172136,0.358565869122712,0.222807504394925,0.719225735991568,10.1003335740095,3.70616944174858,-0.230295800253148
0.528385558932885,0.437796460264542,0.797264958720237,0.208090784810227,7.97823437719269,4.09911801762051,-0.275538635130767
0.43235900971071,0.624435271852752,0.203014988373098,0.692754045432559,3.30593337188244,9.18293834449439,-0.454729461660941
0.933623532214366,0.515968607205798,0.895788423102753,0.0820919040152253,2.03044135551009,7.85332897367135,0.0385881341310254
0.201089084694253,0.720931627776702,0.769068504836653,0.0437621642312696,3.92151491221932,9.62498579851299,-0.294768112383611
0.117156982734791,0.70882395697681,0.977959932048046,0.94338739167642,8.29074345960974,5.99140446172187,0.486133047051328
0.0352712509919954,0.643142017166021,0.820482828769977,0.358296862127768,2.44892129555524,6.58000444101312,-0.434404465700377
0.978698685754445,0.190819758469646,0.257152603237202,0.292239984520505,1.13671219922064,9.33677548391401,-0.266270668310825
0.892789837290944,0.304293959472093,0.785007820424535,0.0946767139623928,7.6808420049826,1.44252793701969,-0.264283234227353
0.912068643607896,0.651686368854356,0.544436519684956,0.923861390140184,4.46880131180933,7.93184893234386,-0.304449022866088
0.668234426112652,0.212896830287414,0.0135353946398733,0.980529235353244,6.09628102636821,2.13953251701499,0.229669873516698
0.619177363918176,0.583792218903288,0.591002106890294,0.903863342072189,6.1660869753412,4.69105593694302,0.412544825803774
0.0417521931292393,0.944918256464048,0.945532902894368,0.0971124708221419,2.72128108527226,4.95372244798017,0.290813971292037
0.849112653029142,0.0161009055930669,0.0743348267265181,0.675898082319181,6.20010116445898,1.30291710173711,0.183276816852947
0.32204470346199,0.989595386081063,0.099184652821852,0.441734583257599,8.01452889402799,0.980712471071658,0.171105651119519
0.428075227702124,0.688024073580294,0.9357255067943,0.129944804495768,4.81671943001839,2.17896613354925,0.402938393701504
0.938818143602234,0.234637928429129,0.264569866488351,0.937607610418221,3.66102465510939,5.5506349808554,-0.474093671792167
0.134528827186869,0.550544923088632,0.863183253247374,0.104422056558839,2.73211523933003,6.81707531046754,-0.37594553813137
0.87083048533637,0.0561838897958457,0.0211311988138276,0.269599602489721,1.52333469953103,9.97920609197693,0.507037754874746
0.317047411021068,0.941986908693961,0.924556215111241,0.0496915955901598,5.60101185240628,3.31582927546551,0.356952661885986
0.0552956324126458,0.889140920450099,0.941894668939312,0.42483072848047,3.78865596176267,7.47215466190419,-0.445974507461547
