subID,oneAlpha_oneBeta,oneAlpha_twoBeta,twoAlpha_oneBeta,twoAlpha_twoBeta,twoAlphaValenced_oneBeta,twoAlphaValenced_twoBeta,fourAlpha_oneBeta,fourAlpha_twoBeta,oneAlpha_oneBeta_agencyBonus,oneAlpha_twoBeta_agencyBonus,twoAlpha_oneBeta_agencyBonus,twoAlpha_twoBeta_agencyBonus,twoAlphaValenced_oneBeta_agencyBonus,twoAlphaValenced_twoBeta_agencyBonus,fourAlpha_oneBeta_agencyBonus,fourAlpha_twoBeta_agencyBonus
voc083c,818.104451298182,816.884312516488,805.81866725491,810.489446548099,824.282333230331,820.459074490332,818.961113070663,823.634578997621,626.764310850261,632.678813433392,626.682324221012,633.098168825648,631.992148297964,638.382962740577,639.120991789358,645.524481071048
voc084c,558.941953544456,547.774737871535,565.05549746226,553.065709772847,558.549620428744,552.249381815041,566.143079423621,560.705683171508,527.614403949714,530.64642613502,532.382218068931,536.450208942638,532.211629624992,536.831634612383,541.661516804669,545.85115116977
voc085c,793.929178526305,787.387328183898,793.365459022498,792.470549378239,799.191598921385,790.595045937688,802.739699362788,808.101202607331,583.894818018699,590.234570544454,588.995631588516,595.334079293462,588.66196092458,594.290517792507,600.349291456251,606.353068218482
voc086t,617.062626279077,525.94950851588,596.257507860198,532.020526639204,599.364255284255,503.413122978032,428.519211520976,434.954352878407,170.900599943717,171.001423803852,177.218263417424,177.07497252475,143.562588224364,146.658897026738,147.090511352449,153.693137327598
voc087c,630.336483063333,616.431993911387,635.740550312062,562.958776396987,635.686026381892,528.774090421871,361.803535822196,336.005393855914,375.192014062542,378.94013948636,337.023266000281,330.253866948059,270.161665449562,276.09741124412,269.524836121469,270.294229882143
voc088t,586.668550326653,573.176709126326,592.145370798335,572.14945146134,590.280024272814,578.955792124404,599.364303219371,581.963988549516,475.464170886847,481.610451803628,481.765571095464,487.926060173488,481.765290569119,487.924969239974,502.424942389879,500.523372891416
voc089t,553.414825302082,558.337075462663,529.497865828612,531.791202683819,559.090409942315,563.830805868945,541.861685739386,542.902812824402,487.716830585576,484.250455926114,482.95063682657,483.540543584457,488.599323728692,487.647449297875,495.376401420707,495.880086190928
voc090t,542.665130279853,528.441072009372,519.119316748031,523.00753284404,548.66222678425,532.450580109959,481.408844876043,487.55781682728,511.762692137141,506.361506771591,509.845291086722,510.094691156633,516.141083272924,507.769798452537,471.621085930049,477.835778930183
voc091t,689.886319753602,695.837197112695,695.525721874068,700.041657021606,696.077799148641,702.028730122462,707.382275844073,712.372511901514,691.24233803957,697.57731990699,697.455165053739,701.732859967222,696.985837719584,703.383555783051,708.335123571375,713.372017020223
voc092c,566.57646951098,560.776156708341,569.264782720811,565.4444852978,571.107994562092,566.908804820407,549.887233642921,544.224708841949,544.930798679546,544.161656483674,550.617850999358,545.18585357884,505.599859522292,510.690594614062,515.071586465155,516.93807254679
voc093t,590.162752654989,568.590752759241,595.252848836134,565.723252055855,596.265852399058,574.807612400215,602.760154743178,577.952950337654,432.312309884756,439.485919231838,434.889555443785,441.665362241214,429.301388453143,435.453577588051,441.203192153459,447.39287887781
voc094t,371.981188636879,375.778050165477,362.283429699043,363.592072030757,377.787298540801,381.848964851906,333.795355713464,331.706302585336,324.315368972984,329.380620722116,320.622110925837,321.660983568613,317.583993925263,324.153508757603,311.96124047041,317.046513825736
voc095c,575.447964032086,578.003507295502,543.85980617324,548.316660670384,580.98062838847,582.152769161704,516.648278354175,506.08666963615,330.304212732184,337.619640551114,318.461707997885,326.646607835485,312.219175303189,319.157552476193,320.491698277061,327.536220702396
voc096c,555.942993875979,554.391599109884,559.907139890544,559.451713254257,562.183957317263,560.241882744211,497.178724369848,497.814973338077,442.659396840553,448.928110730458,446.569296004745,452.89269799295,440.723488160616,446.056995574267,437.747487167095,441.756892116778
voc097t,482.699380662365,488.678295128762,488.876026143648,494.855087225255,489.07248388283,488.914397103862,501.204567330495,498.251323253752,480.273231827793,486.252068440118,486.441815261302,492.415603348091,483.559620683493,487.297979331541,495.409147280823,498.374273641462
voc098t,491.489818319418,496.997183610029,486.8019142493,488.079830986118,497.675812067476,499.267068807559,450.793199663607,436.70727052325,406.367636248316,398.736800798793,405.849288460293,393.175916679946,379.542677118948,385.588982503979,391.851139399645,398.116405673227
voc099t,640.322283543616,625.814740729322,635.485589158617,631.962116552499,644.731271535118,627.040336514097,606.050684391954,612.029366130033,527.944092108257,531.025002203561,534.227484595179,537.234597457949,523.528218458296,527.34988053833,527.317435294982,533.53821358922
voc100t,406.111834089568,395.126457095094,405.73926567933,389.500154709904,403.853495271435,394.829416659861,400.24638402194,359.812650658327,319.339494308866,324.556044428886,324.619772704038,330.041148407236,317.072078059107,321.733801451227,326.633602784676,331.215663190775
voc102t,684.334122590151,617.901424846085,589.126115939092,536.316187006516,689.927637733148,519.64557869616,370.119077068566,368.530927423114,355.297845970132,353.673755706202,262.267253859628,259.177518171176,243.268585740941,245.649087370613,255.436983902796,259.031188607578
voc103t,635.388141810383,611.098504200675,641.585022027512,604.954367291892,641.571168045551,617.199833025082,647.745001122187,605.961521061893,538.175064647578,542.252742733748,544.079382353971,547.974210812842,543.446356402534,546.575942093726,556.002783505022,558.198797361539
voc106t,540.07942021502,541.485609827049,512.339466224608,518.59097643884,538.127082511297,536.541928596713,483.58731238742,476.998864390902,425.125802833238,422.592137716882,408.17650718301,410.731468467997,424.62866231465,426.597841687328,409.06549773343,406.878605277931
voc107t,645.147968872117,595.74788859563,643.504687864994,581.733280962392,630.718533001399,533.387461851769,575.112220186771,542.774413466909,267.796983734894,270.078722859056,268.678353411936,260.016101421602,213.038587196485,208.340107864455,216.985635192942,217.280591480227
voc110t,319.395729343866,321.616644801672,325.341103413525,327.544223009818,324.04448305452,321.90844961111,334.483605939181,326.315239090312,319.590594487939,324.757374173734,325.548905274696,330.713555790916,326.308079807467,326.914478995016,336.562585459337,331.163143630569
voc111t,674.646772355884,679.06699413944,675.028219862974,680.51631955335,680.81373554732,685.263833055876,671.589078645581,676.117149382496,542.108809558399,547.454273587541,546.000618379786,551.133770294981,542.832877512907,547.469530383218,552.924138996882,559.16022287087
voc112c,502.249579712168,496.269704334104,486.434270021902,473.099992113497,502.71863192486,493.449250912019,453.948110360742,416.60442982267,453.388983843022,454.273736619672,456.764330838697,447.489083122171,412.133961673564,418.316946072936,414.693382928172,413.673472675035
voc113c,645.270408568338,651.884388606093,651.38737866297,657.466993594321,650.381027841432,656.027023081024,661.180906187642,667.388472521317,651.020819932195,657.499409769238,657.133059139696,663.650883637184,655.987562429916,661.435522920937,667.075482338319,673.252838383853
voc114t,633.985272143244,639.92651612062,605.41407146762,609.232415348503,639.51566947772,624.628478967582,575.889164141683,581.375031452873,420.141546904405,416.798855318998,411.408461312906,403.473036032514,389.117423811188,395.73970781684,401.4037280489,405.892099553278
voc115t,670.944528784225,630.811177375536,677.139064738976,632.599617806249,675.113548075192,636.994239281448,682.389230650838,642.410643126063,590.703484444699,597.061784925609,596.936330419921,603.329800023065,596.935081131277,602.351416642321,609.385074697447,610.806055288268
voc116t,383.718687346441,374.43967170665,382.993872533463,370.047144403216,364.529840602253,370.652143849338,376.402740042739,380.808596714791,388.329738814777,379.908949778563,388.722099942137,375.850347633762,370.445856145324,376.560537023682,380.433697508252,385.948983227767
voc117t,507.614345011063,510.458793610493,507.196357323606,490.170625969984,490.672718972651,435.803633484006,283.843813432348,282.935455071537,318.580528416177,322.201470124396,320.362607240998,324.700744526154,232.606701415971,237.81593477194,240.940810609548,249.934354263233
voc118c,569.221278446428,565.53480968287,569.507517237012,565.557342569007,562.916867539761,569.093347456747,552.15790631568,544.435810366,527.895395154812,533.907934614083,529.790119989799,536.041369051576,520.750028074971,526.32103514704,517.067993953299,520.6116557869
voc119t,780.530770799279,768.769003748634,786.732228482873,775.174377460431,784.824144873931,773.251894451565,796.144047478514,785.789331845153,603.509813290962,606.777014290595,609.858098568873,613.146279205318,608.781079353969,609.873580410716,621.284373258283,622.490168330257
voc120t,667.030416658195,669.610432685531,673.204630922168,673.308406752165,671.681839610765,674.960398353302,683.374458423623,675.123902727695,655.509325362333,661.673227117532,661.85131203315,668.010936743133,661.852920574676,667.294262258185,676.544894106303,678.86888551344
