subID,oneAlpha_oneBeta,oneAlpha_twoBeta,twoAlpha_oneBeta,twoAlpha_twoBeta,twoAlphaValenced_oneBeta,twoAlphaValenced_twoBeta,fourAlpha_oneBeta,fourAlpha_twoBeta,oneAlpha_oneBeta_agencyBonus,oneAlpha_twoBeta_agencyBonus,twoAlpha_oneBeta_agencyBonus,twoAlpha_twoBeta_agencyBonus,twoAlphaValenced_oneBeta_agencyBonus,twoAlphaValenced_twoBeta_agencyBonus,fourAlpha_oneBeta_agencyBonus,fourAlpha_twoBeta_agencyBonus
voc051a,630.377856644113,591.529760261218,619.745572387019,585.953796495366,626.44235572957,593.496712437626,615.428192445433,576.151201592501,442.976800345435,446.434722774437,443.668581890473,447.175372445208,432.84027223662,435.863915835199,435.254210368055,437.705839472775
voc052a,549.326722773926,547.163328225108,546.246337019466,545.484973088221,551.245673900501,548.535188325973,519.817303118046,513.644679682039,434.137835850048,421.145906448654,424.527474731028,421.140342161079,432.06640866549,423.263533982149,428.276583581821,423.474240814152
voc053a,649.863016652347,640.272055319761,643.56459636546,640.027371797585,651.845172310438,642.278112531456,631.122770049208,633.038022296306,559.03411871362,552.493989336475,557.184862114786,552.814759742639,560.911670092941,553.854230053625,560.678315376942,556.656896439124
voc055a,491.215451703051,475.6106302246,481.473420146985,463.734670200431,492.979877850462,477.488169960243,475.914213489346,456.130315016263,485.443835713673,472.880309697282,473.974032035668,462.540803999579,481.298372662927,474.017201393234,471.650441395721,451.234418620053
voc056a,711.585774401556,706.654104757791,712.060941977527,704.74609282468,712.59301166224,707.431449010483,715.494765241419,707.160299552191,657.00806199032,657.86520432595,659.114029048231,658.341381813825,639.08512193116,639.985055327551,642.958655916677,643.675384502608
voc057a,707.786285111711,675.377111073913,709.960607193277,675.745796656331,709.971288615968,677.212388810073,714.138652494802,678.719974676255,571.242060751531,573.246444508236,573.436637357158,575.450256867026,573.434001720073,543.038503205213,577.806901181224,545.011924071962
voc058a,270.504956247371,271.916436053431,250.119974288075,252.593608364162,243.420167023356,236.32514405069,168.248672468964,162.06595274317,189.34112862713,189.41860108179,186.672932191065,187.595348366561,158.381752969446,161.419985847302,153.927510903129,155.807607488301
voc059a,865.267122094975,866.956683568578,867.217815630586,868.310238085679,867.383994763367,869.12414418957,871.335788508723,872.524272228215,512.418468608075,512.083613168968,514.54383029161,513.443478825371,510.566567598598,512.656695864994,514.653353946255,516.752262385426
voc060a,534.499210048486,534.474589466065,462.438611276586,451.428678437993,511.000843578251,454.891400242169,299.492657572616,273.967937708631,351.798761900332,346.059939649777,270.174087269688,264.436972480671,240.673292753909,242.339838234115,238.394798575335,229.590594462293
voc061a,514.008576218932,515.992802662545,479.631068930597,481.618957872115,511.697140651012,511.43685948984,434.883016389253,422.579024754168,409.969920586719,400.055154839721,387.014927699626,373.532453756918,381.989236144181,383.55048658738,364.564538255428,365.83982371712
voc062a,568.443352871531,565.749284309815,570.030577832926,566.332468694218,568.967509165662,561.347742571381,571.711965989746,559.547820234889,521.811850258768,523.62718628837,523.836003876129,525.641217935975,523.769795876135,525.934333217662,527.88409920088,528.228153116024
voc063a,573.580403609309,574.5642866536,564.49057917779,534.386384609301,574.426875137209,505.393533990182,349.171533226118,312.427757541701,382.545582132011,382.392117770335,354.309363024401,349.351862008986,271.948199367693,274.302475299953,263.279549692402,261.334045874076
voc064a,489.922521663027,481.00975310373,491.750852386629,482.519968759999,491.183687060778,459.80422822742,366.038330784856,366.515284416959,371.202572953503,367.733888620718,367.753137805841,365.879134140439,334.616591976588,331.616297938388,335.683015169035,333.843491818534
voc066a,449.703995254244,451.48716628229,435.989822538204,437.557678581745,450.538358086185,452.364915347536,426.70688503474,420.882414906069,400.685881973456,402.518240300213,394.492295530914,394.040355732551,392.776049171572,394.93595492542,377.501154799246,378.365037034349
voc067a,735.085557899042,648.131818743365,735.284130211529,649.241777132155,721.337979607065,648.873001381516,719.7013932616,650.401132873367,246.509213521651,243.087328207724,247.764102777122,244.201413911859,245.091338566405,243.681314489769,246.921389667198,245.227776146937
voc068t,664.73943505196,666.675672797155,660.879431424987,651.942206885496,663.945071224807,657.911167927101,647.655118187659,649.112263192735,581.076289207934,579.98541014079,570.049927451109,571.453645528159,558.748339598669,555.141616096331,551.047391088203,550.746880867905
voc069t,672.519733917979,671.474893317861,674.279862404735,672.300376270957,673.614669710343,673.490510322001,677.646916343349,675.755854492793,669.561123401539,671.737133453973,671.3538609901,673.539500461324,669.165488398484,671.277263508894,673.320774905292,675.413207290698
voc070c,542.387769384548,537.812253379719,543.67068861001,539.574149303795,544.32613397687,523.512789688972,425.571131578193,418.885981308083,407.278330064697,409.173713778098,408.075613227695,409.922093203999,379.783029154896,373.973469876101,376.218663410563,373.192177099364
voc071t,648.650675689611,620.031199061751,646.201900000083,611.71573619276,646.927390132673,568.060721467214,566.536653043398,568.202593208446,588.212422633552,544.183250313052,562.099955623372,530.536541882816,525.342886504559,492.190706284362,505.568986771678,483.025695141232
voc072c,450.912712868968,448.800058036145,422.45164223364,422.77490380899,449.075000067209,443.414421806864,387.741890177526,380.416747675183,297.094575461344,297.090247313871,278.559962376525,276.743388917595,274.681233214285,272.972062691136,274.598212574751,274.42320794452
voc073t,494.023228357095,495.214538696723,488.573688343481,490.184567504065,495.40977475231,496.188379700547,406.770372410548,404.860592721887,435.77631639946,434.753800621755,434.928522061668,435.336497600757,417.852708563483,412.989469438045,353.089049921726,354.528205024265
voc074c,570.878369298575,554.554704336521,544.160722222479,504.776367397751,564.909658254876,467.459442278349,296.61382379472,279.531242487859,343.737113704787,334.786863386425,289.844192329206,271.357048162946,242.909709530978,244.637187852303,243.957065067314,243.883148003184
voc075c,479.476243394588,481.315412920663,481.564263626797,483.41141712013,481.530834850392,483.32921383678,485.635962044927,487.418809037004,454.986177389652,457.042600398476,456.984548490899,458.967139731591,456.334950926066,458.403242043367,459.710474470001,462.152132243189
voc076t,546.672797285438,548.584618083186,548.671982810324,550.522554943727,548.708876452957,550.631019446007,551.931064653673,553.964268449827,545.236941429327,547.316412410637,547.112276430856,549.104381518418,547.223172599328,549.311324844857,546.156902681481,547.312645485745
voc077c,668.944855652648,670.800858233135,662.295442692413,660.168492560279,663.295718488324,664.549357404175,646.785898786488,644.620964510487,404.691130539257,408.622470953132,399.114393210292,403.152332595616,405.115393264303,409.01957030647,401.191992489344,405.199691302471
voc078c,477.061214764619,479.065997038249,474.417471860701,476.396909518316,464.874483722173,466.779595339593,455.058925223598,456.11674818019,468.623286490203,470.625647100588,467.308029237839,469.230805406261,433.989049028377,435.972998165622,425.190280721614,425.801609697031
voc079c,716.176331316313,713.279989114154,716.878464381586,713.777752770292,716.552167521999,712.381722883857,714.802948282587,708.560078953338,595.716556046406,580.536922862398,597.597942282356,582.151637187537,586.836814151248,581.164462012986,589.391958407054,584.555782805633
voc080t,636.340037442614,620.281472487071,587.844975324578,589.831050217716,638.169686487044,598.249486404728,513.624414839881,499.351976430353,431.952275829359,433.345155078443,422.325688690675,423.722111008849,410.183866139271,412.02307286653,404.770311451899,401.405753664796
voc083c,809.357811719028,803.764353147757,792.698707886179,792.996167389791,811.1623738616,802.965795332024,797.094514122778,797.394660260159,613.64435148153,615.185534275084,609.189045062704,611.231569877763,614.498869139656,616.516363792692,612.881073051896,614.911242544008
voc084c,550.666499436283,535.361556709276,552.642316300001,536.514801556502,546.136439266485,535.698473598696,545.45444415319,535.879320846991,515.201222787455,514.095517918675,515.831309852586,515.761573672207,515.660721408647,516.142999341952,516.835154480151,516.887061791167
voc085c,785.185954831842,774.272492642203,780.250623480802,774.984101989312,786.076763379689,773.108598548761,780.881640126629,781.87153152394,570.779982477003,572.748123155526,571.509184199589,573.476020057303,571.175513535653,572.432458556347,574.119620372859,575.751785287859
voc086t,608.206415733708,512.665192697826,582.973192042144,514.308105548466,586.079939466201,485.700701887294,406.378685157553,408.3857212423,157.616284125663,153.289002713114,159.505842326686,154.934446161327,125.850167133625,124.518370663315,120.521879716342,122.696400418806
voc087c,621.634711629904,603.379336761243,622.687893161918,545.555233530128,622.633369231748,511.370547555012,340.049107238622,309.900079555625,362.139356912398,361.536596619501,319.619723133422,308.499438364485,252.758122582703,254.342982660547,243.419521821181,239.83802986514
voc088t,578.393096218481,560.763527964067,579.732189636076,555.598543244995,577.866843110555,562.404883908059,578.67566794894,557.137626224998,463.050989724588,465.059543587283,465.214662879119,467.237424903056,465.214382352774,467.236333969543,477.598580065362,471.559283512812
voc089t,545.063090761871,545.809473652346,516.970264018295,515.087733603396,546.562808131997,547.127336788522,520.982349388857,517.847609203767,475.189228775259,467.546986845691,466.247167746147,462.661207233928,471.895854648269,466.768112947347,470.321197800073,466.649015300188
voc090t,534.231918077683,515.791253706118,506.469498444776,506.1411084397,536.012408480995,515.58415570562,460.325814370619,462.258180220771,499.112873833887,489.495082367251,492.978866682382,489.011660651209,499.274658868585,486.686767947112,446.32144932354,448.319536222588
voc091t,681.501594774653,683.26010964427,682.948634405643,683.272207063706,683.500711680216,685.259280164563,686.420463396698,687.218336964665,678.665250571146,680.80786994909,680.685715095839,680.771047519848,680.216387761685,682.421743335677,683.180948634525,684.025479593898
voc092c,558.216436203675,548.236106747383,556.724732759853,548.72441868319,558.567944601134,550.188738205796,528.987150374658,519.144608920033,532.390748718588,527.441589869063,533.897784384747,524.285770310577,488.879792907682,489.790511345799,489.991486543239,487.677955971222
voc093t,581.729540452819,555.940934455986,582.60303053288,548.856827651515,583.616034095803,557.941187995875,581.677124237753,552.653313731145,419.662491581501,422.619494827499,418.023131039445,420.582331735789,412.434964048804,414.370547082627,415.903555546949,417.876636170216
voc094t,363.671472448847,363.313475883428,349.818855416994,346.972639654691,365.322724258752,365.22953247584,313.021065243382,306.777154021238,311.850794690935,312.76118834605,304.002678549772,300.886693098531,300.964561549198,303.379218287521,287.032091906312,287.962507167622
voc095c,566.857432029207,565.117709291183,530.974008168921,531.135596664626,568.094830384151,564.971705155946,495.171948346977,480.315073627512,317.418414727865,320.438576545355,301.280643992126,305.170277828286,295.03811129743,297.681222468995,294.720102268423,297.469358692318
voc096c,547.458547345069,541.664929313519,547.180470094179,542.482820192437,549.457287520898,543.272989682391,475.967608042572,472.361633745346,429.932727044187,431.959217668638,429.600402942924,431.681581665674,423.754595098795,424.845879246991,412.294147574364,412.061329258592
voc097t,474.741609132562,476.741637834058,476.939368848945,478.93954416565,477.135826588126,472.998854044258,481.310138505989,474.378008664346,468.336574533089,470.336525380514,470.526272201698,472.521174523586,467.644077623889,467.403550507036,471.535832691416,470.522073287154
voc098t,483.117401071618,484.438557738327,474.243288377599,471.334996490516,485.117186195775,482.522234311957,429.862156544104,411.590018779847,393.809010376614,381.991966303191,389.104453964691,372.244873560444,362.797842623346,364.657939384477,366.733887656242,368.812945305923
voc099t,631.757750049824,612.967940488634,622.638788917929,614.833049564915,631.88447129443,609.911269526513,584.639350657474,586.335765648657,515.097291867569,513.895935215977,517.098417607595,515.823263723469,506.399151470712,505.93854680385,501.623834813606,503.562346360948
voc100t,397.942835263418,382.872958855868,393.485767440105,373.162157057603,391.59999703221,378.49141900756,379.823886956564,335.305654179876,307.08599606964,308.218046776585,308.281775051737,309.618651341861,300.734080406806,301.311304385851,302.126606306225,302.624167299248
voc102t,675.580668694354,604.771244002389,575.995935095396,518.809279214922,676.797456889453,502.138670904565,348.235442329073,342.270565735722,342.167665126437,336.166847914607,244.760346068033,237.293883431683,225.761677949347,223.765452631119,229.176622215404,228.394099972288
voc103t,626.991184377398,598.503068051198,628.989585878035,588.160452425923,628.975731896074,600.405918159113,626.752607539725,580.770648762939,525.579628498101,525.458827867779,527.285467488001,526.98181723038,526.652441536565,525.583548511264,530.811911206068,528.809446346093
voc106t,531.499989073202,528.616463114322,499.470319511881,501.432114155204,525.25793579857,519.383066313077,462.138734532875,451.260570965448,412.256656120511,405.433275433246,391.017644899374,389.282890613452,407.469800031014,405.149263832783,383.327204307976,376.850596281568
voc107t,636.301474945049,582.478147705029,630.234946974394,564.040293108258,617.448792110799,515.694473997635,552.995985369104,516.234931685708,254.527242844294,252.385735004922,250.985365557802,237.899866603935,195.345599342351,186.223873046787,190.446153411741,186.317862735492
voc110t,311.510130593612,309.788246676292,313.512705288145,311.773025509311,312.21608492914,306.137252110603,314.769609063547,302.658442839552,307.762196362558,308.986176673227,309.777707774189,310.999558915283,310.53688230696,307.200482119383,312.905789208577,303.563548004682
voc111t,666.059933798191,666.186736302901,662.147962026435,663.342642437964,667.933477710781,668.09015594049,650.121982251349,650.356633709417,529.228551721859,530.280596472155,528.8269412644,529.666673900749,525.659200397521,526.002433988986,527.163623323803,529.106287918945
voc112c,493.828379558119,483.637904103031,473.802469790828,456.257591805398,490.086831693786,476.606850603921,432.895109975619,391.340829360522,440.757183611948,437.431336311573,439.921930530599,426.436082737048,395.291561365466,397.263945687813,389.429782466024,384.199272135863
voc113c,636.999278786175,639.477693932848,638.980683989724,640.924734029994,637.974333168187,639.484763516697,640.503081732233,642.575083174826,638.61412525895,640.957150204911,640.590799575369,642.973059181775,639.445302865589,640.757698465528,642.262092991829,644.303884146281
voc114t,625.35817605069,626.985871981789,592.473427328789,591.978223163394,626.575025338889,607.374286782473,554.321423910298,555.493743175211,407.200902765574,399.544663133889,394.154269127797,381.905295801128,371.86323162608,374.171967585454,375.522439771237,375.697263229339
voc115t,662.555718002016,618.227961202222,664.555848565662,615.82199624183,662.530331901878,620.216617717029,661.417203695315,617.244210779435,578.120268271385,580.28416336119,580.158708855503,582.357773067541,580.157459566859,581.379389686798,584.218642350819,581.445217550536
voc116t,375.786393868193,362.541231489279,371.095432316092,354.182557446721,352.631400384882,354.787556892843,356.572006347121,357.011716280049,376.431298597406,364.044362822068,372.857512985642,356.019613938144,354.581269188829,356.729803328064,356.63681707351,358.185956053901
voc117t,499.205229485926,497.845120322787,494.5826840359,473.352394919709,478.059045684944,418.985402433731,262.821024619505,257.708108496125,305.966855128471,305.383239074121,303.544376190724,303.67795571331,215.788470365696,216.793145959097,215.713464034136,220.502449925253
voc118c,560.971911664639,553.160759510187,557.13346706433,549.05860900543,550.542817367079,552.594613893171,531.534489361209,519.687710020635,515.52134498213,517.409201050506,513.291386426222,515.417952097105,504.251294511394,505.697618192569,492.319893607934,491.738872050641
voc119t,771.801269285576,755.674751478078,773.637976212317,757.715374433024,771.729892603375,755.792891424157,774.320293694255,759.600827304042,590.415561020406,589.318011263187,592.399095541465,591.322525421058,591.322076326562,588.049826626456,595.095868717172,591.936913032294
voc120t,658.699580949732,657.114179122837,660.708377359474,656.646735335239,659.185586048071,658.298726936376,662.547369152466,650.131395602306,643.013071799639,645.011555700606,645.189640616225,647.183847471976,645.19124915775,646.467172987028,651.552386980914,649.71096053382
