"subID","trial","bandit","response","trueProb","RT"
"voc091t",1,"bandit10",5,1,10.0737
"voc091t",2,"bandit90",4,9,3.5278
"voc091t",3,"bandit50a",7,5,2.4738
"voc091t",4,"bandit70",3,7,2.5421
"voc091t",5,"bandit30",8,3,3.0645
"voc091t",6,"bandit50b",9,5,3.2837
