"subID","trial","bandit","response","trueProb","RT"
"voc095c",1,"bandit50b",7,5,7.6752
"voc095c",2,"bandit30",4,3,3.9918
"voc095c",3,"bandit50a",3,5,2.8115
"voc095c",4,"bandit10",1,1,2.1681
"voc095c",5,"bandit90",9,9,1.3884
"voc095c",6,"bandit70",6,7,4.8193
