"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc087c",1,"bandits5050","bandit50a","bandit50b",3,1,0,2.1909,"bandit50a","bandit50b",1,1.574,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc087c",2,"bandits9010","bandit10","bandit90",6,1,0,2.282,"bandit10","bandit90",1,1.0535,0,6,0,0.6,0.6,0,0.6,0,1,1
"voc087c",3,"bandits7030","bandit30","bandit70",6,1,0,0.00018173,"bandit70","bandit30",2,2.3385,1,16,0,0.6,0.6,0,0.6,0,1,1
"voc087c",4,"bandits7030","bandit70","bandit30",2,2,1,2.1062,"bandit70","bandit30",1,3.7156,1,10,1,0.7,1,0.7,0.3,1,1,2
"voc087c",5,"bandits9010","bandit90","bandit10",2,2,1,2.5731,"bandit10","bandit90",2,0.00026561,0,0,0,0.2,0,0.2,-0.2,0,-1,2
"voc087c",6,"bandits5050","bandit50b","bandit50a",2,2,1,4.0543,"bandit50b","bandit50a",1,2.4967,1,10,0,0.2,0,0.2,-0.2,0,-1,2
"voc087c",7,"bandits7030","bandit30","bandit70",1,2,1,2.4284,"bandit70","bandit30",2,1.417,1,10,1,0.6,1,0.6,0.4,1,1,3
"voc087c",8,"bandits9010","bandit10","bandit90",0,2,1,2.7368,"bandit90","bandit10",2,2.1122,1,10,0,0,0,0,0,,0,3
"voc087c",9,"bandits5050","bandit50a","bandit50b",1,2,1,1.7565,"bandit50b","bandit50a",2,1.3885,0,0,1,0.6,1,0.6,0.4,1,1,3
"voc087c",10,"bandits5050","bandit50b","bandit50a",0,2,1,1.2215,"bandit50b","bandit50a",1,0.97927,0,0,0.5,0.25,0.5,0.25,0.25,1,1,4
"voc087c",11,"bandits9010","bandit10","bandit90",5,1,0,1.3408,"bandit90","bandit10",2,0.99147,1,15,1,1,1,1,0,,0,4
"voc087c",12,"bandits7030","bandit30","bandit70",0,2,1,2.4298,"bandit70","bandit30",2,0.88923,1,10,1,0.5,1,0.5,0.5,1,1,4
"voc087c",13,"bandits9010","bandit10","bandit90",3,1,0,4.5026,"bandit90","bandit10",2,0.52919,1,13,1,0.8,0.8,1,-0.2,1,-1,5
"voc087c",14,"bandits7030","bandit30","bandit70",3,2,1,1.7462,"bandit70","bandit30",2,0.52259,1,10,1,0.8,1,0.8,0.2,1,1,5
"voc087c",15,"bandits5050","bandit50b","bandit50a",5,1,0,1.774,"bandit50a","bandit50b",2,0.68852,1,15,0.33333,0.66667,0.66667,0.33333,0.33333,0,1,5
"voc087c",16,"bandits9010","bandit90","bandit10",1,2,1,1.234,"bandit90","bandit10",1,1.0963,1,10,1,0.6,1,0.6,0.4,1,1,6
"voc087c",17,"bandits5050","bandit50a","bandit50b",6,1,0,1.8444,"bandit50b","bandit50a",2,0.62783,1,16,0.5,1.0167,1.0167,0.5,0.51667,0,1,6
"voc087c",18,"bandits7030","bandit30","bandit70",4,1,0,1.8242,"bandit30","bandit70",1,0.96643,0,4,1,0.9,0.9,1,-0.1,1,-1,6
"voc087c",19,"bandits7030","bandit70","bandit30",5,1,0,3.95,"bandit70","bandit30",1,1.6793,0,5,1,1,1,1,0,,0,7
"voc087c",20,"bandits5050","bandit50b","bandit50a",4,2,1,2.7932,"bandit50b","bandit50a",1,0.55822,1,10,0.5,0.9,0.5,0.9,-0.4,0,-1,7
"voc087c",21,"bandits9010","bandit90","bandit10",4,1,0,3.3779,"bandit10","bandit90",2,0.66586,1,14,1,0.9,0.9,1,-0.1,1,-1,7
"voc087c",22,"bandits5050","bandit50b","bandit50a",2,2,1,1.2208,"bandit50b","bandit50a",1,0.50763,0,0,0.6,0.75,0.6,0.75,-0.15,0,-1,8
"voc087c",23,"bandits9010","bandit10","bandit90",6,1,0,1.32,"bandit90","bandit10",2,0.55555,1,16,1,1.2667,1.2667,1,0.26667,0,1,8
"voc087c",24,"bandits7030","bandit70","bandit30",4,2,1,2.3801,"bandit70","bandit30",1,0.39347,1,10,0.83333,0.81667,0.83333,0.81667,0.016667,1,1,8
"voc087c",25,"bandits7030","bandit30","bandit70",1,2,1,1.1565,"bandit70","bandit30",2,0.71677,0,0,0.85714,0.52857,0.85714,0.52857,0.32857,1,1,9
"voc087c",26,"bandits9010","bandit90","bandit10",2,1,0,1.7363,"bandit90","bandit10",1,0.54872,1,12,1,0.86667,0.86667,1,-0.13333,1,-1,9
"voc087c",27,"bandits5050","bandit50b","bandit50a",6,1,0,0.98758,"bandit50b","bandit50a",1,0.62915,0,6,0.5,1.1,1.1,0.5,0.6,0,1,9
"voc087c",28,"bandits7030","bandit30","bandit70",2,2,1,0.93789,"bandit70","bandit30",2,2.0817,0,0,0.75,0.575,0.75,0.575,0.175,1,1,10
"voc087c",29,"bandits9010","bandit90","bandit10",5,1,0,1.5038,"bandit10","bandit90",2,1.4284,0,5,1,1.1667,1.1667,1,0.16667,0,1,10
"voc087c",30,"bandits5050","bandit50a","bandit50b",4,1,0,3.5031,"bandit50a","bandit50b",1,0.45051,1,14,0.5,0.86429,0.86429,0.5,0.36429,0,1,10
"voc087c",31,"bandits9010","bandit10","bandit90",4,2,1,2.391,"bandit10","bandit90",1,0.26042,0,0,1,1.025,1,1.025,-0.025,0,-1,11
"voc087c",32,"bandits7030","bandit30","bandit70",3,2,1,1.0756,"bandit70","bandit30",2,0.97576,1,10,0.66667,0.63333,0.66667,0.63333,0.033333,1,1,11
"voc087c",33,"bandits5050","bandit50b","bandit50a",3,1,0,1.6497,"bandit50b","bandit50a",1,0.51265,1,13,0.66667,0.84762,0.84762,0.66667,0.18095,0,1,11
"voc087c",34,"bandits7030","bandit30","bandit70",0,2,1,1.1302,"bandit70","bandit30",2,1.2981,1,10,0.7,0.35,0.7,0.35,0.35,1,1,12
