"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc055a",1,"bandit30","bandit90","bandit90",2,2.7039,1
"voc055a",2,"bandit70","bandit90","bandit90",2,1.5644,1
"voc055a",3,"bandit30","bandit10","bandit30",1,0.79825,1
"voc055a",4,"bandit50a","bandit10","bandit50a",1,2.9583,1
"voc055a",5,"bandit50a","bandit50b","bandit50a",1,0.9435,0
"voc055a",6,"bandit70","bandit30","bandit30",2,0.94002,-1
"voc055a",7,"bandit50a","bandit70","bandit50a",1,2.1754,-1
"voc055a",8,"bandit90","bandit10","bandit90",1,1.1528,1
"voc055a",9,"bandit50b","bandit30","bandit30",2,3.962,-1
"voc055a",10,"bandit50a","bandit30","bandit50a",1,0.88321,1
"voc055a",11,"bandit70","bandit10","bandit70",1,1.3529,1
"voc055a",12,"bandit50b","bandit10","bandit50b",1,1.5789,1
"voc055a",13,"bandit50b","bandit70","bandit70",2,0.91643,1
"voc055a",14,"bandit50a","bandit90","bandit90",2,0.88046,1
"voc055a",15,"bandit50b","bandit90","bandit90",2,1.1502,1
"voc055a",16,"bandit70","bandit50a","bandit70",1,3.0494,1
"voc055a",17,"bandit30","bandit50a","bandit30",1,2.6548,-1
"voc055a",18,"bandit30","bandit50b","bandit50b",2,2.0518,1
"voc055a",19,"bandit30","bandit70","bandit30",1,1.3541,-1
"voc055a",20,"bandit70","bandit50b","bandit70",1,1.8845,1
"voc055a",21,"bandit10","bandit70","bandit70",2,1.0894,1
"voc055a",22,"bandit50b","bandit50a","bandit50b",1,2.8299,0
"voc055a",23,"bandit90","bandit30","bandit90",1,1.9648,1
"voc055a",24,"bandit10","bandit50a","bandit50a",2,1.1982,1
"voc055a",25,"bandit90","bandit50b","bandit90",1,0.92654,1
"voc055a",26,"bandit90","bandit70","bandit90",1,0.55454,1
"voc055a",27,"bandit10","bandit50b","bandit50b",2,1.1818,1
"voc055a",28,"bandit90","bandit50a","bandit90",1,0.67939,1
"voc055a",29,"bandit10","bandit90","bandit90",2,0.78889,1
"voc055a",30,"bandit10","bandit30","bandit30",2,0.99834,1
"voc055a",31,"bandit90","bandit10","bandit90",1,0.7665,1
"voc055a",32,"bandit70","bandit90","bandit90",2,0.77707,1
"voc055a",33,"bandit50a","bandit90","bandit90",2,0.83578,1
"voc055a",34,"bandit50a","bandit30","bandit50a",1,2.6838,1
"voc055a",35,"bandit50b","bandit30","bandit30",2,1.735,-1
"voc055a",36,"bandit50a","bandit10","bandit50a",1,0.77044,1
"voc055a",37,"bandit50b","bandit90","bandit90",2,0.83584,1
"voc055a",38,"bandit30","bandit10","bandit30",1,1.7959,1
"voc055a",39,"bandit70","bandit30","bandit30",2,2.837,-1
"voc055a",40,"bandit30","bandit90","bandit90",2,3.1637,1
"voc055a",41,"bandit50a","bandit70","bandit50a",1,1.948,-1
"voc055a",42,"bandit50a","bandit50b","bandit50a",1,1.7828,0
"voc055a",43,"bandit50b","bandit70","bandit70",2,2.1665,1
"voc055a",44,"bandit50b","bandit10","bandit50b",1,1.5755,1
"voc055a",45,"bandit70","bandit10","bandit70",1,1.3934,1
"voc055a",46,"bandit10","bandit30","bandit30",2,2.035,1
"voc055a",47,"bandit30","bandit50a","bandit30",1,2.5143,-1
"voc055a",48,"bandit30","bandit70","bandit30",1,1.0763,-1
"voc055a",49,"bandit70","bandit50b","bandit50b",2,1.8668,-1
"voc055a",50,"bandit90","bandit50b","bandit90",1,0.86431,1
"voc055a",51,"bandit90","bandit30","bandit90",1,0.37496,1
"voc055a",52,"bandit70","bandit50a","bandit70",1,1.2579,1
"voc055a",53,"bandit10","bandit50a","bandit50a",2,1.1913,1
"voc055a",54,"bandit90","bandit70","bandit90",1,0.94442,1
"voc055a",55,"bandit90","bandit50a","bandit90",1,2.3174,1
"voc055a",56,"bandit10","bandit90","bandit90",2,0.59925,1
"voc055a",57,"bandit30","bandit50b","bandit30",1,2.8648,-1
"voc055a",58,"bandit10","bandit70","bandit70",2,1.0771,1
"voc055a",59,"bandit50b","bandit50a","bandit50b",1,2.1557,0
"voc055a",60,"bandit10","bandit50b","bandit50b",2,0.89407,1
"voc055a",61,"bandit50b","bandit10","bandit50b",1,1.2594,1
"voc055a",62,"bandit50b","bandit70","bandit50b",1,5.2497,-1
"voc055a",63,"bandit50a","bandit90","bandit90",2,0.76481,1
"voc055a",64,"bandit90","bandit10","bandit90",1,0.83924,1
"voc055a",65,"bandit50a","bandit70","bandit50a",1,1.7666,-1
"voc055a",66,"bandit50a","bandit30","bandit50a",1,2.8484,1
"voc055a",67,"bandit50b","bandit90","bandit90",2,0.75799,1
"voc055a",68,"bandit70","bandit90","bandit90",2,1.6731,1
"voc055a",69,"bandit70","bandit30","bandit70",1,1.6148,1
"voc055a",70,"bandit50b","bandit30","bandit30",2,4.3744,-1
"voc055a",71,"bandit30","bandit10","bandit30",1,1.5896,1
"voc055a",72,"bandit50a","bandit50b","bandit50a",1,1.0546,0
"voc055a",73,"bandit70","bandit10","bandit70",1,1.9656,1
"voc055a",74,"bandit30","bandit90","bandit90",2,0.61538,1
"voc055a",75,"bandit50a","bandit10","bandit50a",1,0.85473,1
"voc055a",76,"bandit10","bandit90","bandit90",2,0.68642,1
"voc055a",77,"bandit90","bandit30","bandit90",1,0.78694,1
"voc055a",78,"bandit10","bandit30","bandit30",2,0.80459,1
"voc055a",79,"bandit90","bandit50a","bandit90",1,0.74953,1
"voc055a",80,"bandit10","bandit50a","bandit50a",2,1.4015,1
"voc055a",81,"bandit70","bandit50b","bandit50b",2,1.9044,-1
"voc055a",82,"bandit30","bandit70","bandit30",1,1.2861,-1
"voc055a",83,"bandit50b","bandit50a","bandit50b",1,4.5383,0
"voc055a",84,"bandit10","bandit50b","bandit50b",2,0.97936,1
"voc055a",85,"bandit70","bandit50a","bandit50a",2,2.0693,-1
"voc055a",86,"bandit30","bandit50a","bandit30",1,0.9707,-1
"voc055a",87,"bandit30","bandit50b","bandit30",1,0.93994,-1
"voc055a",88,"bandit90","bandit70","bandit90",1,0.96888,1
"voc055a",89,"bandit90","bandit50b","bandit90",1,0.67357,1
"voc055a",90,"bandit10","bandit70","bandit70",2,2.9926,1
