"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc083c",1,"bandits5050","bandit50b","bandit50a",0,2,1,2.7343,"bandit50b","bandit50a",1,0.82994,1,10,0,0,0,0,0,0,1,
"voc083c",2,"bandits9010","bandit10","bandit90",4,2,1,1.1332,"bandit90","bandit10",2,0.000299,1,10,0,0.4,0,0.4,-0.4,-1,1,0
"voc083c",3,"bandits7030","bandit70","bandit30",4,1,0,0.95198,"bandit70","bandit30",1,6.2107,1,14,0,0.4,0.4,0,0.4,1,1,0
"voc083c",4,"bandits5050","bandit50a","bandit50b",6,2,1,1.1704,"bandit50b","bandit50a",2,0.00020493,0,0,1,1.1,1,1.1,-0.1,-1,2,0
"voc083c",5,"bandits9010","bandit90","bandit10",3,2,1,1.0444,"bandit90","bandit10",1,1.2006,1,10,1,0.8,1,0.8,0.2,1,2,1
"voc083c",6,"bandits7030","bandit30","bandit70",6,1,0,1.1439,"bandit30","bandit70",1,4.2112,0,6,1,1.1,1.1,1,0.1,1,2,0
"voc083c",7,"bandits5050","bandit50b","bandit50a",3,2,1,1.3588,"bandit50a","bandit50b",2,0.00053607,1,10,0.5,0.55,0.5,0.55,-0.05,-1,3,0
"voc083c",8,"bandits9010","bandit10","bandit90",5,2,1,0.72019,"bandit90","bandit10",2,0.00018738,1,10,1,1,1,1,0,0,3,
"voc083c",9,"bandits7030","bandit70","bandit30",2,1,0,1.5478,"bandit30","bandit70",2,5.7895,1,12,1,0.7,0.7,1,-0.3,-1,3,1
"voc083c",10,"bandits5050","bandit50b","bandit50a",4,2,1,1.6252,"bandit50a","bandit50b",2,0.00018013,0,0,1,1.15,1,1.15,-0.15,-1,4,0
"voc083c",11,"bandits9010","bandit10","bandit90",1,1,0,0.8714,"bandit10","bandit90",1,1.174,0,1,1,0.6,0.6,1,-0.4,-1,4,1
"voc083c",12,"bandits7030","bandit70","bandit30",5,1,0,1.6049,"bandit70","bandit30",1,4.6517,1,15,1,1.25,1.25,1,0.25,1,4,0
"voc083c",13,"bandits9010","bandit10","bandit90",6,2,1,1.574,"bandit90","bandit10",2,0.00017934,1,10,1,1.1,1,1.1,-0.1,-1,5,0
"voc083c",14,"bandits7030","bandit30","bandit70",3,1,0,0.92717,"bandit70","bandit30",2,4.1535,0,3,1,1.05,1.05,1,0.05,1,5,0
"voc083c",15,"bandits5050","bandit50b","bandit50a",5,2,1,0.77494,"bandit50a","bandit50b",2,0.00018105,0,0,0.5,1,0.5,1,-0.5,-1,5,0
"voc083c",16,"bandits5050","bandit50a","bandit50b",2,2,1,0.80077,"bandit50b","bandit50a",2,1.1203,1,10,0.5,0.61667,0.5,0.61667,-0.11667,-1,6,0
"voc083c",17,"bandits9010","bandit90","bandit10",2,2,1,0.00018094,"bandit90","bandit10",1,1.6988,1,10,1,0.7,1,0.7,0.3,1,6,1
"voc083c",18,"bandits7030","bandit70","bandit30",0,2,1,2.2158,"bandit30","bandit70",2,0.72522,0,0,0.66667,0.58333,0.66667,0.58333,0.083333,1,6,1
"voc083c",19,"bandits5050","bandit50b","bandit50a",1,2,1,3.8328,"bandit50a","bandit50b",2,0.00018019,1,10,0.66667,0.6,0.66667,0.6,0.066667,1,7,1
"voc083c",20,"bandits7030","bandit30","bandit70",1,2,1,1.3014,"bandit70","bandit30",2,0.00018892,1,10,0.66667,0.6,0.66667,0.6,0.066667,1,7,1
"voc083c",21,"bandits9010","bandit10","bandit90",0,2,1,1.6657,"bandit90","bandit10",2,0.55725,1,10,1,0.5,1,0.5,0.5,1,7,1
"voc083c",22,"bandits5050","bandit50a","bandit50b",0,2,1,2.5755,"bandit50a","bandit50b",1,1.1031,0,0,0.66667,0.58333,0.66667,0.58333,0.083333,1,8,1
"voc083c",23,"bandits9010","bandit90","bandit10",5,2,1,1.1637,"bandit10","bandit90",2,0.00019188,0,0,1,1,1,1,0,0,8,
"voc083c",24,"bandits7030","bandit30","bandit70",6,2,1,1.0368,"bandit70","bandit30",2,0.26645,0,0,0.75,1.1417,0.75,1.1417,-0.39167,-1,8,0
"voc083c",25,"bandits5050","bandit50b","bandit50a",6,1,0,0.25722,"bandit50b","bandit50a",1,1.8957,0,6,0.66667,1.1333,1.1333,0.66667,0.46667,1,9,0
"voc083c",26,"bandits9010","bandit90","bandit10",0,1,0,0.81676,"bandit10","bandit90",2,3.3683,0,0,1,0.5,0.5,1,-0.5,-1,9,1
"voc083c",27,"bandits7030","bandit70","bandit30",4,2,1,0.77508,"bandit30","bandit70",2,1.2387,0,0,0.6,0.86667,0.6,0.86667,-0.26667,-1,9,0
"voc083c",28,"bandits9010","bandit90","bandit10",6,1,0,1.3012,"bandit90","bandit10",1,0.96335,1,16,1,1.1,1.1,1,0.1,1,10,0
"voc083c",29,"bandits5050","bandit50a","bandit50b",5,2,1,2.2649,"bandit50b","bandit50a",2,0.00018092,0,0,0.5,0.95,0.5,0.95,-0.45,-1,10,0
"voc083c",30,"bandits7030","bandit30","bandit70",5,1,0,1.6289,"bandit70","bandit30",2,4.6929,1,15,0.6,0.925,0.925,0.6,0.325,1,10,0
"voc083c",31,"bandits5050","bandit50a","bandit50b",1,2,1,3.0595,"bandit50b","bandit50a",2,0.00018002,0,0,0.4,0.5,0.4,0.5,-0.1,-1,11,0
"voc083c",32,"bandits7030","bandit30","bandit70",0,2,1,1.3198,"bandit70","bandit30",2,0.00017969,1,10,0.66667,0.45833,0.66667,0.45833,0.20833,1,11,1
"voc083c",33,"bandits9010","bandit90","bandit10",2,2,1,0.00017949,"bandit90","bandit10",1,1.8435,0,0,1,0.7,1,0.7,0.3,1,11,1
"voc083c",34,"bandits7030","bandit70","bandit30",3,1,0,1.6178,"bandit30","bandit70",2,3.13,1,13,0.71429,0.78214,0.78214,0.71429,0.067857,1,12,0
"voc083c",35,"bandits5050","bandit50b","bandit50a",4,1,0,1.3284,"bandit50a","bandit50b",2,1.7479,1,14,0.4,0.76667,0.76667,0.4,0.36667,1,12,0
"voc083c",36,"bandits9010","bandit10","bandit90",1,2,1,1.2266,"bandit90","bandit10",2,0.0001801,1,10,0.875,0.5375,0.875,0.5375,0.3375,1,12,1
"voc083c",37,"bandits9010","bandit90","bandit10",3,2,1,1.3937,"bandit10","bandit90",2,0.00018076,0,0,0.88889,0.74444,0.88889,0.74444,0.14444,1,13,1
"voc083c",38,"bandits5050","bandit50b","bandit50a",2,1,0,1.3383,"bandit50b","bandit50a",1,0.50973,1,12,0.5,0.61667,0.61667,0.5,0.11667,1,13,0
"voc083c",39,"bandits7030","bandit70","bandit30",2,2,1,2.4622,"bandit30","bandit70",2,0.20997,0,0,0.71429,0.75714,0.71429,0.75714,-0.042857,-1,13,0
"voc083c",40,"bandits7030","bandit30","bandit70",1,1,0,1.0987,"bandit30","bandit70",1,2.1515,1,11,0.71429,0.62381,0.62381,0.71429,-0.090476,-1,14,1
"voc083c",41,"bandits9010","bandit90","bandit10",4,1,0,1.75,"bandit90","bandit10",1,0.96171,1,14,0.88889,0.84444,0.84444,0.88889,-0.044444,-1,14,1
"voc083c",42,"bandits5050","bandit50b","bandit50a",3,1,0,1.551,"bandit50a","bandit50b",2,1.1934,1,13,0.5,0.76429,0.76429,0.5,0.26429,1,14,0
