"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc089t",1,"bandits5050","bandit50a","bandit50b",6,1,0,3.3682,"bandit50b","bandit50a",2,4.7285,0,6,0,0.6,0.6,0,0.6,0,1,1
"voc089t",2,"bandits7030","bandit30","bandit70",3,1,0,3.056,"bandit70","bandit30",2,2.9422,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc089t",3,"bandits9010","bandit10","bandit90",1,1,0,2.8604,"bandit10","bandit90",1,0.9438,0,1,0,0.1,0.1,0,0.1,0,1,1
"voc089t",4,"bandits5050","bandit50b","bandit50a",5,2,1,1.8837,"bandit50a","bandit50b",2,5.3514,1,10,0,0.5,0,0.5,-0.5,0,-1,2
"voc089t",5,"bandits9010","bandit90","bandit10",6,2,1,1.6902,"bandit10","bandit90",2,3.7496,1,10,0,0.6,0,0.6,-0.6,0,-1,2
"voc089t",6,"bandits7030","bandit30","bandit70",1,2,1,1.2606,"bandit30","bandit70",1,2.0878,0,0,0,0.1,0,0.1,-0.1,0,-1,2
"voc089t",7,"bandits7030","bandit30","bandit70",6,2,1,5.0523,"bandit70","bandit30",2,1.2446,1,10,0,0.6,0,0.6,-0.6,0,-1,3
"voc089t",8,"bandits9010","bandit90","bandit10",3,2,1,4.741,"bandit10","bandit90",2,1.5201,0,0,0.5,0.55,0.5,0.55,-0.05,0,-1,3
"voc089t",9,"bandits5050","bandit50b","bandit50a",4,2,1,0.0001793,"bandit50b","bandit50a",1,3.5876,1,10,1,0.9,1,0.9,0.1,1,1,3
"voc089t",10,"bandits7030","bandit70","bandit30",2,1,0,4.2743,"bandit70","bandit30",1,0.76609,1,12,0.5,0.45,0.45,0.5,-0.05,1,-1,4
"voc089t",11,"bandits9010","bandit90","bandit10",5,1,0,3.094,"bandit90","bandit10",1,1.4504,1,15,0.33333,0.66667,0.66667,0.33333,0.33333,0,1,4
"voc089t",12,"bandits5050","bandit50a","bandit50b",1,2,1,2.0265,"bandit50b","bandit50a",2,4.4027,1,10,1,0.85,1,0.85,0.15,1,1,4
"voc089t",13,"bandits7030","bandit70","bandit30",5,1,0,3.4754,"bandit30","bandit70",2,0.88042,1,15,0.66667,0.83333,0.83333,0.66667,0.16667,0,1,5
"voc089t",14,"bandits5050","bandit50b","bandit50a",3,2,1,0.098626,"bandit50b","bandit50a",1,2.6621,0,0,1,1.1333,1,1.1333,-0.13333,0,-1,5
"voc089t",15,"bandits9010","bandit10","bandit90",2,2,1,2.641,"bandit90","bandit10",2,0.66679,1,10,1,0.86667,1,0.86667,0.13333,1,1,5
