"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc028a",1,"bandits5050","bandit50a","bandit50b",0,1,0,2.9752,"bandit50a","bandit50b",1,1.6184,1,10,0,0,0,0,0,0,1,
"voc028a",2,"bandits9010","bandit90","bandit10",1,2,1,2.3787,"bandit10","bandit90",2,1.2596,0,0,0,0.1,0,0.1,-0.1,-1,1,0
"voc028a",3,"bandits7030","bandit30","bandit70",2,2,1,2.4457,"bandit70","bandit30",2,1.0188,1,10,0,0.2,0,0.2,-0.2,-1,1,0
"voc028a",4,"bandits7030","bandit70","bandit30",0,2,1,1.6789,"bandit70","bandit30",1,0.99537,1,10,1,0.5,1,0.5,0.5,1,2,1
"voc028a",5,"bandits5050","bandit50b","bandit50a",6,2,1,1.8564,"bandit50a","bandit50b",2,1.1739,0,0,1,1.1,1,1.1,-0.1,-1,2,0
"voc028a",6,"bandits9010","bandit90","bandit10",0,2,1,0.75476,"bandit90","bandit10",1,0.39639,1,10,0,0,0,0,0,0,2,
"voc028a",7,"bandits5050","bandit50b","bandit50a",2,2,1,1.2644,"bandit50b","bandit50a",1,0.53263,0,0,0.5,0.45,0.5,0.45,0.05,1,3,1
"voc028a",8,"bandits9010","bandit90","bandit10",3,2,1,0.61203,"bandit90","bandit10",1,0.57937,1,10,1,0.8,1,0.8,0.2,1,3,1
"voc028a",9,"bandits7030","bandit70","bandit30",3,2,1,0.60804,"bandit70","bandit30",1,1.455,1,10,1,0.8,1,0.8,0.2,1,3,1
"voc028a",10,"bandits5050","bandit50a","bandit50b",1,2,1,0.63482,"bandit50b","bandit50a",2,1.5843,0,0,0.5,0.35,0.5,0.35,0.15,1,4,1
"voc028a",11,"bandits9010","bandit90","bandit10",6,2,1,0.51783,"bandit90","bandit10",1,0.39258,1,10,1,1.1,1,1.1,-0.1,-1,4,0
"voc028a",12,"bandits7030","bandit30","bandit70",4,2,1,1.0299,"bandit70","bandit30",2,0.80363,1,10,1,0.9,1,0.9,0.1,1,4,1
"voc028a",13,"bandits5050","bandit50b","bandit50a",4,2,1,1.1528,"bandit50a","bandit50b",2,1.5774,1,10,0.5,0.65,0.5,0.65,-0.15,-1,5,0
"voc028a",14,"bandits9010","bandit90","bandit10",4,2,1,0.5361,"bandit90","bandit10",1,1.4017,0,0,1,0.9,1,0.9,0.1,1,5,1
"voc028a",15,"bandits7030","bandit30","bandit70",5,2,1,0.9821,"bandit70","bandit30",2,1.7027,1,10,1,1,1,1,0,0,5,
"voc028a",16,"bandits9010","bandit10","bandit90",2,2,1,0.62371,"bandit90","bandit10",2,0.95005,1,10,0.75,0.575,0.75,0.575,0.175,1,6,1
"voc028a",17,"bandits7030","bandit30","bandit70",1,2,1,0.94882,"bandit70","bandit30",2,0.55015,0,0,1,0.6,1,0.6,0.4,1,6,1
"voc028a",18,"bandits5050","bandit50a","bandit50b",3,2,1,0.53343,"bandit50b","bandit50a",2,0.9039,1,10,0.66667,0.63333,0.66667,0.63333,0.033333,1,6,1
"voc028a",19,"bandits9010","bandit90","bandit10",5,2,1,0.44044,"bandit90","bandit10",1,0.89469,1,10,0.8,0.9,0.8,0.9,-0.1,-1,7,0
"voc028a",20,"bandits7030","bandit70","bandit30",6,2,1,0.93479,"bandit70","bandit30",1,2.4408,1,10,0.83333,1.0167,0.83333,1.0167,-0.18333,-1,7,0
"voc028a",21,"bandits5050","bandit50b","bandit50a",5,2,1,1.22,"bandit50b","bandit50a",1,1.3642,1,10,0.66667,1,0.66667,1,-0.33333,-1,7,0
"voc028a",22,"bandits5050","bandit50a","bandit50b",6,2,1,0.64946,"bandit50b","bandit50a",2,1.4543,1,10,0.66667,1.1833,0.66667,1.1833,-0.51667,-1,8,0
"voc028a",23,"bandits7030","bandit30","bandit70",2,2,1,0.68123,"bandit70","bandit30",2,1.0371,0,0,0.85714,0.62857,0.85714,0.62857,0.22857,1,8,1
"voc028a",24,"bandits9010","bandit90","bandit10",0,2,1,0.41623,"bandit90","bandit10",1,0.35168,1,10,0.83333,0.41667,0.83333,0.41667,0.41667,1,8,1
"voc028a",25,"bandits9010","bandit90","bandit10",5,2,1,0.62963,"bandit90","bandit10",1,0.42033,1,10,0.85714,0.92857,0.85714,0.92857,-0.071429,-1,9,0
"voc028a",26,"bandits7030","bandit70","bandit30",3,2,1,1.3359,"bandit70","bandit30",1,1.427,0,0,0.75,0.675,0.75,0.675,0.075,1,9,1
"voc028a",27,"bandits5050","bandit50a","bandit50b",4,2,1,0.77467,"bandit50a","bandit50b",1,0.93572,0,0,0.66667,1.0333,0.66667,1.0333,-0.36667,-1,9,0
"voc028a",28,"bandits7030","bandit70","bandit30",6,2,1,0.41444,"bandit70","bandit30",1,0.73354,1,10,0.66667,0.93333,0.66667,0.93333,-0.26667,-1,10,0
"voc028a",29,"bandits9010","bandit10","bandit90",1,2,1,0.7555,"bandit90","bandit10",2,0.77404,1,10,0.875,0.5375,0.875,0.5375,0.3375,1,10,1
"voc028a",30,"bandits5050","bandit50a","bandit50b",5,2,1,1.1717,"bandit50a","bandit50b",1,1.8119,1,10,0.6,1.05,0.6,1.05,-0.45,-1,10,0
"voc028a",31,"bandits9010","bandit10","bandit90",6,2,1,0.98495,"bandit90","bandit10",2,0.84082,1,10,0.88889,1.0444,0.88889,1.0444,-0.15556,-1,11,0
"voc028a",32,"bandits7030","bandit70","bandit30",0,2,1,1.6765,"bandit70","bandit30",1,1.9445,1,10,0.7,0.35,0.7,0.35,0.35,1,11,1
"voc028a",33,"bandits5050","bandit50b","bandit50a",0,2,1,0.6328,"bandit50a","bandit50b",2,2.0144,0,0,0.6,0.6,0.6,0.6,0,0,11,
"voc028a",34,"bandits9010","bandit90","bandit10",2,2,1,0.86658,"bandit90","bandit10",1,0.55963,1,10,0.9,0.65,0.9,0.65,0.25,1,12,1
"voc028a",35,"bandits7030","bandit30","bandit70",4,2,1,1.1104,"bandit70","bandit30",2,1.1774,1,10,0.72727,0.76364,0.72727,0.76364,-0.036364,-1,12,0
"voc028a",36,"bandits5050","bandit50a","bandit50b",3,2,1,0.61498,"bandit50a","bandit50b",1,1.8859,0,0,0.6,0.85,0.6,0.85,-0.25,-1,12,0
"voc028a",37,"bandits5050","bandit50a","bandit50b",1,2,1,0.60717,"bandit50a","bandit50b",1,1.8468,1,10,0.6,0.61429,0.6,0.61429,-0.014286,-1,13,0
"voc028a",38,"bandits9010","bandit90","bandit10",4,2,1,0.81784,"bandit90","bandit10",1,0.23237,1,10,0.90909,0.85455,0.90909,0.85455,0.054545,1,13,1
"voc028a",39,"bandits7030","bandit70","bandit30",5,2,1,0.5952,"bandit70","bandit30",1,0.43412,0,0,0.75,0.875,0.75,0.875,-0.125,-1,13,0
"voc028a",40,"bandits7030","bandit70","bandit30",1,2,1,0.24647,"bandit70","bandit30",1,0.49151,1,10,0.69231,0.44615,0.69231,0.44615,0.24615,1,14,1
"voc028a",41,"bandits5050","bandit50a","bandit50b",2,2,1,1.1248,"bandit50a","bandit50b",1,1.1842,1,10,0.6,0.75,0.6,0.75,-0.15,-1,14,0
"voc028a",42,"bandits9010","bandit90","bandit10",3,2,1,0.64425,"bandit90","bandit10",1,0.57881,1,10,0.91667,0.75833,0.91667,0.75833,0.15833,1,14,1
"voc028a",43,"bandits9010","bandit90","bandit10",5,2,1,0.32763,"bandit90","bandit10",1,0.55385,1,10,0.92308,0.96154,0.92308,0.96154,-0.038462,-1,15,0
"voc028a",44,"bandits7030","bandit30","bandit70",5,2,1,0.60014,"bandit70","bandit30",2,0.74447,0,0,0.71429,0.85714,0.71429,0.85714,-0.14286,-1,15,0
"voc028a",45,"bandits5050","bandit50b","bandit50a",2,2,1,0.47149,"bandit50a","bandit50b",2,0.99554,0,0,0.6,0.77778,0.6,0.77778,-0.17778,-1,15,0
"voc028a",46,"bandits7030","bandit30","bandit70",6,2,1,0.37739,"bandit70","bandit30",2,0.52943,1,10,0.66667,0.93333,0.66667,0.93333,-0.26667,-1,16,0
"voc028a",47,"bandits5050","bandit50a","bandit50b",3,2,1,0.5689,"bandit50a","bandit50b",1,0.50521,0,0,0.6,0.85,0.6,0.85,-0.25,-1,16,0
"voc028a",48,"bandits9010","bandit90","bandit10",3,2,1,0.32224,"bandit90","bandit10",1,0.42079,1,10,0.92857,0.76429,0.92857,0.76429,0.16429,1,16,1
"voc028a",49,"bandits5050","bandit50b","bandit50a",6,2,1,0.62395,"bandit50a","bandit50b",2,1.1441,1,10,0.6,1.1273,0.6,1.1273,-0.52727,-1,17,0
"voc028a",50,"bandits9010","bandit10","bandit90",2,2,1,0.53463,"bandit90","bandit10",2,0.35226,1,10,0.93333,0.66667,0.93333,0.66667,0.26667,1,17,1
"voc028a",51,"bandits7030","bandit30","bandit70",4,2,1,0.60738,"bandit70","bandit30",2,1.0302,1,10,0.6875,0.74375,0.6875,0.74375,-0.05625,-1,17,0
"voc028a",52,"bandits9010","bandit90","bandit10",4,2,1,0.68244,"bandit90","bandit10",1,0.6226,1,10,0.9375,0.86875,0.9375,0.86875,0.06875,1,18,1
"voc028a",53,"bandits7030","bandit70","bandit30",0,2,1,0.46545,"bandit70","bandit30",1,0.85429,1,10,0.70588,0.35294,0.70588,0.35294,0.35294,1,18,1
"voc028a",54,"bandits5050","bandit50a","bandit50b",4,2,1,0.57652,"bandit50a","bandit50b",1,1.5293,1,10,0.6,0.95,0.6,0.95,-0.35,-1,18,0
"voc028a",55,"bandits9010","bandit90","bandit10",0,2,1,0.52932,"bandit90","bandit10",1,0.37102,1,10,0.94118,0.47059,0.94118,0.47059,0.47059,1,19,1
"voc028a",56,"bandits5050","bandit50b","bandit50a",0,2,1,0.74458,"bandit50a","bandit50b",2,1.3881,0,0,0.6,0.56923,0.6,0.56923,0.030769,1,19,1
"voc028a",57,"bandits7030","bandit70","bandit30",2,2,1,0.41625,"bandit70","bandit30",1,1.399,0,0,0.72222,0.56111,0.72222,0.56111,0.16111,1,19,1
"voc028a",58,"bandits7030","bandit70","bandit30",1,2,1,0.67662,"bandit70","bandit30",1,0.28821,1,10,0.68421,0.44211,0.68421,0.44211,0.24211,1,20,1
