"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc100t",1,"bandits7030","bandit30","bandit70",2,2,1,4.1561,"bandit70","bandit30",2,1.8334,1,10,0,0.2,0,0.2,-0.2,0,-1,1
"voc100t",2,"bandits5050","bandit50a","bandit50b",2,2,1,1.832,"bandit50b","bandit50a",2,2.4604,0,0,0,0.2,0,0.2,-0.2,0,-1,1
"voc100t",3,"bandits9010","bandit10","bandit90",6,1,0,1.6573,"bandit90","bandit10",2,1.1824,1,16,0,0.6,0.6,0,0.6,0,1,1
"voc100t",4,"bandits7030","bandit30","bandit70",4,1,0,1.4846,"bandit70","bandit30",2,1.4242,1,14,1,0.9,0.9,1,-0.1,1,-1,2
"voc100t",5,"bandits9010","bandit10","bandit90",1,2,1,1.1818,"bandit10","bandit90",1,2.076,0,0,1,0.6,1,0.6,0.4,1,1,2
"voc100t",6,"bandits5050","bandit50b","bandit50a",5,1,0,0.097363,"bandit50a","bandit50b",2,1.3345,0,5,0,0.5,0.5,0,0.5,0,1,2
"voc100t",7,"bandits7030","bandit30","bandit70",5,1,0,1.8704,"bandit30","bandit70",1,0.62873,0,5,1,1,1,1,0,,0,3
"voc100t",8,"bandits9010","bandit90","bandit10",4,1,0,3.0002,"bandit10","bandit90",2,0.69536,0,4,1,0.9,0.9,1,-0.1,1,-1,3
"voc100t",9,"bandits5050","bandit50b","bandit50a",0,2,1,1.178,"bandit50b","bandit50a",1,3.2972,1,10,0,0,0,0,0,,0,3
"voc100t",10,"bandits9010","bandit90","bandit10",2,2,1,1.5803,"bandit90","bandit10",1,1.6583,1,10,1,0.7,1,0.7,0.3,1,1,4
"voc100t",11,"bandits5050","bandit50b","bandit50a",6,1,0,0.84129,"bandit50b","bandit50a",1,0.72872,1,16,0.5,0.85,0.85,0.5,0.35,0,1,4
"voc100t",12,"bandits7030","bandit70","bandit30",1,1,0,1.7126,"bandit30","bandit70",2,0.58025,0,1,1,0.6,0.6,1,-0.4,1,-1,4
"voc100t",13,"bandits5050","bandit50a","bandit50b",3,2,1,3.0188,"bandit50b","bandit50a",2,0.00017864,0,0,0.66667,0.63333,0.66667,0.63333,0.033333,1,1,5
"voc100t",14,"bandits9010","bandit90","bandit10",5,1,0,2.6402,"bandit90","bandit10",1,0.60687,1,15,1,1,1,1,0,,0,5
"voc100t",15,"bandits7030","bandit30","bandit70",3,1,0,1.5587,"bandit70","bandit30",2,1.0234,1,13,1,0.8,0.8,1,-0.2,1,-1,5
"voc100t",16,"bandits5050","bandit50a","bandit50b",4,1,0,0.98021,"bandit50a","bandit50b",1,0.51677,1,14,0.5,0.65,0.65,0.5,0.15,0,1,6
"voc100t",17,"bandits7030","bandit30","bandit70",0,2,1,3.1187,"bandit70","bandit30",2,3.2553,1,10,1,0.5,1,0.5,0.5,1,1,6
"voc100t",18,"bandits9010","bandit90","bandit10",3,1,0,4.2206,"bandit10","bandit90",2,0.55444,0,3,1,0.8,0.8,1,-0.2,1,-1,6
"voc100t",19,"bandits7030","bandit30","bandit70",6,1,0,1.6982,"bandit70","bandit30",2,0.67863,1,16,1,1.1,1.1,1,0.1,0,1,7
"voc100t",20,"bandits5050","bandit50a","bandit50b",1,2,1,3.6728,"bandit50b","bandit50a",2,2.443,0,0,0.5,0.6,0.5,0.6,-0.1,0,-1,7
"voc100t",21,"bandits9010","bandit10","bandit90",0,2,1,0.96169,"bandit90","bandit10",2,3.3534,1,10,1,0.5,1,0.5,0.5,1,1,7
"voc100t",22,"bandits9010","bandit90","bandit10",4,1,0,0.82617,"bandit90","bandit10",1,1.0822,1,14,1,0.9,0.9,1,-0.1,1,-1,8
