"subID","trial","bandit","response","trueProb","RT"
"voc119t",1,"bandit90",9,9,6.2918
"voc119t",2,"bandit50b",9,5,0.00024227
"voc119t",3,"bandit10",2,1,16.4853
"voc119t",4,"bandit30",4,3,8.5887
"voc119t",5,"bandit70",5,7,4.5815
"voc119t",6,"bandit50a",4,5,8.8133
