"subID","trial","bandit","response","trueProb","RT"
"voc071t",1,"bandit50a",6,5,8.3146
"voc071t",2,"bandit50b",4,5,1.8375
"voc071t",3,"bandit10",3,1,1.7918
"voc071t",4,"bandit70",7,7,2.9176
"voc071t",5,"bandit30",4,3,2.0453
"voc071t",6,"bandit90",5,9,1.9429
