"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc073t",1,"bandits9010","bandit10","bandit90",3,1,0,2.6528,"bandit10","bandit90",1,1.1196,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc073t",2,"bandits5050","bandit50b","bandit50a",6,1,0,2.8191,"bandit50a","bandit50b",2,1.121,1,16,0,0.6,0.6,0,0.6,0,1,1
"voc073t",3,"bandits7030","bandit30","bandit70",0,2,1,2.5598,"bandit70","bandit30",2,2.9746,1,10,0,0,0,0,0,,0,1
"voc073t",4,"bandits5050","bandit50a","bandit50b",3,2,1,4.41,"bandit50b","bandit50a",2,0.3076,1,10,1,0.8,1,0.8,0.2,1,1,2
"voc073t",5,"bandits7030","bandit30","bandit70",4,1,0,2.6554,"bandit70","bandit30",2,0.70873,1,14,1,0.9,0.9,1,-0.1,1,-1,2
"voc073t",6,"bandits9010","bandit90","bandit10",4,2,1,0.054334,"bandit90","bandit10",1,1.6539,0,0,0,0.4,0,0.4,-0.4,0,-1,2
"voc073t",7,"bandits9010","bandit10","bandit90",2,2,1,3.1983,"bandit90","bandit10",2,0.31918,1,10,0,0.2,0,0.2,-0.2,0,-1,3
"voc073t",8,"bandits7030","bandit30","bandit70",1,2,1,1.6541,"bandit70","bandit30",2,0.34943,1,10,1,0.6,1,0.6,0.4,1,1,3
"voc073t",9,"bandits5050","bandit50b","bandit50a",4,2,1,3.103,"bandit50a","bandit50b",2,1.0555,1,10,1,1.4,1,1.4,-0.4,0,-1,3
"voc073t",10,"bandits9010","bandit10","bandit90",5,1,0,2.0508,"bandit90","bandit10",2,0.73816,1,15,0.5,0.75,0.75,0.5,0.25,0,1,4
"voc073t",11,"bandits5050","bandit50a","bandit50b",1,2,1,1.4684,"bandit50b","bandit50a",2,0.39137,0,0,1,1.1,1,1.1,-0.1,0,-1,4
"voc073t",12,"bandits7030","bandit30","bandit70",2,1,0,1.4692,"bandit30","bandit70",1,0.53623,0,2,1,0.7,0.7,1,-0.3,1,-1,4
"voc073t",13,"bandits7030","bandit30","bandit70",3,1,0,3.3803,"bandit70","bandit30",2,0.68788,0,3,1,0.8,0.8,1,-0.2,1,-1,5
"voc073t",14,"bandits9010","bandit10","bandit90",0,2,1,1.671,"bandit90","bandit10",2,0.68643,1,10,0.66667,0.33333,0.66667,0.33333,0.33333,1,1,5
"voc073t",15,"bandits5050","bandit50a","bandit50b",0,2,1,1.6998,"bandit50b","bandit50a",2,0.76085,1,10,1,0.75,1,0.75,0.25,1,1,5
"voc073t",16,"bandits9010","bandit90","bandit10",1,1,0,1.8198,"bandit90","bandit10",1,0.74088,1,11,0.75,0.475,0.475,0.75,-0.275,1,-1,6
"voc073t",17,"bandits7030","bandit70","bandit30",5,1,0,1.9883,"bandit30","bandit70",2,0.43914,0,5,0.75,0.875,0.875,0.75,0.125,0,1,6
"voc073t",18,"bandits5050","bandit50b","bandit50a",2,2,1,1.6041,"bandit50a","bandit50b",2,0.6303,0,0,1,1.0333,1,1.0333,-0.033333,0,-1,6
"voc073t",19,"bandits5050","bandit50a","bandit50b",5,1,0,2.1094,"bandit50b","bandit50a",2,1.467,0,5,0.66667,1.1667,1.1667,0.66667,0.5,0,1,7
"voc073t",20,"bandits7030","bandit70","bandit30",6,1,0,2.139,"bandit30","bandit70",2,1.0572,1,16,0.75,0.975,0.975,0.75,0.225,0,1,7
"voc073t",21,"bandits9010","bandit90","bandit10",6,1,0,1.4585,"bandit10","bandit90",2,0.71318,0,6,0.8,1,1,0.8,0.2,0,1,7
"voc073t",22,"bandits9010","bandit90","bandit10",2,2,1,1.3243,"bandit90","bandit10",1,0.33068,1,10,0.8,0.6,0.8,0.6,0.2,1,1,8
"voc073t",23,"bandits5050","bandit50b","bandit50a",2,1,0,1.7513,"bandit50b","bandit50a",1,0.62646,0,2,0.66667,0.78333,0.78333,0.66667,0.11667,0,1,8
"voc073t",24,"bandits7030","bandit30","bandit70",1,2,1,2.0975,"bandit70","bandit30",2,0.43112,0,0,0.75,0.64167,0.75,0.64167,0.10833,1,1,8
"voc073t",25,"bandits5050","bandit50a","bandit50b",5,1,0,1.1898,"bandit50a","bandit50b",1,0.64311,0,5,0.66667,1.0333,1.0333,0.66667,0.36667,0,1,9
"voc073t",26,"bandits7030","bandit70","bandit30",3,1,0,2.0963,"bandit70","bandit30",1,0.64518,1,13,0.6,0.76667,0.76667,0.6,0.16667,0,1,9
"voc073t",27,"bandits9010","bandit90","bandit10",4,1,0,1.2552,"bandit10","bandit90",2,0.6417,0,4,0.83333,0.81667,0.81667,0.83333,-0.016667,1,-1,9
"voc073t",28,"bandits9010","bandit10","bandit90",6,2,1,1.0275,"bandit90","bandit10",2,0.44613,1,10,0.83333,1.0167,0.83333,1.0167,-0.18333,0,-1,10
"voc073t",29,"bandits5050","bandit50a","bandit50b",4,1,0,1.8168,"bandit50a","bandit50b",1,0.83972,0,4,0.5,0.85,0.85,0.5,0.35,0,1,10
"voc073t",30,"bandits7030","bandit70","bandit30",4,2,1,2.7294,"bandit70","bandit30",1,0.64348,0,0,0.66667,0.9,0.66667,0.9,-0.23333,0,-1,10
"voc073t",31,"bandits7030","bandit70","bandit30",2,2,1,3.4517,"bandit30","bandit70",2,0.29929,0,0,0.57143,0.65238,0.57143,0.65238,-0.080952,0,-1,11
"voc073t",32,"bandits9010","bandit10","bandit90",3,1,0,1.9558,"bandit90","bandit10",2,0.48395,1,13,0.85714,0.72857,0.72857,0.85714,-0.12857,1,-1,11
"voc073t",33,"bandits5050","bandit50b","bandit50a",0,2,1,1.9482,"bandit50a","bandit50b",2,0.80296,1,10,0.4,0.4,0.4,0.4,0,,0,11
"voc073t",34,"bandits9010","bandit10","bandit90",1,2,1,3.208,"bandit90","bandit10",2,1.7692,1,10,0.875,0.5375,0.875,0.5375,0.3375,1,1,12
"voc073t",35,"bandits5050","bandit50a","bandit50b",6,1,0,1.6423,"bandit50a","bandit50b",1,0.88142,1,16,0.5,1.05,1.05,0.5,0.55,0,1,12
"voc073t",36,"bandits7030","bandit70","bandit30",6,1,0,2.7897,"bandit30","bandit70",2,0.49591,0,6,0.57143,1.0107,1.0107,0.57143,0.43929,0,1,12
"voc073t",37,"bandits7030","bandit70","bandit30",0,2,1,1.7625,"bandit70","bandit30",1,0.4195,1,10,0.57143,0.38571,0.57143,0.38571,0.18571,1,1,13
"voc073t",38,"bandits5050","bandit50a","bandit50b",1,1,0,2.5554,"bandit50b","bandit50a",2,0.42673,0,1,0.57143,0.58571,0.58571,0.57143,0.014286,0,1,13
"voc073t",39,"bandits9010","bandit90","bandit10",0,2,1,2.9979,"bandit90","bandit10",1,1.0383,1,10,0.88889,0.44444,0.88889,0.44444,0.44444,1,1,13
"voc073t",40,"bandits5050","bandit50b","bandit50a",3,2,1,2.4672,"bandit50a","bandit50b",2,1.1328,0,0,0.57143,0.75238,0.57143,0.75238,-0.18095,0,-1,14
"voc073t",41,"bandits9010","bandit90","bandit10",5,1,0,1.2015,"bandit10","bandit90",2,0.34631,0,5,0.9,0.95,0.95,0.9,0.05,0,1,14
"voc073t",42,"bandits7030","bandit70","bandit30",5,2,1,2.6627,"bandit30","bandit70",2,1.2855,0,0,0.625,0.9125,0.625,0.9125,-0.2875,0,-1,14
"voc073t",43,"bandits9010","bandit10","bandit90",1,2,1,2.4188,"bandit10","bandit90",1,0.31113,0,0,0.9,0.55,0.9,0.55,0.35,1,1,15
