"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc071t",1,"bandits5050","bandit50a","bandit50b",0,2,1,1.4615,"bandit50a","bandit50b",1,0.92093,0,0,0,0,0,0,0,0,1,
"voc071t",2,"bandits7030","bandit30","bandit70",5,2,1,1.9876,"bandit70","bandit30",2,0.00044278,1,10,0,0.5,0,0.5,-0.5,-1,1,0
"voc071t",3,"bandits9010","bandit90","bandit10",2,2,1,1.4194,"bandit90","bandit10",1,0.77719,1,10,0,0.2,0,0.2,-0.2,-1,1,0
"voc071t",4,"bandits5050","bandit50b","bandit50a",6,2,1,1.4754,"bandit50b","bandit50a",1,0.70232,0,0,0,0.6,0,0.6,-0.6,-1,2,0
"voc071t",5,"bandits7030","bandit70","bandit30",4,2,1,1.0039,"bandit70","bandit30",1,0.87374,1,10,1,0.9,1,0.9,0.1,1,2,1
"voc071t",6,"bandits9010","bandit90","bandit10",4,2,1,0.93674,"bandit90","bandit10",1,0.36172,1,10,1,0.9,1,0.9,0.1,1,2,1
"voc071t",7,"bandits7030","bandit30","bandit70",0,2,1,1.0834,"bandit70","bandit30",2,1.176,1,10,1,0.5,1,0.5,0.5,1,3,1
"voc071t",8,"bandits5050","bandit50b","bandit50a",2,2,1,0.96109,"bandit50b","bandit50a",1,0.73748,0,0,0,0.2,0,0.2,-0.2,-1,3,0
"voc071t",9,"bandits9010","bandit10","bandit90",3,2,1,0.68547,"bandit10","bandit90",1,1.7608,0,0,1,0.8,1,0.8,0.2,1,3,1
"voc071t",10,"bandits5050","bandit50a","bandit50b",5,2,1,1.0277,"bandit50a","bandit50b",1,1.0499,1,10,0,0.5,0,0.5,-0.5,-1,4,0
"voc071t",11,"bandits9010","bandit10","bandit90",0,2,1,1.5364,"bandit90","bandit10",2,0.46486,1,10,1,0.5,1,0.5,0.5,1,4,1
"voc071t",12,"bandits7030","bandit70","bandit30",6,2,1,1.1043,"bandit30","bandit70",2,1.0496,0,0,1,1.1,1,1.1,-0.1,-1,4,0
"voc071t",13,"bandits5050","bandit50b","bandit50a",3,2,1,1.0402,"bandit50a","bandit50b",2,1.1577,1,10,0.5,0.55,0.5,0.55,-0.05,-1,5,0
"voc071t",14,"bandits7030","bandit30","bandit70",1,2,1,2.1376,"bandit30","bandit70",1,2.2564,0,0,1,0.6,1,0.6,0.4,1,5,1
"voc071t",15,"bandits9010","bandit90","bandit10",6,2,1,0.78279,"bandit90","bandit10",1,0.64545,1,10,1,1.1,1,1.1,-0.1,-1,5,0
"voc071t",16,"bandits7030","bandit70","bandit30",3,2,1,3.8141,"bandit70","bandit30",1,0.60898,1,10,1,0.8,1,0.8,0.2,1,6,1
