"subID","trial","bandit","response","trueProb","RT"
"voc094t",1,"bandit50a",4,5,24.3005
"voc094t",2,"bandit50b",4,5,4.2941
"voc094t",3,"bandit70",6,7,10.0058
"voc094t",4,"bandit90",8,9,11.6366
"voc094t",5,"bandit30",2,3,12.0723
"voc094t",6,"bandit10",1,1,3.5554
