"subID","trial","bandit","response","trueProb","RT"
"voc063a",1,"bandit30",5,3,16.8213
"voc063a",2,"bandit50a",3,5,19.5501
"voc063a",3,"bandit50b",6,5,21.969
"voc063a",4,"bandit90",8,9,4.0572
"voc063a",5,"bandit10",2,1,2.7703
"voc063a",6,"bandit70",7,7,2.431
