"subID","trial","bandit","response","trueProb","RT"
"voc074c",1,"bandit90",9,9,3.5469
"voc074c",2,"bandit70",7,7,3.4643
"voc074c",3,"bandit50a",3,5,11.8019
"voc074c",4,"bandit30",3,3,2.5193
"voc074c",5,"bandit10",2,1,4.3837
"voc074c",6,"bandit50b",7,5,6.0029
