"subID","trial","bandit","response","trueProb","RT"
"voc057a",1,"bandit10",4,1,2.8153
"voc057a",2,"bandit30",5,3,2.0824
"voc057a",3,"bandit50a",7,5,2.5872
"voc057a",4,"bandit70",6,7,1.368
"voc057a",5,"bandit90",5,9,1.1666
"voc057a",6,"bandit50b",7,5,2.8045
