"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc084c",1,"bandits7030","bandit70","bandit30",6,1,0,2.9786,"bandit30","bandit70",2,3.5752,0,6,0,0.6,0.6,0,0.6,0,1,1
"voc084c",2,"bandits9010","bandit90","bandit10",3,1,0,3.9265,"bandit10","bandit90",2,4.3431,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc084c",3,"bandits5050","bandit50a","bandit50b",5,1,0,1.4281,"bandit50b","bandit50a",2,4.5237,1,15,0,0.5,0.5,0,0.5,0,1,1
"voc084c",4,"bandits5050","bandit50b","bandit50a",2,2,1,7.6731,"bandit50b","bandit50a",1,1.5125,0,0,1,0.7,1,0.7,0.3,1,1,2
"voc084c",5,"bandits9010","bandit10","bandit90",1,2,1,2.3796,"bandit90","bandit10",2,1.4666,1,10,0,0.1,0,0.1,-0.1,0,-1,2
"voc084c",6,"bandits7030","bandit30","bandit70",1,1,0,2.1208,"bandit70","bandit30",2,3.708,1,11,0,0.1,0.1,0,0.1,0,1,2
"voc084c",7,"bandits9010","bandit10","bandit90",0,2,1,9.1402,"bandit10","bandit90",1,11.0461,1,10,1,0.5,1,0.5,0.5,1,1,3
"voc084c",8,"bandits5050","bandit50a","bandit50b",3,1,0,2.8154,"bandit50a","bandit50b",1,0.4216,1,13,0.5,0.55,0.55,0.5,0.05,0,1,3
"voc084c",9,"bandits7030","bandit30","bandit70",5,1,0,2.8275,"bandit70","bandit30",2,2.2984,1,15,1,1,1,1,0,,0,3
"voc084c",10,"bandits5050","bandit50b","bandit50a",0,2,1,2.0754,"bandit50b","bandit50a",1,2.4692,0,0,1,0.75,1,0.75,0.25,1,1,4
"voc084c",11,"bandits7030","bandit70","bandit30",4,1,0,1.7472,"bandit30","bandit70",2,1.2861,0,4,1,0.9,0.9,1,-0.1,1,-1,4
"voc084c",12,"bandits9010","bandit90","bandit10",4,2,1,2.6638,"bandit10","bandit90",2,1.9456,0,0,1,1.15,1,1.15,-0.15,0,-1,4
"voc084c",13,"bandits7030","bandit70","bandit30",2,1,0,1.3397,"bandit30","bandit70",2,1.543,0,2,1,0.7,0.7,1,-0.3,1,-1,5
"voc084c",14,"bandits5050","bandit50a","bandit50b",1,2,1,0.99861,"bandit50a","bandit50b",1,0.7644,0,0,1,0.76667,1,0.76667,0.23333,1,1,5
"voc084c",15,"bandits9010","bandit10","bandit90",5,1,0,1.1516,"bandit90","bandit10",2,2.1608,1,15,1,1.1667,1.1667,1,0.16667,0,1,5
"voc084c",16,"bandits7030","bandit30","bandit70",3,2,1,2.312,"bandit70","bandit30",2,1.7291,1,10,1,0.8,1,0.8,0.2,1,1,6
"voc084c",17,"bandits5050","bandit50b","bandit50a",6,1,0,1.3326,"bandit50b","bandit50a",1,1.5035,1,16,0.5,1.0167,1.0167,0.5,0.51667,0,1,6
"voc084c",18,"bandits9010","bandit90","bandit10",2,2,1,1.5218,"bandit90","bandit10",1,0.88933,1,10,1,0.86667,1,0.86667,0.13333,1,1,6
"voc084c",19,"bandits9010","bandit90","bandit10",6,1,0,1.3842,"bandit90","bandit10",1,2.1844,1,16,1,1.2667,1.2667,1,0.26667,0,1,7
"voc084c",20,"bandits5050","bandit50b","bandit50a",4,1,0,1.79,"bandit50a","bandit50b",2,2.0399,1,14,0.5,0.9,0.9,0.5,0.4,0,1,7
"voc084c",21,"bandits7030","bandit30","bandit70",0,2,1,2.691,"bandit70","bandit30",2,1.5962,0,0,1,0.5,1,0.5,0.5,1,1,7
"voc084c",22,"bandits9010","bandit10","bandit90",2,2,1,1.5657,"bandit90","bandit10",2,0.68342,1,10,1,0.86667,1,0.86667,0.13333,1,1,8
"voc084c",23,"bandits7030","bandit30","bandit70",3,2,1,1.6657,"bandit70","bandit30",2,1.0063,1,10,0.75,0.675,0.75,0.675,0.075,1,1,8
"voc084c",24,"bandits5050","bandit50a","bandit50b",0,2,1,2.3106,"bandit50a","bandit50b",1,3.4003,0,0,0.66667,0.58333,0.66667,0.58333,0.083333,1,1,8
"voc084c",25,"bandits5050","bandit50b","bandit50a",5,1,0,1.5114,"bandit50b","bandit50a",1,1.7549,0,5,0.5,1,1,0.5,0.5,0,1,9
