"subID","trial","bandit","response","trueProb","RT"
"voc073t",1,"bandit10",3,1,5.3158
"voc073t",2,"bandit90",9,9,2.9959
"voc073t",3,"bandit70",6,7,3.8102
"voc073t",4,"bandit50b",7,5,3.3903
"voc073t",5,"bandit50a",4,5,2.4095
"voc073t",6,"bandit30",4,3,2.7055
