"subID","trial","bandit","response","trueProb","RT"
"voc092c",1,"bandit70",2,7,11.3095
"voc092c",2,"bandit90",8,9,1.6648
"voc092c",3,"bandit50a",2,5,1.7608
"voc092c",4,"bandit30",2,3,5.9769
"voc092c",5,"bandit10",6,1,2.2914
"voc092c",6,"bandit50b",3,5,4.0443
