"subID","trial","bandit","response","trueProb","RT"
"voc017a",1,"bandit10",1,1,5.334
"voc017a",2,"bandit90",9,9,2.0241
"voc017a",3,"bandit70",8,7,2.7666
"voc017a",4,"bandit50b",6,5,2.7189
"voc017a",5,"bandit30",4,3,2.9684
"voc017a",6,"bandit50a",5,5,1.193
