"subID","trial","bandit","response","trueProb","RT"
"voc118c",1,"bandit50a",9,5,6.8638
"voc118c",2,"bandit90",5,9,2.033
"voc118c",3,"bandit30",5,3,1.2132
"voc118c",4,"bandit50b",3,5,2.1819
"voc118c",5,"bandit10",4,1,2.6202
"voc118c",6,"bandit70",7,7,2.4998
