"subID","trial","bandit","response","trueProb","RT"
"voc078c",1,"bandit30",6,3,8.5328
"voc078c",2,"bandit10",4,1,3.4561
"voc078c",3,"bandit90",9,9,2.65
"voc078c",4,"bandit50a",8,5,3.5394
"voc078c",5,"bandit50b",5,5,2.9614
"voc078c",6,"bandit70",9,7,3.0391
