"subID","trial","bandit","response","trueProb","RT"
"voc068t",1,"bandit10",2,1,6.1079
"voc068t",2,"bandit50b",4,5,3.1528
"voc068t",3,"bandit30",5,3,1.8393
"voc068t",4,"bandit50a",6,5,1.7705
"voc068t",5,"bandit70",7,7,1.0962
"voc068t",6,"bandit90",9,9,2.2569
