"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc043a",1,"bandit90","bandit10","bandit90",1,1.6301,1
"voc043a",2,"bandit30","bandit90","bandit90",2,1.1408,1
"voc043a",3,"bandit50b","bandit10","bandit50b",1,1.7926,1
"voc043a",4,"bandit70","bandit30","bandit70",1,1.2407,1
"voc043a",5,"bandit70","bandit90","bandit90",2,0.76825,1
"voc043a",6,"bandit50a","bandit50b","bandit50b",2,1.6672,0
"voc043a",7,"bandit50b","bandit30","bandit30",2,2.4318,-1
"voc043a",8,"bandit30","bandit10","bandit30",1,1.4151,1
"voc043a",9,"bandit50a","bandit10","bandit50a",1,1.5574,1
"voc043a",10,"bandit50b","bandit70","bandit70",2,1.3043,1
"voc043a",11,"bandit50a","bandit70","bandit70",2,1.3419,1
"voc043a",12,"bandit50a","bandit90","bandit90",2,0.8402,1
"voc043a",13,"bandit50a","bandit30","bandit50a",1,2.4161,1
"voc043a",14,"bandit70","bandit10","bandit70",1,1.0628,1
"voc043a",15,"bandit50b","bandit90","bandit90",2,0.6454,1
"voc043a",16,"bandit90","bandit50b","bandit90",1,0.63658,1
"voc043a",17,"bandit90","bandit50a","bandit90",1,1.0681,1
"voc043a",18,"bandit10","bandit30","bandit30",2,0.97783,1
"voc043a",19,"bandit30","bandit50a","bandit50a",2,2.6761,1
"voc043a",20,"bandit90","bandit30","bandit90",1,0.78511,1
"voc043a",21,"bandit70","bandit50a","bandit70",1,2.6754,1
"voc043a",22,"bandit10","bandit50a","bandit50a",2,1.2003,1
"voc043a",23,"bandit10","bandit70","bandit70",2,2.7039,1
"voc043a",24,"bandit90","bandit70","bandit90",1,0.54033,1
"voc043a",25,"bandit50b","bandit50a","bandit50a",2,2.7988,0
"voc043a",26,"bandit10","bandit90","bandit90",2,0.84731,1
"voc043a",27,"bandit70","bandit50b","bandit70",1,1.7259,1
"voc043a",28,"bandit10","bandit50b","bandit50b",2,1.8412,1
"voc043a",29,"bandit30","bandit70","bandit70",2,0.65651,1
"voc043a",30,"bandit30","bandit50b","bandit30",1,0.64709,-1
"voc043a",31,"bandit50b","bandit70","bandit70",2,1.4699,1
"voc043a",32,"bandit50a","bandit90","bandit90",2,0.76406,1
"voc043a",33,"bandit50b","bandit90","bandit90",2,0.99013,1
"voc043a",34,"bandit50b","bandit10","bandit50b",1,1.2799,1
"voc043a",35,"bandit90","bandit10","bandit90",1,0.61187,1
"voc043a",36,"bandit30","bandit10","bandit30",1,1.9171,1
"voc043a",37,"bandit30","bandit90","bandit90",2,1.0401,1
"voc043a",38,"bandit70","bandit10","bandit70",1,1.0004,1
"voc043a",39,"bandit50a","bandit10","bandit50a",1,3.0095,1
"voc043a",40,"bandit50a","bandit30","bandit30",2,1.4235,-1
"voc043a",41,"bandit50a","bandit70","bandit70",2,0.66365,1
"voc043a",42,"bandit50b","bandit30","bandit30",2,1.2694,-1
"voc043a",43,"bandit70","bandit90","bandit90",2,0.82731,1
"voc043a",44,"bandit70","bandit30","bandit70",1,1.1729,1
"voc043a",45,"bandit50a","bandit50b","bandit50a",1,1.558,0
"voc043a",46,"bandit30","bandit50b","bandit50b",2,3.2734,1
"voc043a",47,"bandit10","bandit30","bandit30",2,1.1806,1
"voc043a",48,"bandit70","bandit50b","bandit50b",2,1.0304,-1
"voc043a",49,"bandit10","bandit50b","bandit50b",2,0.82931,1
"voc043a",50,"bandit90","bandit30","bandit90",1,0.806,1
"voc043a",51,"bandit90","bandit50a","bandit90",1,1.6305,1
"voc043a",52,"bandit30","bandit50a","bandit50a",2,2.2454,1
"voc043a",53,"bandit50b","bandit50a","bandit50b",1,0.90839,0
"voc043a",54,"bandit30","bandit70","bandit30",1,2.1614,-1
"voc043a",55,"bandit90","bandit70","bandit90",1,0.81085,1
"voc043a",56,"bandit10","bandit50a","bandit50a",2,0.95615,1
"voc043a",57,"bandit10","bandit70","bandit70",2,1.0856,1
"voc043a",58,"bandit90","bandit50b","bandit90",1,0.9326,1
"voc043a",59,"bandit70","bandit50a","bandit70",1,1.9273,1
"voc043a",60,"bandit10","bandit90","bandit90",2,0.95501,1
"voc043a",61,"bandit70","bandit30","bandit70",1,0.98977,1
"voc043a",62,"bandit50a","bandit50b","bandit50a",1,1.4698,0
"voc043a",63,"bandit90","bandit10","bandit90",1,0.59687,1
"voc043a",64,"bandit70","bandit90","bandit90",2,1.3741,1
"voc043a",65,"bandit50a","bandit70","bandit70",2,1.4626,1
"voc043a",66,"bandit50b","bandit70","bandit70",2,1.1336,1
"voc043a",67,"bandit30","bandit10","bandit30",1,1.1206,1
"voc043a",68,"bandit50b","bandit30","bandit30",2,1.58,-1
"voc043a",69,"bandit50a","bandit10","bandit50a",1,2.7009,1
"voc043a",70,"bandit50b","bandit10","bandit50b",1,0.72903,1
"voc043a",71,"bandit70","bandit10","bandit70",1,0.90134,1
"voc043a",72,"bandit50b","bandit90","bandit90",2,0.6816,1
"voc043a",73,"bandit50a","bandit30","bandit50a",1,3.223,1
"voc043a",74,"bandit30","bandit90","bandit90",2,0.6857,1
"voc043a",75,"bandit50a","bandit90","bandit90",2,0.83549,1
"voc043a",76,"bandit10","bandit50b","bandit50b",2,1.987,1
"voc043a",77,"bandit30","bandit50b","bandit50b",2,3.532,1
"voc043a",78,"bandit50b","bandit50a","bandit50a",2,1.0135,0
"voc043a",79,"bandit90","bandit30","bandit90",1,0.62985,1
"voc043a",80,"bandit70","bandit50a","bandit70",1,2.6618,1
"voc043a",81,"bandit70","bandit50b","bandit70",1,1.1633,1
"voc043a",82,"bandit30","bandit70","bandit70",2,0.74063,1
"voc043a",83,"bandit30","bandit50a","bandit50a",2,1.424,1
"voc043a",84,"bandit10","bandit50a","bandit50a",2,0.82446,1
"voc043a",85,"bandit90","bandit50b","bandit90",1,0.60749,1
"voc043a",86,"bandit90","bandit70","bandit90",1,1.089,1
"voc043a",87,"bandit10","bandit70","bandit70",2,1.2708,1
"voc043a",88,"bandit10","bandit30","bandit10",1,1.2995,-1
"voc043a",89,"bandit10","bandit90","bandit90",2,0.68855,1
"voc043a",90,"bandit90","bandit50a","bandit90",1,0.5829,1
