"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc039a",1,"bandits5050","bandit50a","bandit50b",0,1,0,4.1491,"bandit50a","bandit50b",1,1.6596,0,0,0,0,0,0,0,0,1,
"voc039a",2,"bandits7030","bandit70","bandit30",4,1,0,5.2385,"bandit30","bandit70",2,1.2672,1,14,0,0.4,0.4,0,0.4,1,1,0
"voc039a",3,"bandits9010","bandit90","bandit10",2,1,0,3.727,"bandit10","bandit90",2,1.4399,0,2,0,0.2,0.2,0,0.2,1,1,0
"voc039a",4,"bandits7030","bandit70","bandit30",6,2,1,2.6598,"bandit30","bandit70",2,1.1509,0,0,1,1.1,1,1.1,-0.1,-1,2,0
"voc039a",5,"bandits9010","bandit90","bandit10",6,1,0,3.122,"bandit10","bandit90",2,0.97199,0,6,0,0.6,0.6,0,0.6,1,2,0
"voc039a",6,"bandits5050","bandit50a","bandit50b",5,2,1,3.5632,"bandit50a","bandit50b",1,1.5932,1,10,0,0.5,0,0.5,-0.5,-1,2,0
"voc039a",7,"bandits5050","bandit50a","bandit50b",4,2,1,3.2738,"bandit50a","bandit50b",1,0.74058,0,0,0.5,0.65,0.5,0.65,-0.15,-1,3,0
"voc039a",8,"bandits9010","bandit90","bandit10",0,2,1,2.7119,"bandit90","bandit10",1,1.5125,1,10,0,0,0,0,0,0,3,
"voc039a",9,"bandits7030","bandit70","bandit30",3,1,0,3.077,"bandit70","bandit30",1,4.8318,0,3,0.5,0.55,0.55,0.5,0.05,1,3,0
"voc039a",10,"bandits9010","bandit10","bandit90",1,2,1,3.123,"bandit90","bandit10",2,1.7787,1,10,1,0.6,1,0.6,0.4,1,4,1
"voc039a",11,"bandits7030","bandit70","bandit30",1,2,1,1.9888,"bandit70","bandit30",1,3.6508,1,10,0.5,0.35,0.5,0.35,0.15,1,4,1
"voc039a",12,"bandits5050","bandit50a","bandit50b",6,2,1,4.9833,"bandit50a","bandit50b",1,1.5237,1,10,0.33333,0.76667,0.33333,0.76667,-0.43333,-1,4,0
"voc039a",13,"bandits5050","bandit50a","bandit50b",1,2,1,2.1684,"bandit50a","bandit50b",1,2.5985,0,0,0.5,0.35,0.5,0.35,0.15,1,5,1
"voc039a",14,"bandits9010","bandit90","bandit10",5,1,0,2.1035,"bandit90","bandit10",1,0.97948,1,15,1,1,1,1,0,0,5,
"voc039a",15,"bandits7030","bandit30","bandit70",0,2,1,2.1607,"bandit70","bandit30",2,1.3524,1,10,0.5,0.5,0.5,0.5,0,0,5,
"voc039a",16,"bandits7030","bandit70","bandit30",5,1,0,6.0674,"bandit30","bandit70",2,2.3985,0,5,0.66667,1.0833,1.0833,0.66667,0.41667,1,6,0
"voc039a",17,"bandits5050","bandit50a","bandit50b",3,2,1,1.5702,"bandit50b","bandit50a",2,1.2017,1,10,0.4,0.5,0.4,0.5,-0.1,-1,6,0
"voc039a",18,"bandits9010","bandit90","bandit10",4,2,1,1.9864,"bandit90","bandit10",1,0.92134,1,10,1,0.9,1,0.9,0.1,1,6,1
"voc039a",19,"bandits9010","bandit10","bandit90",3,2,1,1.5982,"bandit90","bandit10",2,0.77156,1,10,1,0.8,1,0.8,0.2,1,7,1
"voc039a",20,"bandits7030","bandit70","bandit30",2,2,1,1.2692,"bandit70","bandit30",1,0.78502,1,10,0.66667,0.7,0.66667,0.7,-0.033333,-1,7,0
"voc039a",21,"bandits5050","bandit50b","bandit50a",2,2,1,1.2032,"bandit50b","bandit50a",1,0.65773,0,0,1,0.9,1,0.9,0.1,1,7,1
"voc039a",22,"bandits5050","bandit50b","bandit50a",2,2,1,1.6489,"bandit50a","bandit50b",2,1.4121,1,10,0.5,0.65,0.5,0.65,-0.15,-1,8,0
"voc039a",23,"bandits7030","bandit70","bandit30",5,2,1,1.9408,"bandit70","bandit30",1,1.6614,1,10,0.75,1.0417,0.75,1.0417,-0.29167,-1,8,0
"voc039a",24,"bandits9010","bandit10","bandit90",2,2,1,1.4434,"bandit90","bandit10",2,0.38459,1,10,1,0.7,1,0.7,0.3,1,8,1
"voc039a",25,"bandits5050","bandit50b","bandit50a",1,2,1,1.3151,"bandit50b","bandit50a",1,2.5081,1,10,0.5,0.6,0.5,0.6,-0.1,-1,9,0
"voc039a",26,"bandits9010","bandit90","bandit10",3,2,1,1.2566,"bandit90","bandit10",1,0.53167,1,10,1,0.8,1,0.8,0.2,1,9,1
"voc039a",27,"bandits7030","bandit70","bandit30",6,1,0,2.2006,"bandit70","bandit30",1,0.5356,0,6,0.8,1.1667,1.1667,0.8,0.36667,1,9,0
"voc039a",28,"bandits9010","bandit10","bandit90",5,1,0,1.5129,"bandit90","bandit10",2,0.63526,1,15,1,1,1,1,0,0,10,
"voc039a",29,"bandits5050","bandit50b","bandit50a",0,2,1,0.97657,"bandit50b","bandit50a",1,3.0726,0,0,0.66667,0.58333,0.66667,0.58333,0.083333,1,10,1
"voc039a",30,"bandits7030","bandit30","bandit70",4,2,1,3.9003,"bandit70","bandit30",2,0.69342,1,10,0.66667,0.9,0.66667,0.9,-0.23333,-1,10,0
"voc039a",31,"bandits9010","bandit90","bandit10",6,2,1,1.9321,"bandit90","bandit10",1,0.70731,0,0,1,1.1,1,1.1,-0.1,-1,11,0
