"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc051a",1,"bandits7030","bandit30","bandit70",1,2,1,1.6351,"bandit30","bandit70",1,1.9674,0,0,0,0.1,0,0.1,-0.1,0,-1,1
"voc051a",2,"bandits9010","bandit90","bandit10",6,1,0,1.2634,"bandit10","bandit90",2,1.8135,0,6,0,0.6,0.6,0,0.6,0,1,1
"voc051a",3,"bandits5050","bandit50a","bandit50b",6,1,0,1.2244,"bandit50a","bandit50b",1,4.0236,0,6,0,0.6,0.6,0,0.6,0,1,1
"voc051a",4,"bandits9010","bandit90","bandit10",4,2,1,1.0347,"bandit10","bandit90",2,1.0313,1,10,0,0.4,0,0.4,-0.4,0,-1,2
"voc051a",5,"bandits5050","bandit50b","bandit50a",1,2,1,0.78235,"bandit50b","bandit50a",1,1.1341,1,10,0,0.1,0,0.1,-0.1,0,-1,2
"voc051a",6,"bandits7030","bandit30","bandit70",2,2,1,0.6728,"bandit70","bandit30",2,1.2521,0,0,0,0.2,0,0.2,-0.2,0,-1,2
"voc051a",7,"bandits7030","bandit70","bandit30",3,2,1,0.41979,"bandit30","bandit70",2,1.1058,0,0,0,0.3,0,0.3,-0.3,0,-1,3
"voc051a",8,"bandits9010","bandit10","bandit90",1,1,0,0.76689,"bandit10","bandit90",1,1.5451,0,1,0.5,0.35,0.35,0.5,-0.15,1,-1,3
"voc051a",9,"bandits5050","bandit50b","bandit50a",2,2,1,0.5044,"bandit50b","bandit50a",1,0.86687,0,0,1,0.7,1,0.7,0.3,1,1,3
"voc051a",10,"bandits5050","bandit50b","bandit50a",5,2,1,0.32929,"bandit50a","bandit50b",2,0.49885,1,10,0.5,0.75,0.5,0.75,-0.25,0,-1,4
"voc051a",11,"bandits9010","bandit10","bandit90",2,2,1,0.60807,"bandit10","bandit90",1,0.86212,0,0,0.33333,0.36667,0.33333,0.36667,-0.033333,0,-1,4
"voc051a",12,"bandits7030","bandit30","bandit70",0,2,1,0.3896,"bandit30","bandit70",1,1.4137,1,10,0,0,0,0,0,,0,4
"voc051a",13,"bandits7030","bandit30","bandit70",6,2,1,0.58886,"bandit70","bandit30",2,0.97989,1,10,0.33333,0.76667,0.33333,0.76667,-0.43333,0,-1,5
"voc051a",14,"bandits9010","bandit10","bandit90",5,2,1,0.82218,"bandit10","bandit90",1,0.71603,0,0,0.25,0.625,0.25,0.625,-0.375,0,-1,5
"voc051a",15,"bandits5050","bandit50a","bandit50b",3,2,1,0.44723,"bandit50b","bandit50a",2,0.00018244,0,0,0.5,0.8,0.5,0.8,-0.3,0,-1,5
"voc051a",16,"bandits7030","bandit70","bandit30",5,2,1,0.75883,"bandit30","bandit70",2,0.00018214,0,0,0.5,0.91667,0.5,0.91667,-0.41667,0,-1,6
"voc051a",17,"bandits9010","bandit10","bandit90",3,2,1,1.8569,"bandit90","bandit10",2,0.94152,1,10,0.2,0.4,0.2,0.4,-0.2,0,-1,6
"voc051a",18,"bandits5050","bandit50b","bandit50a",4,2,1,0.74454,"bandit50b","bandit50a",1,1.1214,1,10,0.5,0.81667,0.5,0.81667,-0.31667,0,-1,6
"voc051a",19,"bandits9010","bandit10","bandit90",0,2,1,0.41324,"bandit10","bandit90",1,0.94065,0,0,1,0.6,1,0.6,0.4,1,1,7
"voc051a",20,"bandits5050","bandit50a","bandit50b",0,1,0,0.63911,"bandit50b","bandit50a",2,1.1838,0,0,0.5,0.5,0.5,0.5,0,,0,7
"voc051a",21,"bandits7030","bandit30","bandit70",4,1,0,0.82869,"bandit70","bandit30",2,3.5801,1,14,0.5,0.775,0.775,0.5,0.275,0,1,7
"voc051a",22,"bandits7030","bandit70","bandit30",3,1,0,0.82467,"bandit70","bandit30",1,0.76881,0,3,0.66667,0.75833,0.75833,0.66667,0.091667,0,1,8
"voc051a",23,"bandits5050","bandit50b","bandit50a",2,1,0,0.64819,"bandit50a","bandit50b",2,1.6873,0,2,0.5,0.65,0.65,0.5,0.15,0,1,8
"voc051a",24,"bandits9010","bandit90","bandit10",4,2,1,2.1606,"bandit10","bandit90",2,0.87943,0,0,1,0.98333,1,0.98333,0.016667,1,1,8
"voc051a",25,"bandits5050","bandit50b","bandit50a",4,2,1,0.47041,"bandit50b","bandit50a",1,0.78588,0,0,0.4,0.76667,0.4,0.76667,-0.36667,0,-1,9
