"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc113c",1,"bandits9010","bandit10","bandit90",3,1,0,6.533,"bandit90","bandit10",2,4.6937,1,13,0,0.3,0.3,0,0.3,0,1,1
"voc113c",2,"bandits7030","bandit70","bandit30",5,2,1,6.0805,"bandit70","bandit30",1,5.6065,1,10,0,0.5,0,0.5,-0.5,0,-1,1
"voc113c",3,"bandits5050","bandit50a","bandit50b",3,1,0,3.4239,"bandit50b","bandit50a",2,1.4898,1,13,0,0.3,0.3,0,0.3,0,1,1
"voc113c",4,"bandits7030","bandit30","bandit70",3,2,1,2.3831,"bandit30","bandit70",1,4.6481,0,0,1,0.8,1,0.8,0.2,1,1,2
"voc113c",5,"bandits5050","bandit50b","bandit50a",0,1,0,2.7952,"bandit50b","bandit50a",1,1.9746,0,0,1,0.5,0.5,1,-0.5,1,-1,2
"voc113c",6,"bandits9010","bandit10","bandit90",5,2,1,2.3279,"bandit90","bandit10",2,1.4749,1,10,1,1,1,1,0,,0,2
"voc113c",7,"bandits7030","bandit70","bandit30",4,1,0,1.2117,"bandit30","bandit70",2,1.5501,1,14,1,0.9,0.9,1,-0.1,1,-1,3
"voc113c",8,"bandits5050","bandit50a","bandit50b",1,2,1,1.5452,"bandit50a","bandit50b",1,2.2348,1,10,0.5,0.35,0.5,0.35,0.15,1,1,3
"voc113c",9,"bandits9010","bandit10","bandit90",0,1,0,1.8616,"bandit90","bandit10",2,0.52561,1,10,1,0.5,0.5,1,-0.5,1,-1,3
"voc113c",10,"bandits9010","bandit10","bandit90",1,2,1,1.4648,"bandit90","bandit10",2,1.5421,1,10,1,0.6,1,0.6,0.4,1,1,4
"voc113c",11,"bandits5050","bandit50a","bandit50b",5,2,1,5.005,"bandit50a","bandit50b",1,1.5823,0,0,1,1.25,1,1.25,-0.25,0,-1,4
"voc113c",12,"bandits7030","bandit70","bandit30",1,1,0,0.92305,"bandit70","bandit30",1,0.84232,1,11,1,0.85,0.85,1,-0.15,1,-1,4
"voc113c",13,"bandits7030","bandit70","bandit30",0,1,0,3.904,"bandit30","bandit70",2,0.93598,1,10,1,0.75,0.75,1,-0.25,1,-1,5
"voc113c",14,"bandits5050","bandit50b","bandit50a",4,2,1,2.7789,"bandit50b","bandit50a",1,1.4756,1,10,0.5,0.9,0.5,0.9,-0.4,0,-1,5
"voc113c",15,"bandits9010","bandit90","bandit10",2,1,0,1.7971,"bandit10","bandit90",2,1.1359,0,2,1,0.7,0.7,1,-0.3,1,-1,5
