"subID","trial","bandit","response","trueProb","RT"
"voc039a",1,"bandit90",9,9,2.3465
"voc039a",2,"bandit10",3,1,3.9597
"voc039a",3,"bandit50a",7,5,1.9012
"voc039a",4,"bandit30",6,3,4.6937
"voc039a",5,"bandit50b",8,5,4.7088
"voc039a",6,"bandit70",2,7,2.7543
