"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc119t",1,"bandit50a","bandit50b","bandit50b",2,3.0565,0
"voc119t",2,"bandit30","bandit10","bandit30",1,5.6626,1
"voc119t",3,"bandit70","bandit10","bandit70",1,7.5361,1
"voc119t",4,"bandit50b","bandit30","bandit50b",1,13.9998,1
"voc119t",5,"bandit50b","bandit10","bandit50b",1,1.078,1
"voc119t",6,"bandit70","bandit30","bandit70",1,6.6852,1
"voc119t",7,"bandit50a","bandit70","bandit50a",1,1.1184,-1
"voc119t",8,"bandit50a","bandit10","bandit50a",1,1.132,1
"voc119t",9,"bandit50a","bandit30","bandit30",2,1.0893,-1
"voc119t",10,"bandit50a","bandit90","bandit90",2,0.92888,1
"voc119t",11,"bandit90","bandit10","bandit90",1,0.90286,1
"voc119t",12,"bandit70","bandit90","bandit90",2,1.445,1
"voc119t",13,"bandit50b","bandit70","bandit70",2,1.9423,1
"voc119t",14,"bandit30","bandit90","bandit30",1,0.42019,-1
"voc119t",15,"bandit50b","bandit90","bandit90",2,1.1819,1
"voc119t",16,"bandit10","bandit70","bandit70",2,4.9528,1
"voc119t",17,"bandit90","bandit50b","bandit90",1,1.2859,1
"voc119t",18,"bandit10","bandit30","bandit10",1,1.5252,-1
"voc119t",19,"bandit30","bandit50b","bandit50b",2,0.97127,1
"voc119t",20,"bandit90","bandit70","bandit90",1,2.167,1
"voc119t",21,"bandit10","bandit50a","bandit50a",2,1.8515,1
"voc119t",22,"bandit30","bandit50a","bandit50a",2,1.3482,1
"voc119t",23,"bandit70","bandit50b","bandit70",1,1.3768,1
"voc119t",24,"bandit10","bandit50b","bandit50b",2,3.7649,1
"voc119t",25,"bandit70","bandit50a","bandit50a",2,7.3847,-1
"voc119t",26,"bandit10","bandit90","bandit90",2,1.3565,1
"voc119t",27,"bandit30","bandit70","bandit70",2,10.8885,1
"voc119t",28,"bandit90","bandit50a","bandit90",1,0.97893,1
"voc119t",29,"bandit90","bandit30","bandit90",1,1.2629,1
"voc119t",30,"bandit50b","bandit50a","bandit50a",2,3.8156,0
"voc119t",31,"bandit50a","bandit10","bandit50a",1,2.4725,1
"voc119t",32,"bandit50a","bandit90","bandit90",2,0.81676,1
"voc119t",33,"bandit50b","bandit90","bandit90",2,2.0983,1
"voc119t",34,"bandit70","bandit10","bandit70",1,6.4416,1
"voc119t",35,"bandit50a","bandit30","bandit50a",1,2.3165,1
"voc119t",36,"bandit50a","bandit70","bandit70",2,4.963,1
"voc119t",37,"bandit70","bandit90","bandit90",2,1.696,1
"voc119t",38,"bandit30","bandit90","bandit30",1,2.4697,-1
"voc119t",39,"bandit90","bandit10","bandit90",1,0.045631,1
"voc119t",40,"bandit50b","bandit10","bandit50b",1,0.00017492,1
"voc119t",41,"bandit30","bandit10","bandit30",1,1.4489,1
"voc119t",42,"bandit50a","bandit50b","bandit50a",1,1.2018,0
"voc119t",43,"bandit50b","bandit30","bandit30",2,1.1481,-1
"voc119t",44,"bandit50b","bandit70","bandit50b",1,2.2252,-1
"voc119t",45,"bandit70","bandit30","bandit30",2,3.5631,-1
"voc119t",46,"bandit90","bandit50b","bandit90",1,1.3439,1
"voc119t",47,"bandit30","bandit50a","bandit50a",2,4.2136,1
"voc119t",48,"bandit30","bandit70","bandit30",1,0.74459,-1
"voc119t",49,"bandit10","bandit90","bandit90",2,0.70932,1
