"subID","trial","bandit","response","trueProb","RT"
"voc043a",1,"bandit70",7,7,4.9996
"voc043a",2,"bandit50a",5,5,2.1706
"voc043a",3,"bandit50b",5,5,2.6242
"voc043a",4,"bandit10",2,1,3.099
"voc043a",5,"bandit90",9,9,1.8275
"voc043a",6,"bandit30",3,3,5.7997
