"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc036a",1,"bandits5050","bandit50a","bandit50b",0,2,1,1.9775,"bandit50b","bandit50a",2,1.5676,0,0,0,0,0,0,0,0,1,
"voc036a",2,"bandits9010","bandit10","bandit90",0,1,0,4.8482,"bandit90","bandit10",2,1.0205,1,10,0,0,0,0,0,0,1,
"voc036a",3,"bandits7030","bandit70","bandit30",0,1,0,1.9604,"bandit70","bandit30",1,3.4336,1,10,0,0,0,0,0,0,1,
"voc036a",4,"bandits9010","bandit90","bandit10",1,1,0,3.2922,"bandit10","bandit90",2,2.0879,0,1,1,0.6,0.6,1,-0.4,-1,2,1
"voc036a",5,"bandits7030","bandit30","bandit70",1,2,1,6.0166,"bandit70","bandit30",2,3.0989,0,0,1,0.6,1,0.6,0.4,1,2,1
"voc036a",6,"bandits5050","bandit50b","bandit50a",6,1,0,2.5576,"bandit50b","bandit50a",1,1.0856,1,16,0,0.6,0.6,0,0.6,1,2,0
"voc036a",7,"bandits7030","bandit30","bandit70",3,1,0,4.0806,"bandit30","bandit70",1,3.0755,0,3,0.5,0.55,0.55,0.5,0.05,1,3,0
"voc036a",8,"bandits9010","bandit90","bandit10",4,2,1,2.013,"bandit90","bandit10",1,1.8259,1,10,1,0.9,1,0.9,0.1,1,3,1
"voc036a",9,"bandits5050","bandit50b","bandit50a",1,2,1,5.0095,"bandit50b","bandit50a",1,1.1337,1,10,0.5,0.35,0.5,0.35,0.15,1,3,1
"voc036a",10,"bandits5050","bandit50b","bandit50a",3,1,0,1.2569,"bandit50a","bandit50b",2,2.295,1,13,0.66667,0.63333,0.63333,0.66667,-0.033333,-1,4,1
"voc036a",11,"bandits7030","bandit70","bandit30",2,1,0,5.5598,"bandit70","bandit30",1,1.656,1,12,0.5,0.45,0.45,0.5,-0.05,-1,4,1
