"subID","trial","bandit","response","trueProb","RT"
"voc096c",1,"bandit50a",2,5,4.8429
"voc096c",2,"bandit30",3,3,1.5158
"voc096c",3,"bandit10",3,1,1.1149
"voc096c",4,"bandit90",9,9,3.3555
"voc096c",5,"bandit50b",3,5,4.2252
"voc096c",6,"bandit70",8,7,2.5474
