"subID","trial","bandit","response","trueProb","RT"
"voc021a",1,"bandit10",1,1,4.3391
"voc021a",2,"bandit90",9,9,3.1983
"voc021a",3,"bandit70",7,7,4.6365
"voc021a",4,"bandit50b",4,5,4.8197
"voc021a",5,"bandit30",3,3,12.1307
"voc021a",6,"bandit50a",4,5,3.007
