"subID","trial","bandit","response","trueProb","RT"
"voc086t",1,"bandit50a",5,5,22.0518
"voc086t",2,"bandit70",7,7,7.2084
"voc086t",3,"bandit10",1,1,3.0262
"voc086t",4,"bandit30",2,3,16.3561
"voc086t",5,"bandit90",9,9,1.9291
"voc086t",6,"bandit50b",4,5,3.4891
