"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc040a",1,"bandits5050","bandit50b","bandit50a",0,2,1,10.4302,"bandit50a","bandit50b",2,2.2216,0,0,0,0,0,0,0,0,1,
"voc040a",2,"bandits7030","bandit30","bandit70",2,1,0,6.1957,"bandit70","bandit30",2,3.5575,1,12,0,0.2,0.2,0,0.2,1,1,0
"voc040a",3,"bandits9010","bandit90","bandit10",0,2,1,4.1248,"bandit90","bandit10",1,2.0037,1,10,0,0,0,0,0,0,1,
"voc040a",4,"bandits5050","bandit50b","bandit50a",1,1,0,5.6998,"bandit50a","bandit50b",2,3.4443,1,11,0,0.1,0.1,0,0.1,1,2,0
"voc040a",5,"bandits7030","bandit70","bandit30",1,2,1,2.5675,"bandit70","bandit30",1,1.6058,1,10,1,0.6,1,0.6,0.4,1,2,1
"voc040a",6,"bandits9010","bandit90","bandit10",4,1,0,2.0217,"bandit90","bandit10",1,1.6868,1,14,1,0.9,0.9,1,-0.1,-1,2,1
"voc040a",7,"bandits7030","bandit30","bandit70",5,2,1,2.8306,"bandit30","bandit70",1,2.611,1,10,1,1,1,1,0,0,3,
"voc040a",8,"bandits9010","bandit90","bandit10",1,2,1,1.8277,"bandit90","bandit10",1,1.7117,1,10,1,0.6,1,0.6,0.4,1,3,1
"voc040a",9,"bandits5050","bandit50b","bandit50a",3,1,0,2.1641,"bandit50b","bandit50a",1,1.5978,1,13,0.5,0.55,0.55,0.5,0.05,1,3,0
"voc040a",10,"bandits9010","bandit90","bandit10",5,1,0,2.1386,"bandit10","bandit90",2,2.6041,0,5,1,1,1,1,0,0,4,
"voc040a",11,"bandits5050","bandit50a","bandit50b",4,2,1,5.4644,"bandit50b","bandit50a",2,3.6815,1,10,1,1.15,1,1.15,-0.15,-1,4,0
"voc040a",12,"bandits7030","bandit70","bandit30",0,2,1,4.4295,"bandit70","bandit30",1,1.1757,0,0,1,1,1,1,0,0,4,
"voc040a",13,"bandits5050","bandit50a","bandit50b",6,1,0,4.4112,"bandit50b","bandit50a",2,1.7605,0,6,1,1.35,1.35,1,0.35,1,5,0
"voc040a",14,"bandits7030","bandit30","bandit70",3,2,1,0.00017897,"bandit30","bandit70",1,3.1268,0,0,1,1.1333,1,1.1333,-0.13333,-1,5,0
"voc040a",15,"bandits9010","bandit10","bandit90",6,2,1,9.2496,"bandit90","bandit10",2,3.1851,1,10,1,1.1,1,1.1,-0.1,-1,5,0
"voc040a",16,"bandits7030","bandit70","bandit30",6,2,1,3.1367,"bandit70","bandit30",1,2.0243,1,10,0.66667,1.1833,0.66667,1.1833,-0.51667,-1,6,0
"voc040a",17,"bandits9010","bandit90","bandit10",3,2,1,3.6719,"bandit90","bandit10",1,1.4178,0,0,1,0.8,1,0.8,0.2,1,6,1
"voc040a",18,"bandits5050","bandit50a","bandit50b",5,2,1,2.6574,"bandit50b","bandit50a",2,1.8617,0,0,0.66667,1.0833,0.66667,1.0833,-0.41667,-1,6,0
"voc040a",19,"bandits5050","bandit50b","bandit50a",2,2,1,3.7636,"bandit50b","bandit50a",1,2.2169,1,10,0.5,0.7,0.5,0.7,-0.2,-1,7,0
"voc040a",20,"bandits7030","bandit70","bandit30",4,1,0,2.1688,"bandit70","bandit30",1,3.1298,1,14,0.75,1.025,1.025,0.75,0.275,1,7,0
"voc040a",21,"bandits9010","bandit90","bandit10",2,1,0,0.20853,"bandit10","bandit90",2,1.7214,0,2,0.8,0.6,0.6,0.8,-0.2,-1,7,1
"voc040a",22,"bandits7030","bandit30","bandit70",5,2,1,2.6343,"bandit70","bandit30",2,1.8377,1,10,0.8,1.15,0.8,1.15,-0.35,-1,8,0
"voc040a",23,"bandits9010","bandit90","bandit10",2,2,1,3.4369,"bandit90","bandit10",1,1.0244,1,10,0.8,0.6,0.8,0.6,0.2,1,8,1
"voc040a",24,"bandits5050","bandit50a","bandit50b",4,2,1,2.9608,"bandit50b","bandit50a",2,3.0154,1,10,0.6,0.95,0.6,0.95,-0.35,-1,8,0
"voc040a",25,"bandits7030","bandit70","bandit30",2,1,0,2.3021,"bandit30","bandit70",2,1.3218,0,2,0.83333,0.86667,0.86667,0.83333,0.033333,1,9,0
"voc040a",26,"bandits9010","bandit10","bandit90",4,1,0,4.7477,"bandit90","bandit10",2,1.4034,1,14,0.83333,0.81667,0.81667,0.83333,-0.016667,-1,9,1
"voc040a",27,"bandits5050","bandit50b","bandit50a",5,1,0,5.6973,"bandit50a","bandit50b",2,0.93914,0,5,0.66667,1.0833,1.0833,0.66667,0.41667,1,9,0
"voc040a",28,"bandits7030","bandit70","bandit30",3,2,1,1.9794,"bandit70","bandit30",1,0.38588,1,10,0.83333,0.88333,0.83333,0.88333,-0.05,-1,10,0
"voc040a",29,"bandits5050","bandit50a","bandit50b",1,2,1,2.9562,"bandit50b","bandit50a",2,0.57881,0,0,0.66667,0.6,0.66667,0.6,0.066667,1,10,1
"voc040a",30,"bandits9010","bandit10","bandit90",3,2,1,2.5415,"bandit90","bandit10",2,1.3483,1,10,0.85714,0.72857,0.85714,0.72857,0.12857,1,10,1
"voc040a",31,"bandits5050","bandit50a","bandit50b",6,2,1,2.5521,"bandit50b","bandit50a",2,1.9832,0,0,0.57143,1.0524,0.57143,1.0524,-0.48095,-1,11,0
"voc040a",32,"bandits7030","bandit30","bandit70",0,2,1,3.0157,"bandit70","bandit30",2,1.7889,0,0,0.85714,0.59524,0.85714,0.59524,0.2619,1,11,1
"voc040a",33,"bandits9010","bandit90","bandit10",5,1,0,1.6619,"bandit10","bandit90",2,1.9781,1,15,0.875,0.9375,0.9375,0.875,0.0625,1,11,0
"voc040a",34,"bandits5050","bandit50a","bandit50b",3,1,0,5.2406,"bandit50a","bandit50b",1,2.3327,1,13,0.5,0.71667,0.71667,0.5,0.21667,1,12,0
