"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc027a",1,"bandits7030","bandit70","bandit30",3,1,0,2.4159,"bandit30","bandit70",2,1.2027,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc027a",2,"bandits9010","bandit90","bandit10",3,1,0,2.0505,"bandit90","bandit10",1,2.5304,1,13,0,0.3,0.3,0,0.3,0,1,1
"voc027a",3,"bandits5050","bandit50b","bandit50a",1,1,0,1.1184,"bandit50a","bandit50b",2,2.0525,1,11,0,0.1,0.1,0,0.1,0,1,1
"voc027a",4,"bandits5050","bandit50a","bandit50b",6,1,0,1.1389,"bandit50a","bandit50b",1,2.264,1,16,1,1.1,1.1,1,0.1,0,1,2
"voc027a",5,"bandits7030","bandit70","bandit30",6,1,0,0.99122,"bandit30","bandit70",2,0.71253,1,16,0,0.6,0.6,0,0.6,0,1,2
"voc027a",6,"bandits9010","bandit10","bandit90",5,1,0,0.88584,"bandit10","bandit90",1,1.0204,0,5,1,1,1,1,0,,0,2
"voc027a",7,"bandits7030","bandit70","bandit30",2,1,0,0.86822,"bandit70","bandit30",1,0.86117,1,12,0.5,0.45,0.45,0.5,-0.05,1,-1,3
"voc027a",8,"bandits5050","bandit50b","bandit50a",3,1,0,0.6998,"bandit50b","bandit50a",1,0.77719,1,13,1,0.8,0.8,1,-0.2,1,-1,3
"voc027a",9,"bandits9010","bandit10","bandit90",6,1,0,0.65947,"bandit90","bandit10",2,0.38687,1,16,1,1.1,1.1,1,0.1,0,1,3
"voc027a",10,"bandits9010","bandit10","bandit90",2,1,0,0.84476,"bandit10","bandit90",1,0.66232,0,2,1,0.7,0.7,1,-0.3,1,-1,4
"voc027a",11,"bandits5050","bandit50b","bandit50a",0,1,0,0.88317,"bandit50b","bandit50a",1,0.65932,0,0,1,1,1,1,0,,0,4
"voc027a",12,"bandits7030","bandit70","bandit30",4,1,0,0.59262,"bandit70","bandit30",1,0.62937,1,14,1,1.15,1.15,1,0.15,0,1,4
"voc027a",13,"bandits7030","bandit70","bandit30",1,1,0,0.49097,"bandit70","bandit30",1,0.6031,0,1,1,0.85,0.85,1,-0.15,1,-1,5
"voc027a",14,"bandits5050","bandit50b","bandit50a",4,1,0,0.55505,"bandit50a","bandit50b",2,0.35041,0,4,1,1.15,1.15,1,0.15,0,1,5
"voc027a",15,"bandits9010","bandit10","bandit90",0,1,0,0.46585,"bandit10","bandit90",1,0.58592,0,0,1,0.5,0.5,1,-0.5,1,-1,5
