"subID","trial","bandit","response","trueProb","RT"
"voc059a",1,"bandit50a",7,5,2.9748
"voc059a",2,"bandit50b",8,5,1.2911
"voc059a",3,"bandit10",5,1,1.3252
"voc059a",4,"bandit30",6,3,1.284
"voc059a",5,"bandit90",4,9,0.71795
"voc059a",6,"bandit70",5,7,0.85513
