"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc042a",1,"bandits5050","bandit50a","bandit50b",0,2,1,4.6479,"bandit50a","bandit50b",1,3.2304,1,10,0,0,0,0,0,0,1,
"voc042a",2,"bandits7030","bandit70","bandit30",6,1,0,4.0731,"bandit70","bandit30",1,4.1595,0,6,0,0.6,0.6,0,0.6,1,1,0
"voc042a",3,"bandits9010","bandit10","bandit90",6,1,0,4.2191,"bandit10","bandit90",1,2.0385,0,6,0,0.6,0.6,0,0.6,1,1,0
"voc042a",4,"bandits5050","bandit50b","bandit50a",2,1,0,4.9666,"bandit50a","bandit50b",2,5.404,0,2,1,0.7,0.7,1,-0.3,-1,2,1
"voc042a",5,"bandits7030","bandit30","bandit70",4,2,1,3.2461,"bandit70","bandit30",2,1.6765,0,0,0,0.4,0,0.4,-0.4,-1,2,0
"voc042a",6,"bandits9010","bandit90","bandit10",2,2,1,6.5819,"bandit90","bandit10",1,2.2234,1,10,0,0.2,0,0.2,-0.2,-1,2,0
"voc042a",7,"bandits5050","bandit50b","bandit50a",5,2,1,5.4675,"bandit50b","bandit50a",1,2.0273,0,0,0.5,0.75,0.5,0.75,-0.25,-1,3,0
"voc042a",8,"bandits7030","bandit70","bandit30",0,2,1,2.2784,"bandit70","bandit30",1,0.92291,1,10,0,0,0,0,0,0,3,
"voc042a",9,"bandits9010","bandit90","bandit10",3,2,1,3.6511,"bandit90","bandit10",1,3.513,0,0,1,0.8,1,0.8,0.2,1,3,1
"voc042a",10,"bandits5050","bandit50b","bandit50a",3,1,0,6.5144,"bandit50b","bandit50a",1,3.9859,1,13,0.5,0.55,0.55,0.5,0.05,1,4,0
"voc042a",11,"bandits7030","bandit70","bandit30",1,2,1,5.5248,"bandit70","bandit30",1,1.2896,1,10,0.33333,0.26667,0.33333,0.26667,0.066667,1,4,1
"voc042a",12,"bandits9010","bandit10","bandit90",1,1,0,5.8669,"bandit90","bandit10",2,6.8351,1,11,0.5,0.35,0.35,0.5,-0.15,-1,4,1
"voc042a",13,"bandits9010","bandit90","bandit10",0,2,1,3.2698,"bandit90","bandit10",1,1.1945,1,10,0.66667,0.33333,0.66667,0.33333,0.33333,1,5,1
"voc042a",14,"bandits7030","bandit70","bandit30",2,2,1,4.2238,"bandit70","bandit30",1,1.2328,1,10,0.5,0.45,0.5,0.45,0.05,1,5,1
"voc042a",15,"bandits5050","bandit50a","bandit50b",1,1,0,4.5949,"bandit50b","bandit50a",2,5.3755,1,11,0.5,0.6,0.6,0.5,0.1,1,5,0
"voc042a",16,"bandits5050","bandit50a","bandit50b",6,2,1,2.0981,"bandit50b","bandit50a",2,0.85307,0,0,0.66667,1.1833,0.66667,1.1833,-0.51667,-1,6,0
"voc042a",17,"bandits7030","bandit70","bandit30",3,2,1,2.8971,"bandit70","bandit30",1,0.74857,0,0,0.6,0.6,0.6,0.6,-1.1102e-16,-1,6,0
"voc042a",18,"bandits9010","bandit10","bandit90",5,1,0,5.6512,"bandit10","bandit90",1,1.8692,0,5,0.75,0.875,0.875,0.75,0.125,1,6,0
"voc042a",19,"bandits9010","bandit90","bandit10",4,2,1,3.604,"bandit90","bandit10",1,3.5727,1,10,0.75,0.775,0.75,0.775,-0.025,-1,7,0
"voc042a",20,"bandits5050","bandit50a","bandit50b",4,1,0,3.0513,"bandit50a","bandit50b",1,0.86885,0,4,0.5,0.9,0.9,0.5,0.4,1,7,0
"voc042a",21,"bandits7030","bandit70","bandit30",5,2,1,1.6983,"bandit70","bandit30",1,1.0069,1,10,0.5,0.75,0.5,0.75,-0.25,-1,7,0
"voc042a",22,"bandits9010","bandit10","bandit90",5,2,1,2.9718,"bandit90","bandit10",2,1.0919,1,10,0.8,0.9,0.8,0.9,-0.1,-1,8,0
"voc042a",23,"bandits5050","bandit50b","bandit50a",0,2,1,2.7095,"bandit50b","bandit50a",1,1.8987,0,0,0.5,0.41667,0.5,0.41667,0.083333,1,8,1
"voc042a",24,"bandits7030","bandit70","bandit30",0,2,1,2.2991,"bandit70","bandit30",1,0.77488,1,10,0.57143,0.28571,0.57143,0.28571,0.28571,1,8,1
"voc042a",25,"bandits7030","bandit70","bandit30",4,2,1,2.917,"bandit70","bandit30",1,0.84084,1,10,0.625,0.7125,0.625,0.7125,-0.0875,-1,9,0
"voc042a",26,"bandits5050","bandit50b","bandit50a",4,2,1,1.4996,"bandit50b","bandit50a",1,1.183,1,10,0.4,0.76667,0.4,0.76667,-0.36667,-1,9,0
"voc042a",27,"bandits9010","bandit90","bandit10",1,2,1,3.6202,"bandit90","bandit10",1,1.4918,1,10,0.83333,0.51667,0.83333,0.51667,0.31667,1,9,1
"voc042a",28,"bandits5050","bandit50b","bandit50a",6,2,1,1.4223,"bandit50b","bandit50a",1,0.97299,1,10,0.5,1.0167,0.5,1.0167,-0.51667,-1,10,0
"voc042a",29,"bandits7030","bandit70","bandit30",1,2,1,1.3219,"bandit70","bandit30",1,0.69387,1,10,0.66667,0.43333,0.66667,0.43333,0.23333,1,10,1
"voc042a",30,"bandits9010","bandit90","bandit10",2,2,1,1.3594,"bandit90","bandit10",1,0.83273,1,10,0.85714,0.62857,0.85714,0.62857,0.22857,1,10,1
"voc042a",31,"bandits5050","bandit50a","bandit50b",1,2,1,2.3477,"bandit50b","bandit50a",2,1.0056,0,0,0.57143,0.55238,0.57143,0.55238,0.019048,1,11,1
"voc042a",32,"bandits9010","bandit90","bandit10",6,2,1,2.5935,"bandit90","bandit10",1,0.78574,1,10,0.875,1.0375,0.875,1.0375,-0.1625,-1,11,0
"voc042a",33,"bandits7030","bandit30","bandit70",5,2,1,1.8468,"bandit70","bandit30",2,0.97418,0,0,0.7,0.85,0.7,0.85,-0.15,-1,11,0
"voc042a",34,"bandits5050","bandit50b","bandit50a",3,2,1,4.1792,"bandit50b","bandit50a",1,0.78783,1,10,0.5,0.71667,0.5,0.71667,-0.21667,-1,12,0
"voc042a",35,"bandits9010","bandit90","bandit10",0,2,1,1.753,"bandit90","bandit10",1,0.71617,1,10,0.88889,0.44444,0.88889,0.44444,0.44444,1,12,1
