"subID","trial","bandit","response","trueProb","RT"
"voc113c",1,"bandit50b",4,5,2.2898
"voc113c",2,"bandit10",4,1,0.00032453
"voc113c",3,"bandit50a",1,5,0.84179
"voc113c",4,"bandit70",7,7,1.686
"voc113c",5,"bandit30",2,3,0.51285
"voc113c",6,"bandit90",8,9,0.41833
