"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc023a",1,"bandits5050","bandit50b","bandit50a",5,1,0,3.0696,"bandit50a","bandit50b",2,1.258,0,5,0,0.5,0.5,0,0.5,0,1,1
"voc023a",2,"bandits7030","bandit30","bandit70",4,1,0,2.6102,"bandit30","bandit70",1,1.8022,0,4,0,0.4,0.4,0,0.4,0,1,1
"voc023a",3,"bandits9010","bandit10","bandit90",5,1,0,3.3987,"bandit10","bandit90",1,1.9897,0,5,0,0.5,0.5,0,0.5,0,1,1
"voc023a",4,"bandits7030","bandit30","bandit70",2,2,1,2.2031,"bandit70","bandit30",2,4.1524,1,10,0,0.2,0,0.2,-0.2,0,-1,2
"voc023a",5,"bandits5050","bandit50b","bandit50a",6,1,0,1.3372,"bandit50b","bandit50a",1,1.0441,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc023a",6,"bandits9010","bandit10","bandit90",6,1,0,2.2558,"bandit90","bandit10",2,0.93177,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc023a",7,"bandits5050","bandit50a","bandit50b",3,2,1,0.077231,"bandit50a","bandit50b",1,3.6337,1,10,0,0.3,0,0.3,-0.3,0,-1,3
"voc023a",8,"bandits9010","bandit10","bandit90",0,2,1,2.4715,"bandit90","bandit10",2,2.4012,1,10,0,0,0,0,0,,0,3
"voc023a",9,"bandits7030","bandit70","bandit30",5,2,1,3.0088,"bandit70","bandit30",1,1.0075,1,10,1,1,1,1,0,,0,3
"voc023a",10,"bandits9010","bandit10","bandit90",1,2,1,1.0633,"bandit90","bandit10",2,0.32263,1,10,0.5,0.35,0.5,0.35,0.15,1,1,4
"voc023a",11,"bandits7030","bandit70","bandit30",1,2,1,2.7686,"bandit70","bandit30",1,0.5184,1,10,1,0.6,1,0.6,0.4,1,1,4
"voc023a",12,"bandits5050","bandit50b","bandit50a",2,2,1,2.6832,"bandit50a","bandit50b",2,2.1251,1,10,0.5,0.45,0.5,0.45,0.05,1,1,4
"voc023a",13,"bandits7030","bandit70","bandit30",6,2,1,1.3532,"bandit70","bandit30",1,1.1209,1,10,1,1.1,1,1.1,-0.1,0,-1,5
"voc023a",14,"bandits9010","bandit90","bandit10",2,2,1,1.733,"bandit90","bandit10",1,1.2781,1,10,0.66667,0.53333,0.66667,0.53333,0.13333,1,1,5
"voc023a",15,"bandits5050","bandit50b","bandit50a",0,2,1,1.2824,"bandit50a","bandit50b",2,1.3341,0,0,0.66667,0.33333,0.66667,0.33333,0.33333,1,1,5
"voc023a",16,"bandits9010","bandit90","bandit10",4,2,1,2.2887,"bandit90","bandit10",1,0.24392,1,10,0.75,0.775,0.75,0.775,-0.025,0,-1,6
"voc023a",17,"bandits7030","bandit30","bandit70",3,2,1,1.3153,"bandit70","bandit30",2,0.66904,0,0,1,0.8,1,0.8,0.2,1,1,6
"voc023a",18,"bandits5050","bandit50b","bandit50a",4,2,1,1.4032,"bandit50a","bandit50b",2,1.6893,0,0,0.5,0.65,0.5,0.65,-0.15,0,-1,6
"voc023a",19,"bandits7030","bandit30","bandit70",0,2,1,1.3511,"bandit70","bandit30",2,1.2471,1,10,0.8,0.4,0.8,0.4,0.4,1,1,7
"voc023a",20,"bandits9010","bandit90","bandit10",3,2,1,2.1254,"bandit90","bandit10",1,0.39018,1,10,0.8,0.7,0.8,0.7,0.1,1,1,7
"voc023a",21,"bandits5050","bandit50a","bandit50b",1,2,1,2.6965,"bandit50a","bandit50b",1,1.4828,0,0,0.4,0.3,0.4,0.3,0.1,1,1,7
"voc023a",22,"bandits5050","bandit50a","bandit50b",3,2,1,3.4794,"bandit50a","bandit50b",1,0.7379,1,10,0.33333,0.46667,0.33333,0.46667,-0.13333,0,-1,8
"voc023a",23,"bandits9010","bandit90","bandit10",0,2,1,0.86972,"bandit90","bandit10",1,0.65617,1,10,0.83333,0.41667,0.83333,0.41667,0.41667,1,1,8
"voc023a",24,"bandits7030","bandit30","bandit70",5,2,1,1.1767,"bandit70","bandit30",2,0.83185,0,0,0.83333,0.91667,0.83333,0.91667,-0.083333,0,-1,8
"voc023a",25,"bandits7030","bandit30","bandit70",6,2,1,2.696,"bandit70","bandit30",2,0.4657,0,0,0.71429,0.95714,0.71429,0.95714,-0.24286,0,-1,9
"voc023a",26,"bandits9010","bandit10","bandit90",4,2,1,0.8963,"bandit90","bandit10",2,0.28228,1,10,0.85714,0.82857,0.85714,0.82857,0.028571,1,1,9
"voc023a",27,"bandits5050","bandit50b","bandit50a",0,2,1,1.1447,"bandit50a","bandit50b",2,2.0104,1,10,0.42857,0.21429,0.42857,0.21429,0.21429,1,1,9
"voc023a",28,"bandits9010","bandit90","bandit10",6,2,1,2.0259,"bandit90","bandit10",1,0.41598,1,10,0.875,1.0375,0.875,1.0375,-0.1625,0,-1,10
"voc023a",29,"bandits5050","bandit50b","bandit50a",2,2,1,1.5363,"bandit50b","bandit50a",1,0.86411,0,0,0.5,0.45,0.5,0.45,0.05,1,1,10
"voc023a",30,"bandits7030","bandit30","bandit70",2,2,1,1.279,"bandit70","bandit30",2,1.0259,1,10,0.625,0.5125,0.625,0.5125,0.1125,1,1,10
"voc023a",31,"bandits7030","bandit30","bandit70",3,2,1,0.93797,"bandit70","bandit30",2,0.68363,1,10,0.66667,0.63333,0.66667,0.63333,0.033333,1,1,11
"voc023a",32,"bandits9010","bandit90","bandit10",3,2,1,1.2883,"bandit90","bandit10",1,0.89227,1,10,0.88889,0.74444,0.88889,0.74444,0.14444,1,1,11
"voc023a",33,"bandits5050","bandit50b","bandit50a",5,2,1,0.69004,"bandit50a","bandit50b",2,0.81262,0,0,0.5,0.75,0.5,0.75,-0.25,0,-1,11
"voc023a",34,"bandits5050","bandit50a","bandit50b",4,2,1,1.3006,"bandit50a","bandit50b",1,3.1355,1,10,0.44444,0.62222,0.44444,0.62222,-0.17778,0,-1,12
"voc023a",35,"bandits9010","bandit90","bandit10",2,2,1,1.8018,"bandit90","bandit10",1,0.92867,1,10,0.9,0.65,0.9,0.65,0.25,1,1,12
"voc023a",36,"bandits7030","bandit70","bandit30",1,2,1,1.2521,"bandit70","bandit30",1,0.77586,1,10,0.7,0.45,0.7,0.45,0.25,1,1,12
"voc023a",37,"bandits5050","bandit50b","bandit50a",1,2,1,3.2813,"bandit50a","bandit50b",2,1.9071,1,10,0.5,0.35,0.5,0.35,0.15,1,1,13
"voc023a",38,"bandits9010","bandit90","bandit10",5,2,1,1.4553,"bandit90","bandit10",1,0.43482,1,10,0.90909,0.95455,0.90909,0.95455,-0.045455,0,-1,13
"voc023a",39,"bandits7030","bandit30","bandit70",4,2,1,1.2036,"bandit70","bandit30",2,1.0024,0,0,0.72727,0.76364,0.72727,0.76364,-0.036364,0,-1,13
"voc023a",40,"bandits7030","bandit30","bandit70",0,2,1,1.0684,"bandit30","bandit70",1,0.49458,0,0,0.66667,0.33333,0.66667,0.33333,0.33333,1,1,14
"voc023a",41,"bandits5050","bandit50b","bandit50a",6,1,0,4.3246,"bandit50a","bandit50b",2,3.4778,0,6,0.54545,0.87273,0.87273,0.54545,0.32727,0,1,14
"voc023a",42,"bandits9010","bandit10","bandit90",1,2,1,1.6308,"bandit90","bandit10",2,0.36294,1,10,0.91667,0.55833,0.91667,0.55833,0.35833,1,1,14
"voc023a",43,"bandits7030","bandit70","bandit30",5,2,1,1.5741,"bandit70","bandit30",1,0.29364,0,0,0.66667,0.83333,0.66667,0.83333,-0.16667,0,-1,15
"voc023a",44,"bandits5050","bandit50b","bandit50a",2,2,1,0.98785,"bandit50a","bandit50b",2,0.29146,1,10,0.5,0.45,0.5,0.45,0.05,1,1,15
"voc023a",45,"bandits9010","bandit90","bandit10",0,2,1,1.2249,"bandit90","bandit10",1,0.19024,1,10,0.92308,0.46154,0.92308,0.46154,0.46154,1,1,15
"voc023a",46,"bandits5050","bandit50a","bandit50b",0,2,1,1.2239,"bandit50a","bandit50b",1,2.1007,0,0,0.53846,0.26923,0.53846,0.26923,0.26923,1,1,16
"voc023a",47,"bandits9010","bandit90","bandit10",2,2,1,1.1853,"bandit90","bandit10",1,0.26445,1,10,0.92857,0.66429,0.92857,0.66429,0.26429,1,1,16
"voc023a",48,"bandits7030","bandit70","bandit30",1,2,1,1.1761,"bandit70","bandit30",1,0.19154,1,10,0.61538,0.40769,0.61538,0.40769,0.20769,1,1,16
"voc023a",49,"bandits5050","bandit50a","bandit50b",1,2,1,1.0889,"bandit50a","bandit50b",1,0.28442,1,10,0.5,0.35,0.5,0.35,0.15,1,1,17
"voc023a",50,"bandits7030","bandit70","bandit30",6,2,1,1.6038,"bandit70","bandit30",1,0.3767,1,10,0.64286,0.92143,0.64286,0.92143,-0.27857,0,-1,17
"voc023a",51,"bandits9010","bandit10","bandit90",5,2,1,1.7158,"bandit90","bandit10",2,1.0284,1,10,0.93333,0.96667,0.93333,0.96667,-0.033333,0,-1,17
"voc023a",52,"bandits7030","bandit70","bandit30",4,2,1,1.6289,"bandit70","bandit30",1,0.20231,1,10,0.66667,0.73333,0.66667,0.73333,-0.066667,0,-1,18
"voc023a",53,"bandits5050","bandit50b","bandit50a",4,1,0,3.5797,"bandit50b","bandit50a",1,3.0588,1,14,0.53333,0.66667,0.66667,0.53333,0.13333,0,1,18
"voc023a",54,"bandits9010","bandit10","bandit90",6,2,1,1.9251,"bandit90","bandit10",2,5.3266,1,10,0.9375,1.0688,0.9375,1.0688,-0.13125,0,-1,18
"voc023a",55,"bandits9010","bandit90","bandit10",3,2,1,4.8784,"bandit90","bandit10",1,0.86338,0,0,0.94118,0.77059,0.94118,0.77059,0.17059,1,1,19
