"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc079c",1,"bandits5050","bandit50b","bandit50a",0,2,1,6.722,"bandit50a","bandit50b",2,2.5585,1,10,0,0,0,0,0,0,1,
"voc079c",2,"bandits9010","bandit90","bandit10",0,2,1,6.2476,"bandit90","bandit10",1,2.0721,1,10,0,0,0,0,0,0,1,
"voc079c",3,"bandits7030","bandit70","bandit30",1,1,0,3.0443,"bandit70","bandit30",1,6.5637,1,11,0,0.1,0.1,0,0.1,1,1,0
"voc079c",4,"bandits5050","bandit50b","bandit50a",1,1,0,4.1567,"bandit50a","bandit50b",2,2.5254,1,11,1,0.6,0.6,1,-0.4,-1,2,1
"voc079c",5,"bandits7030","bandit30","bandit70",6,1,0,1.7662,"bandit30","bandit70",1,1.8222,0,6,1,1.1,1.1,1,0.1,1,2,0
"voc079c",6,"bandits9010","bandit10","bandit90",3,2,1,4.2263,"bandit10","bandit90",1,2.0141,1,10,1,0.8,1,0.8,0.2,1,2,1
"voc079c",7,"bandits9010","bandit10","bandit90",1,2,1,3.9578,"bandit10","bandit90",1,0.87571,0,0,1,1.1,1,1.1,-0.1,-1,3,0
"voc079c",8,"bandits5050","bandit50b","bandit50a",2,2,1,3.7706,"bandit50a","bandit50b",2,1.1999,0,0,1,0.7,1,0.7,0.3,1,3,1
"voc079c",9,"bandits7030","bandit30","bandit70",5,1,0,1.1691,"bandit70","bandit30",2,1.2023,1,15,1,1,1,1,0,0,3,
"voc079c",10,"bandits9010","bandit90","bandit10",6,1,0,2.1129,"bandit90","bandit10",1,2.9778,1,16,1,1.35,1.35,1,0.35,1,4,0
"voc079c",11,"bandits7030","bandit30","bandit70",4,1,0,4.8634,"bandit30","bandit70",1,1.1794,0,4,1,0.9,0.9,1,-0.1,-1,4,1
"voc079c",12,"bandits5050","bandit50a","bandit50b",3,1,0,2.9212,"bandit50a","bandit50b",1,1.2677,0,3,0.66667,0.63333,0.63333,0.66667,-0.033333,-1,4,1
"voc079c",13,"bandits5050","bandit50b","bandit50a",4,2,1,1.9662,"bandit50b","bandit50a",1,3.3023,0,0,0.5,0.65,0.5,0.65,-0.15,-1,5,0
"voc079c",14,"bandits7030","bandit30","bandit70",2,2,1,4.5051,"bandit70","bandit30",2,0.94474,1,10,1,0.7,1,0.7,0.3,1,5,1
"voc079c",15,"bandits9010","bandit10","bandit90",5,1,0,4.2838,"bandit10","bandit90",1,1.0475,0,5,1,1.25,1.25,1,0.25,1,5,0
"voc079c",16,"bandits5050","bandit50b","bandit50a",5,2,1,2.17,"bandit50a","bandit50b",2,3.2494,0,0,0.5,0.75,0.5,0.75,-0.25,-1,6,0
