"subID","trial","bandit","response","trueProb","RT"
"voc049a",1,"bandit50b",5,5,5.1223
"voc049a",2,"bandit10",3,1,5.9127
"voc049a",3,"bandit70",7,7,7.1822
"voc049a",4,"bandit50a",5,5,1.8086
"voc049a",5,"bandit90",8,9,1.3322
"voc049a",6,"bandit30",3,3,3.7244
