"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc067a",1,"bandits9010","bandit10","bandit90",0,2,1,6.478,"bandit10","bandit90",1,2.134,0,0,0,0,0,0,0,0,1,
"voc067a",2,"bandits7030","bandit70","bandit30",1,2,1,2.711,"bandit70","bandit30",1,2.561,0,0,0,0.1,0,0.1,-0.1,-1,1,0
"voc067a",3,"bandits5050","bandit50a","bandit50b",3,2,1,3.3371,"bandit50a","bandit50b",1,5.6567,0,0,0,0.3,0,0.3,-0.3,-1,1,0
"voc067a",4,"bandits5050","bandit50b","bandit50a",1,2,1,1.0764,"bandit50b","bandit50a",1,2.4553,0,0,0,0.1,0,0.1,-0.1,-1,2,0
"voc067a",5,"bandits7030","bandit30","bandit70",2,2,1,1.6136,"bandit30","bandit70",1,3.2272,0,0,0,0.2,0,0.2,-0.2,-1,2,0
"voc067a",6,"bandits9010","bandit10","bandit90",2,1,0,1.9923,"bandit10","bandit90",1,4.0241,0,2,0,0.2,0.2,0,0.2,1,2,0
"voc067a",7,"bandits9010","bandit10","bandit90",6,2,1,4.2655,"bandit90","bandit10",2,1.6429,1,10,0,0.6,0,0.6,-0.6,-1,3,0
"voc067a",8,"bandits7030","bandit30","bandit70",3,2,1,0.80185,"bandit30","bandit70",1,1.9856,0,0,0,0.3,0,0.3,-0.3,-1,3,0
"voc067a",9,"bandits5050","bandit50b","bandit50a",4,2,1,0.7211,"bandit50b","bandit50a",1,3.7322,0,0,0,0.4,0,0.4,-0.4,-1,3,0
"voc067a",10,"bandits5050","bandit50b","bandit50a",2,2,1,0.63827,"bandit50a","bandit50b",2,3.0987,1,10,0,0.2,0,0.2,-0.2,-1,4,0
"voc067a",11,"bandits9010","bandit90","bandit10",3,2,1,0.46268,"bandit90","bandit10",1,2.6501,1,10,1,0.8,1,0.8,0.2,1,4,1
