"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc066a",1,"bandits9010","bandit10","bandit90",1,2,1,4.8443,"bandit10","bandit90",1,2.3977,0,0,0,0.1,0,0.1,-0.1,0,-1,1
"voc066a",2,"bandits5050","bandit50b","bandit50a",4,1,0,2.8444,"bandit50b","bandit50a",1,6.1995,1,14,0,0.4,0.4,0,0.4,0,1,1
"voc066a",3,"bandits7030","bandit70","bandit30",0,2,1,3.9796,"bandit70","bandit30",1,2.0641,1,10,0,0,0,0,0,,0,1
"voc066a",4,"bandits7030","bandit30","bandit70",2,2,1,2.342,"bandit70","bandit30",2,1.8547,1,10,1,0.7,1,0.7,0.3,1,1,2
"voc066a",5,"bandits9010","bandit90","bandit10",5,1,0,2.9897,"bandit90","bandit10",1,4.1163,1,15,0,0.5,0.5,0,0.5,0,1,2
"voc066a",6,"bandits5050","bandit50b","bandit50a",5,2,1,2.9965,"bandit50b","bandit50a",1,1.4486,0,0,1,1,1,1,0,,0,2
"voc066a",7,"bandits9010","bandit90","bandit10",2,2,1,3.0317,"bandit90","bandit10",1,1.1242,1,10,1,0.7,1,0.7,0.3,1,1,3
"voc066a",8,"bandits7030","bandit30","bandit70",4,2,1,2.648,"bandit70","bandit30",2,0.98707,1,10,1,0.9,1,0.9,0.1,1,1,3
"voc066a",9,"bandits5050","bandit50b","bandit50a",0,2,1,2.2927,"bandit50b","bandit50a",1,0.8468,0,0,0.5,0.25,0.5,0.25,0.25,1,1,3
"voc066a",10,"bandits9010","bandit90","bandit10",4,2,1,1.9332,"bandit90","bandit10",1,1.03,1,10,1,0.9,1,0.9,0.1,1,1,4
"voc066a",11,"bandits5050","bandit50a","bandit50b",1,2,1,2.4209,"bandit50a","bandit50b",1,1.1707,1,10,0.33333,0.26667,0.33333,0.26667,0.066667,1,1,4
"voc066a",12,"bandits7030","bandit70","bandit30",3,2,1,1.7415,"bandit70","bandit30",1,1.3647,1,10,1,0.8,1,0.8,0.2,1,1,4
"voc066a",13,"bandits9010","bandit10","bandit90",3,2,1,2.0869,"bandit90","bandit10",2,1.2092,1,10,1,0.8,1,0.8,0.2,1,1,5
"voc066a",14,"bandits7030","bandit70","bandit30",5,2,1,1.9623,"bandit70","bandit30",1,1.2021,1,10,1,1,1,1,0,,0,5
"voc066a",15,"bandits5050","bandit50a","bandit50b",3,2,1,1.4576,"bandit50a","bandit50b",1,1.0784,0,0,1,0.96667,1,0.96667,0.033333,1,1,5
"voc066a",16,"bandits5050","bandit50b","bandit50a",6,2,1,1.6193,"bandit50a","bandit50b",2,2.0335,0,0,0.5,1.0167,0.5,1.0167,-0.51667,0,-1,6
"voc066a",17,"bandits9010","bandit10","bandit90",0,2,1,1.7051,"bandit90","bandit10",2,1.459,1,10,1,0.5,1,0.5,0.5,1,1,6
"voc066a",18,"bandits7030","bandit70","bandit30",1,2,1,1.3695,"bandit70","bandit30",1,0.75276,0,0,1,0.6,1,0.6,0.4,1,1,6
"voc066a",19,"bandits9010","bandit10","bandit90",6,1,0,1.7802,"bandit90","bandit10",2,6.828,1,16,1,1.1,1.1,1,0.1,0,1,7
"voc066a",20,"bandits7030","bandit30","bandit70",6,1,0,1.9641,"bandit30","bandit70",1,3.0939,1,16,0.83333,1.0167,1.0167,0.83333,0.18333,0,1,7
"voc066a",21,"bandits5050","bandit50a","bandit50b",2,2,1,1.8305,"bandit50b","bandit50a",2,1.5067,1,10,0.33333,0.53333,0.33333,0.53333,-0.2,0,-1,7
"voc066a",22,"bandits9010","bandit10","bandit90",3,2,1,1.4798,"bandit90","bandit10",2,0.81742,1,10,1,0.8,1,0.8,0.2,1,1,8
"voc066a",23,"bandits5050","bandit50a","bandit50b",6,1,0,1.4274,"bandit50b","bandit50a",2,3.3359,1,16,0.5,1.0167,1.0167,0.5,0.51667,0,1,8
"voc066a",24,"bandits7030","bandit70","bandit30",4,1,0,2.1359,"bandit30","bandit70",2,2.4591,0,4,1,1.3167,1.3167,1,0.31667,0,1,8
"voc066a",25,"bandits5050","bandit50b","bandit50a",2,2,1,1.4207,"bandit50b","bandit50a",1,1.4352,1,10,0.6,0.66667,0.6,0.66667,-0.066667,0,-1,9
"voc066a",26,"bandits9010","bandit90","bandit10",1,2,1,1.2099,"bandit90","bandit10",1,0.80829,1,10,1,0.6,1,0.6,0.4,1,1,9
"voc066a",27,"bandits7030","bandit70","bandit30",0,2,1,1.7051,"bandit70","bandit30",1,0.78731,0,0,0.83333,0.66667,0.83333,0.66667,0.16667,1,1,9
"voc066a",28,"bandits7030","bandit70","bandit30",3,1,0,1.9889,"bandit70","bandit30",1,0.74975,1,13,0.71429,0.90714,0.90714,0.71429,0.19286,0,1,10
"voc066a",29,"bandits9010","bandit10","bandit90",5,1,0,1.2458,"bandit10","bandit90",1,1.9568,0,5,1,1,1,1,0,,0,10
"voc066a",30,"bandits5050","bandit50b","bandit50a",4,1,0,2.1788,"bandit50a","bandit50b",2,1.4439,1,14,0.66667,0.9,0.9,0.66667,0.23333,0,1,10
"voc066a",31,"bandits5050","bandit50b","bandit50a",3,2,1,1.7188,"bandit50a","bandit50b",2,1.7672,0,0,0.66667,0.88333,0.66667,0.88333,-0.21667,0,-1,11
"voc066a",32,"bandits7030","bandit30","bandit70",5,1,0,1.4576,"bandit70","bandit30",2,1.0163,1,15,0.75,1.125,1.125,0.75,0.375,0,1,11
"voc066a",33,"bandits9010","bandit90","bandit10",6,1,0,1.2127,"bandit10","bandit90",2,0.92542,0,6,1,1.1,1.1,1,0.1,0,1,11
"voc066a",34,"bandits7030","bandit70","bandit30",1,2,1,1.9017,"bandit70","bandit30",1,1.9278,0,0,0.77778,0.73889,0.77778,0.73889,0.038889,1,1,12
"voc066a",35,"bandits5050","bandit50b","bandit50a",5,1,0,2.1947,"bandit50a","bandit50b",2,0.58855,1,15,0.66667,1.0333,1.0333,0.66667,0.36667,0,1,12
"voc066a",36,"bandits9010","bandit10","bandit90",4,1,0,1.4829,"bandit90","bandit10",2,0.63849,1,14,1,0.9,0.9,1,-0.1,1,-1,12
"voc066a",37,"bandits9010","bandit90","bandit10",0,1,0,1.3885,"bandit90","bandit10",1,0.95698,0,0,1,0.5,0.5,1,-0.5,1,-1,13
"voc066a",38,"bandits5050","bandit50a","bandit50b",1,2,1,1.4843,"bandit50a","bandit50b",1,1.5042,0,0,0.66667,0.68333,0.66667,0.68333,-0.016667,0,-1,13
