"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc114t",1,"bandits9010","bandit90","bandit10",1,2,1,2.4714,"bandit10","bandit90",2,1.3553,0,0,0,0.1,0,0.1,-0.1,0,-1,1
"voc114t",2,"bandits7030","bandit30","bandit70",4,2,1,2.826,"bandit30","bandit70",1,1.5907,0,0,0,0.4,0,0.4,-0.4,0,-1,1
"voc114t",3,"bandits5050","bandit50b","bandit50a",3,1,0,1.7541,"bandit50b","bandit50a",1,0.79043,1,13,0,0.3,0.3,0,0.3,0,1,1
"voc114t",4,"bandits7030","bandit70","bandit30",6,1,0,1.0967,"bandit30","bandit70",2,0.92746,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc114t",5,"bandits5050","bandit50b","bandit50a",0,2,1,1.3032,"bandit50b","bandit50a",1,1.2487,0,0,1,0.5,1,0.5,0.5,1,1,2
"voc114t",6,"bandits9010","bandit10","bandit90",2,2,1,0.93516,"bandit90","bandit10",2,0.94313,1,10,0,0.2,0,0.2,-0.2,0,-1,2
"voc114t",7,"bandits7030","bandit70","bandit30",2,1,0,1.2712,"bandit30","bandit70",2,0.55506,0,2,0,0.2,0.2,0,0.2,0,1,3
"voc114t",8,"bandits5050","bandit50b","bandit50a",1,2,1,1.2672,"bandit50a","bandit50b",2,2.5049,1,10,0.5,0.35,0.5,0.35,0.15,1,1,3
"voc114t",9,"bandits9010","bandit90","bandit10",3,2,1,0.78567,"bandit90","bandit10",1,1.6286,1,10,1,0.8,1,0.8,0.2,1,1,3
"voc114t",10,"bandits9010","bandit90","bandit10",5,1,0,1.1007,"bandit90","bandit10",1,0.56101,1,15,1,1,1,1,0,,0,4
"voc114t",11,"bandits5050","bandit50b","bandit50a",6,1,0,1.0096,"bandit50a","bandit50b",2,1.4333,0,6,1,1.35,1.35,1,0.35,0,1,4
"voc114t",12,"bandits7030","bandit30","bandit70",0,2,1,1.0505,"bandit70","bandit30",2,1.695,1,10,0,0,0,0,0,,0,4
"voc114t",13,"bandits5050","bandit50b","bandit50a",5,1,0,1.8181,"bandit50a","bandit50b",2,0.55139,1,15,0.5,1,1,0.5,0.5,0,1,5
"voc114t",14,"bandits7030","bandit30","bandit70",3,2,1,0.69345,"bandit70","bandit30",2,0.72702,1,10,1,0.8,1,0.8,0.2,1,1,5
"voc114t",15,"bandits9010","bandit10","bandit90",6,2,1,0.53999,"bandit90","bandit10",2,1.0066,1,10,1,1.1,1,1.1,-0.1,0,-1,5
"voc114t",16,"bandits5050","bandit50b","bandit50a",2,1,0,1.0088,"bandit50b","bandit50a",1,0.7776,0,2,0.66667,0.78333,0.78333,0.66667,0.11667,0,1,6
"voc114t",17,"bandits9010","bandit90","bandit10",0,2,1,0.37944,"bandit90","bandit10",1,1.05,1,10,1,0.5,1,0.5,0.5,1,1,6
"voc114t",18,"bandits7030","bandit30","bandit70",1,2,1,0.68839,"bandit70","bandit30",2,0.82552,0,0,1,0.6,1,0.6,0.4,1,1,6
"voc114t",19,"bandits7030","bandit30","bandit70",5,1,0,1.6416,"bandit70","bandit30",2,0.60839,1,15,0.66667,0.83333,0.83333,0.66667,0.16667,0,1,7
"voc114t",20,"bandits5050","bandit50b","bandit50a",4,2,1,0.64229,"bandit50a","bandit50b",2,1.5563,0,0,0.66667,0.9,0.66667,0.9,-0.23333,0,-1,7
"voc114t",21,"bandits9010","bandit90","bandit10",4,2,1,0.45789,"bandit90","bandit10",1,0.76149,1,10,1,0.9,1,0.9,0.1,1,1,7
"voc114t",22,"bandits5050","bandit50a","bandit50b",4,2,1,1.0822,"bandit50a","bandit50b",1,0.84015,0,0,0.5,0.81667,0.5,0.81667,-0.31667,0,-1,8
"voc114t",23,"bandits9010","bandit10","bandit90",6,2,1,0.32274,"bandit90","bandit10",2,0.63136,1,10,1,1.1,1,1.1,-0.1,0,-1,8
"voc114t",24,"bandits7030","bandit30","bandit70",1,2,1,0.80106,"bandit70","bandit30",2,0.62739,0,0,0.75,0.475,0.75,0.475,0.275,1,1,8
"voc114t",25,"bandits7030","bandit70","bandit30",5,1,0,0.73082,"bandit70","bandit30",1,0.49157,1,15,0.6,0.8,0.8,0.6,0.2,0,1,9
"voc114t",26,"bandits5050","bandit50a","bandit50b",2,2,1,0.69846,"bandit50a","bandit50b",1,2.2461,1,10,0.4,0.56667,0.4,0.56667,-0.16667,0,-1,9
"voc114t",27,"bandits9010","bandit10","bandit90",2,2,1,1.628,"bandit90","bandit10",2,0.5318,1,10,1,0.7,1,0.7,0.3,1,1,9
"voc114t",28,"bandits9010","bandit90","bandit10",3,2,1,0.75428,"bandit90","bandit10",1,0.90405,0,0,1,0.8,1,0.8,0.2,1,1,10
"voc114t",29,"bandits5050","bandit50b","bandit50a",0,2,1,1.164,"bandit50a","bandit50b",2,0.9612,1,10,0.5,0.41667,0.5,0.41667,0.083333,1,1,10
"voc114t",30,"bandits7030","bandit30","bandit70",2,2,1,0.76813,"bandit70","bandit30",2,2.0337,1,10,0.66667,0.53333,0.66667,0.53333,0.13333,1,1,10
"voc114t",31,"bandits5050","bandit50a","bandit50b",6,1,0,1.1065,"bandit50a","bandit50b",1,0.47926,0,6,0.57143,1.0524,1.0524,0.57143,0.48095,0,1,11
"voc114t",32,"bandits9010","bandit10","bandit90",5,1,0,0.81042,"bandit10","bandit90",1,0.65429,1,15,0.88889,0.94444,0.94444,0.88889,0.055556,0,1,11
"voc114t",33,"bandits7030","bandit30","bandit70",4,2,1,1.3164,"bandit70","bandit30",2,0.67134,1,10,0.71429,0.75714,0.71429,0.75714,-0.042857,0,-1,11
"voc114t",34,"bandits5050","bandit50b","bandit50a",1,2,1,0.69047,"bandit50a","bandit50b",2,1.1644,1,10,0.5,0.51667,0.5,0.51667,-0.016667,0,-1,12
"voc114t",35,"bandits9010","bandit10","bandit90",0,2,1,0.89866,"bandit90","bandit10",2,0.49335,1,10,0.88889,0.69444,0.88889,0.69444,0.19444,1,1,12
