"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc078c",1,"bandit30","bandit90","bandit90",2,3.9299,1
"voc078c",2,"bandit50b","bandit90","bandit50b",1,2.9079,-1
"voc078c",3,"bandit70","bandit10","bandit10",2,8.8954,-1
"voc078c",4,"bandit50a","bandit30","bandit50a",1,5.2393,1
"voc078c",5,"bandit50b","bandit30","bandit30",2,4.8035,-1
"voc078c",6,"bandit70","bandit30","bandit70",1,9.1942,1
"voc078c",7,"bandit50a","bandit10","bandit10",2,3.7813,-1
"voc078c",8,"bandit50b","bandit10","bandit10",2,2.8052,-1
"voc078c",9,"bandit50a","bandit90","bandit50a",1,3.0368,-1
"voc078c",10,"bandit30","bandit10","bandit30",1,2.0024,1
"voc078c",11,"bandit50a","bandit50b","bandit50b",2,1.4899,0
"voc078c",12,"bandit70","bandit90","bandit90",2,12.7747,1
"voc078c",13,"bandit50a","bandit70","bandit50a",1,1.6244,-1
"voc078c",14,"bandit90","bandit10","bandit10",2,10.9281,-1
"voc078c",15,"bandit50b","bandit70","bandit70",2,2.6053,1
"voc078c",16,"bandit10","bandit90","bandit90",2,11.2137,1
"voc078c",17,"bandit70","bandit50a","bandit70",1,2.4861,1
"voc078c",18,"bandit90","bandit50b","bandit90",1,2.1069,1
"voc078c",19,"bandit90","bandit70","bandit70",2,4.3098,-1
"voc078c",20,"bandit70","bandit50b","bandit70",1,1.865,1
"voc078c",21,"bandit90","bandit50a","bandit90",1,2.0218,1
"voc078c",22,"bandit30","bandit50b","bandit30",1,2.6295,-1
"voc078c",23,"bandit10","bandit50b","bandit50b",2,4.8041,1
"voc078c",24,"bandit30","bandit70","bandit30",1,54.6416,-1
"voc078c",25,"bandit10","bandit30","bandit10",1,2.4198,-1
"voc078c",26,"bandit10","bandit70","bandit70",2,1.3475,1
"voc078c",27,"bandit30","bandit50a","bandit50a",2,4.3899,1
"voc078c",28,"bandit50b","bandit50a","bandit50a",2,3.5643,0
"voc078c",29,"bandit10","bandit50a","bandit10",1,2.0287,-1
"voc078c",30,"bandit90","bandit30","bandit90",1,2.3164,1
"voc078c",31,"bandit50b","bandit90","bandit90",2,5.4868,1
"voc078c",32,"bandit50a","bandit90","bandit50a",1,1.3218,-1
"voc078c",33,"bandit50b","bandit10","bandit50b",1,9.4449,1
