"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc087c",1,"bandit30","bandit10","bandit10",2,6.9859,-1
"voc087c",2,"bandit90","bandit10","bandit90",1,1.0723,1
"voc087c",3,"bandit50a","bandit90","bandit90",2,1.5025,1
"voc087c",4,"bandit50a","bandit10","bandit50a",1,3.4984,1
"voc087c",5,"bandit50a","bandit30","bandit50a",1,4.5578,1
"voc087c",6,"bandit50b","bandit90","bandit90",2,0.61404,1
"voc087c",7,"bandit70","bandit10","bandit70",1,1.1415,1
"voc087c",8,"bandit50b","bandit10","bandit50b",1,1.6576,1
"voc087c",9,"bandit50b","bandit70","bandit70",2,3.095,1
"voc087c",10,"bandit70","bandit90","bandit90",2,2.5626,1
"voc087c",11,"bandit50b","bandit30","bandit50b",1,1.0999,1
"voc087c",12,"bandit50a","bandit50b","bandit50b",2,1.4254,0
"voc087c",13,"bandit70","bandit30","bandit70",1,0.80878,1
"voc087c",14,"bandit50a","bandit70","bandit70",2,2.3462,1
"voc087c",15,"bandit30","bandit90","bandit90",2,1.7486,1
"voc087c",16,"bandit90","bandit70","bandit90",1,2.1824,1
"voc087c",17,"bandit10","bandit90","bandit90",2,1.0073,1
"voc087c",18,"bandit10","bandit30","bandit10",1,2.599,-1
"voc087c",19,"bandit10","bandit50a","bandit10",1,2.4708,-1
"voc087c",20,"bandit90","bandit50a","bandit90",1,0.68459,1
"voc087c",21,"bandit10","bandit70","bandit70",2,1.2024,1
"voc087c",22,"bandit30","bandit50b","bandit50b",2,2.3704,1
"voc087c",23,"bandit30","bandit70","bandit70",2,1.7397,1
"voc087c",24,"bandit70","bandit50b","bandit70",1,2.1026,1
"voc087c",25,"bandit90","bandit30","bandit90",1,1.3068,1
"voc087c",26,"bandit50b","bandit50a","bandit50b",1,1.8147,0
"voc087c",27,"bandit30","bandit50a","bandit50a",2,2.8632,1
"voc087c",28,"bandit70","bandit50a","bandit70",1,2.0436,1
"voc087c",29,"bandit90","bandit50b","bandit90",1,3.3226,1
"voc087c",30,"bandit10","bandit50b","bandit50b",2,8.9891,1
"voc087c",31,"bandit30","bandit90","bandit90",2,0.84938,1
"voc087c",32,"bandit30","bandit10","bandit10",2,3.0402,-1
"voc087c",33,"bandit70","bandit90","bandit90",2,1.4926,1
"voc087c",34,"bandit50b","bandit70","bandit70",2,1.1854,1
"voc087c",35,"bandit50b","bandit10","bandit50b",1,0.9886,1
"voc087c",36,"bandit50b","bandit30","bandit50b",1,0.93266,1
"voc087c",37,"bandit70","bandit10","bandit70",1,3.0088,1
"voc087c",38,"bandit50a","bandit30","bandit50a",1,1.7678,1
"voc087c",39,"bandit50a","bandit50b","bandit50b",2,1.7781,0
"voc087c",40,"bandit50a","bandit10","bandit50a",1,1.0663,1
"voc087c",41,"bandit70","bandit30","bandit70",1,1.088,1
"voc087c",42,"bandit50a","bandit90","bandit90",2,0.92693,1
"voc087c",43,"bandit90","bandit10","bandit90",1,0.77819,1
"voc087c",44,"bandit50a","bandit70","bandit70",2,1.2849,1
"voc087c",45,"bandit50b","bandit90","bandit90",2,1.2662,1
"voc087c",46,"bandit10","bandit90","bandit90",2,0.64731,1
"voc087c",47,"bandit70","bandit50a","bandit70",1,1.5672,1
"voc087c",48,"bandit30","bandit50b","bandit50b",2,1.0808,1
"voc087c",49,"bandit90","bandit50a","bandit90",1,0.79686,1
"voc087c",50,"bandit30","bandit50a","bandit50a",2,1.6634,1
"voc087c",51,"bandit10","bandit50b","bandit50b",2,1.0527,1
"voc087c",52,"bandit50b","bandit50a","bandit50b",1,0.70698,0
"voc087c",53,"bandit90","bandit70","bandit90",1,0.86417,1
"voc087c",54,"bandit90","bandit50b","bandit90",1,0.5985,1
"voc087c",55,"bandit30","bandit70","bandit70",2,0.87191,1
"voc087c",56,"bandit70","bandit50b","bandit70",1,2.0137,1
"voc087c",57,"bandit90","bandit30","bandit90",1,0.68568,1
"voc087c",58,"bandit10","bandit50a","bandit50a",2,2.1315,1
"voc087c",59,"bandit10","bandit70","bandit70",2,0.74965,1
"voc087c",60,"bandit10","bandit30","bandit10",1,1.2248,-1
"voc087c",61,"bandit50b","bandit10","bandit50b",1,1.0811,1
"voc087c",62,"bandit50b","bandit70","bandit70",2,0.73364,1
"voc087c",63,"bandit70","bandit10","bandit70",1,0.48901,1
"voc087c",64,"bandit50a","bandit30","bandit30",2,1.5192,-1
"voc087c",65,"bandit70","bandit90","bandit90",2,0.58723,1
"voc087c",66,"bandit50a","bandit10","bandit50a",1,1.1091,1
