"subID","trial","bandit","response","trueProb","RT"
"voc079c",1,"bandit10",3,1,5.1647
"voc079c",2,"bandit50b",4,5,3.2736
"voc079c",3,"bandit30",6,3,3.5467
"voc079c",4,"bandit70",8,7,2.2008
"voc079c",5,"bandit90",7,9,2.1893
"voc079c",6,"bandit50a",4,5,1.8739
