"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc114t",1,"bandit50b","bandit30","bandit50b",1,4.2361,1
"voc114t",2,"bandit90","bandit10","bandit90",1,1.0541,1
"voc114t",3,"bandit30","bandit10","bandit10",2,5.2177,-1
"voc114t",4,"bandit50b","bandit70","bandit50b",1,3.135,-1
"voc114t",5,"bandit70","bandit30","bandit70",1,1.1884,1
"voc114t",6,"bandit50a","bandit70","bandit70",2,2.428,1
"voc114t",7,"bandit30","bandit90","bandit90",2,1.0155,1
"voc114t",8,"bandit70","bandit10","bandit70",1,2.0954,1
"voc114t",9,"bandit50a","bandit30","bandit50a",1,1.0743,1
"voc114t",10,"bandit70","bandit90","bandit90",2,0.89119,1
"voc114t",11,"bandit50a","bandit90","bandit90",2,0.73268,1
"voc114t",12,"bandit50b","bandit10","bandit50b",1,1.7454,1
"voc114t",13,"bandit50b","bandit90","bandit90",2,0.71407,1
"voc114t",14,"bandit50a","bandit50b","bandit50a",1,1.0706,0
"voc114t",15,"bandit50a","bandit10","bandit50a",1,1.4496,1
"voc114t",16,"bandit70","bandit50a","bandit70",1,0.85735,1
"voc114t",17,"bandit90","bandit70","bandit70",2,0.97842,-1
"voc114t",18,"bandit70","bandit50b","bandit70",1,0.61255,1
"voc114t",19,"bandit90","bandit30","bandit90",1,1.0525,1
"voc114t",20,"bandit10","bandit50a","bandit50a",2,0.82726,1
"voc114t",21,"bandit10","bandit50b","bandit50b",2,2.3779,1
"voc114t",22,"bandit30","bandit70","bandit70",2,0.78069,1
"voc114t",23,"bandit50b","bandit50a","bandit50a",2,1.084,0
"voc114t",24,"bandit90","bandit50a","bandit90",1,1.422,1
"voc114t",25,"bandit30","bandit50a","bandit50a",2,0.84153,1
"voc114t",26,"bandit10","bandit90","bandit90",2,0.76423,1
"voc114t",27,"bandit30","bandit50b","bandit30",1,0.78972,-1
"voc114t",28,"bandit10","bandit30","bandit30",2,0.67411,1
"voc114t",29,"bandit90","bandit50b","bandit90",1,0.83511,1
"voc114t",30,"bandit10","bandit70","bandit70",2,0.41997,1
"voc114t",31,"bandit50a","bandit90","bandit90",2,0.72845,1
"voc114t",32,"bandit70","bandit10","bandit70",1,0.94916,1
"voc114t",33,"bandit50a","bandit30","bandit50a",1,0.88023,1
"voc114t",34,"bandit50b","bandit10","bandit10",2,0.71088,-1
"voc114t",35,"bandit30","bandit10","bandit10",2,0.7227,-1
"voc114t",36,"bandit50a","bandit10","bandit50a",1,0.54129,1
"voc114t",37,"bandit90","bandit10","bandit90",1,0.65187,1
"voc114t",38,"bandit50b","bandit90","bandit90",2,0.81554,1
"voc114t",39,"bandit50b","bandit30","bandit50b",1,1.3185,1
"voc114t",40,"bandit70","bandit90","bandit90",2,0.64906,1
"voc114t",41,"bandit50a","bandit70","bandit70",2,1.8583,1
"voc114t",42,"bandit30","bandit90","bandit30",1,2.1611,-1
"voc114t",43,"bandit50a","bandit50b","bandit50a",1,1.7048,0
"voc114t",44,"bandit70","bandit30","bandit70",1,1.1785,1
"voc114t",45,"bandit50b","bandit70","bandit70",2,1.1996,1
"voc114t",46,"bandit70","bandit50b","bandit70",1,0.84808,1
"voc114t",47,"bandit10","bandit70","bandit70",2,0.85656,1
"voc114t",48,"bandit30","bandit50b","bandit50b",2,2.0679,1
"voc114t",49,"bandit90","bandit50b","bandit90",1,0.70276,1
"voc114t",50,"bandit10","bandit30","bandit30",2,2.1341,1
"voc114t",51,"bandit10","bandit50b","bandit50b",2,1.8636,1
"voc114t",52,"bandit90","bandit70","bandit90",1,0.77522,1
"voc114t",53,"bandit10","bandit50a","bandit50a",2,1.0581,1
"voc114t",54,"bandit70","bandit50a","bandit70",1,0.81239,1
"voc114t",55,"bandit50b","bandit50a","bandit50a",2,0.94431,0
"voc114t",56,"bandit90","bandit30","bandit90",1,0.62395,1
"voc114t",57,"bandit30","bandit70","bandit70",2,0.79743,1
"voc114t",58,"bandit10","bandit90","bandit90",2,1.0278,1
"voc114t",59,"bandit30","bandit50a","bandit50a",2,0.93531,1
"voc114t",60,"bandit90","bandit50a","bandit90",1,0.81635,1
"voc114t",61,"bandit50a","bandit90","bandit90",2,0.59115,1
"voc114t",62,"bandit50b","bandit10","bandit10",2,0.90012,-1
"voc114t",63,"bandit50a","bandit10","bandit10",2,0.77016,-1
"voc114t",64,"bandit70","bandit90","bandit90",2,0.60263,1
"voc114t",65,"bandit90","bandit10","bandit90",1,0.73962,1
"voc114t",66,"bandit30","bandit10","bandit10",2,0.69481,-1
"voc114t",67,"bandit50a","bandit30","bandit50a",1,0.96023,1
"voc114t",68,"bandit50a","bandit70","bandit70",2,0.99418,1
"voc114t",69,"bandit50a","bandit50b","bandit50a",1,1.1499,0
"voc114t",70,"bandit70","bandit10","bandit70",1,0.80452,1
"voc114t",71,"bandit50b","bandit30","bandit30",2,0.49082,-1
"voc114t",72,"bandit50b","bandit90","bandit90",2,0.68774,1
"voc114t",73,"bandit50b","bandit70","bandit70",2,0.67382,1
"voc114t",74,"bandit30","bandit90","bandit90",2,0.51625,1
"voc114t",75,"bandit70","bandit30","bandit70",1,0.57649,1
"voc114t",76,"bandit10","bandit30","bandit10",1,0.76747,-1
"voc114t",77,"bandit30","bandit50a","bandit50a",2,0.40145,1
"voc114t",78,"bandit10","bandit70","bandit70",2,0.68925,1
"voc114t",79,"bandit10","bandit90","bandit90",2,0.76323,1
"voc114t",80,"bandit90","bandit70","bandit70",2,0.5875,-1
"voc114t",81,"bandit90","bandit50a","bandit90",1,0.49096,1
"voc114t",82,"bandit30","bandit50b","bandit50b",2,0.83405,1
"voc114t",83,"bandit90","bandit50b","bandit90",1,0.43394,1
"voc114t",84,"bandit90","bandit30","bandit90",1,0.78023,1
"voc114t",85,"bandit10","bandit50a","bandit50a",2,2.5528,1
"voc114t",86,"bandit10","bandit50b","bandit10",1,0.7298,-1
"voc114t",87,"bandit70","bandit50a","bandit70",1,0.67345,1
"voc114t",88,"bandit70","bandit50b","bandit70",1,0.77793,1
"voc114t",89,"bandit50b","bandit50a","bandit50a",2,0.87175,0
"voc114t",90,"bandit30","bandit70","bandit70",2,1.1314,1
