"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc062a",1,"bandits5050","bandit50b","bandit50a",4,1,0,3.5215,"bandit50a","bandit50b",2,2.8114,1,14,0,0.4,0.4,0,0.4,0,1,1
"voc062a",2,"bandits7030","bandit30","bandit70",1,2,1,3.6215,"bandit30","bandit70",1,1.3208,0,0,0,0.1,0,0.1,-0.1,0,-1,1
"voc062a",3,"bandits9010","bandit90","bandit10",3,1,0,1.3653,"bandit10","bandit90",2,4.4222,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc062a",4,"bandits7030","bandit30","bandit70",3,2,1,1.4091,"bandit70","bandit30",2,1.9752,1,10,0,0.3,0,0.3,-0.3,0,-1,2
"voc062a",5,"bandits5050","bandit50b","bandit50a",6,1,0,2.3927,"bandit50b","bandit50a",1,10.6403,0,6,1,1.1,1.1,1,0.1,0,1,2
"voc062a",6,"bandits9010","bandit90","bandit10",0,1,0,45.5975,"bandit90","bandit10",1,1.1984,1,10,0,0,0,0,0,,0,2
"voc062a",7,"bandits9010","bandit10","bandit90",1,2,1,2.1241,"bandit90","bandit10",2,2.5735,1,10,1,0.6,1,0.6,0.4,1,1,3
"voc062a",8,"bandits5050","bandit50b","bandit50a",0,1,0,1.2302,"bandit50b","bandit50a",1,0.68395,0,0,1,0.5,0.5,1,-0.5,1,-1,3
"voc062a",9,"bandits7030","bandit70","bandit30",4,2,1,1.3048,"bandit30","bandit70",2,0.84967,1,10,1,0.9,1,0.9,0.1,1,1,3
"voc062a",10,"bandits5050","bandit50a","bandit50b",3,2,1,1.0972,"bandit50a","bandit50b",1,1.5244,1,10,1,0.8,1,0.8,0.2,1,1,4
"voc062a",11,"bandits9010","bandit10","bandit90",5,1,0,3.0159,"bandit90","bandit10",2,0.57484,1,15,1,1,1,1,0,,0,4
"voc062a",12,"bandits7030","bandit30","bandit70",6,2,1,0.97361,"bandit70","bandit30",2,1.1237,0,0,1,1.35,1,1.35,-0.35,0,-1,4
"voc062a",13,"bandits5050","bandit50a","bandit50b",2,1,0,1.3856,"bandit50a","bandit50b",1,0.75344,0,2,1,0.7,0.7,1,-0.3,1,-1,5
"voc062a",14,"bandits7030","bandit30","bandit70",0,2,1,2.4497,"bandit30","bandit70",1,1.3896,1,10,0.5,0.5,0.5,0.5,0,,0,5
"voc062a",15,"bandits9010","bandit90","bandit10",6,1,0,1.7422,"bandit10","bandit90",2,0.5052,0,6,1,1.1,1.1,1,0.1,0,1,5
"voc062a",16,"bandits7030","bandit70","bandit30",2,2,1,2.7399,"bandit30","bandit70",2,1.6831,1,10,0.66667,0.78333,0.66667,0.78333,-0.11667,0,-1,6
"voc062a",17,"bandits9010","bandit10","bandit90",4,2,1,0.51918,"bandit10","bandit90",1,1.506,0,0,1,0.9,1,0.9,0.1,1,1,6
"voc062a",18,"bandits5050","bandit50b","bandit50a",1,2,1,0.71872,"bandit50a","bandit50b",2,1.3771,0,0,0.66667,0.43333,0.66667,0.43333,0.23333,1,1,6
"voc062a",19,"bandits7030","bandit70","bandit30",5,2,1,1.0835,"bandit70","bandit30",1,0.48566,1,10,0.75,1.125,0.75,1.125,-0.375,0,-1,7
"voc062a",20,"bandits9010","bandit10","bandit90",2,1,0,2.0372,"bandit90","bandit10",2,0.51435,1,12,1,0.7,0.7,1,-0.3,1,-1,7
"voc062a",21,"bandits5050","bandit50b","bandit50a",5,1,0,2.2203,"bandit50a","bandit50b",2,0.69905,0,5,0.5,0.75,0.75,0.5,0.25,0,1,7
"voc062a",22,"bandits9010","bandit90","bandit10",5,2,1,1.0688,"bandit10","bandit90",2,1.6244,0,0,1,1,1,1,0,,0,8
