"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc074c",1,"bandit30","bandit90","bandit90",2,2.4629,1
"voc074c",2,"bandit50a","bandit70","bandit70",2,2.2048,1
"voc074c",3,"bandit90","bandit10","bandit90",1,0.62831,1
"voc074c",4,"bandit70","bandit90","bandit90",2,1.0438,1
"voc074c",5,"bandit50b","bandit10","bandit50b",1,1.0125,1
"voc074c",6,"bandit50b","bandit70","bandit70",2,2.2603,1
"voc074c",7,"bandit50b","bandit90","bandit90",2,0.84929,1
"voc074c",8,"bandit50a","bandit90","bandit90",2,0.57683,1
"voc074c",9,"bandit30","bandit10","bandit30",1,1.8672,1
"voc074c",10,"bandit50a","bandit10","bandit50a",1,1.5049,1
"voc074c",11,"bandit70","bandit10","bandit70",1,1.4692,1
"voc074c",12,"bandit50a","bandit50b","bandit50b",2,1.0666,0
"voc074c",13,"bandit50b","bandit30","bandit50b",1,0.7534,1
"voc074c",14,"bandit50a","bandit30","bandit30",2,3.9477,-1
"voc074c",15,"bandit70","bandit30","bandit70",1,0.89329,1
"voc074c",16,"bandit10","bandit70","bandit70",2,0.84213,1
"voc074c",17,"bandit90","bandit30","bandit90",1,0.68224,1
"voc074c",18,"bandit90","bandit50b","bandit90",1,0.42328,1
"voc074c",19,"bandit10","bandit90","bandit90",2,0.58382,1
"voc074c",20,"bandit90","bandit50a","bandit90",1,0.50515,1
"voc074c",21,"bandit30","bandit50b","bandit50b",2,0.94301,1
"voc074c",22,"bandit70","bandit50b","bandit70",1,1.3627,1
"voc074c",23,"bandit90","bandit70","bandit90",1,0.68515,1
"voc074c",24,"bandit10","bandit50b","bandit50b",2,1.363,1
"voc074c",25,"bandit50b","bandit50a","bandit50b",1,0.99705,0
"voc074c",26,"bandit70","bandit50a","bandit70",1,0.65318,1
"voc074c",27,"bandit30","bandit70","bandit70",2,0.78032,1
"voc074c",28,"bandit10","bandit30","bandit30",2,1.287,1
"voc074c",29,"bandit10","bandit50a","bandit50a",2,3.2107,1
"voc074c",30,"bandit30","bandit50a","bandit30",1,2.7069,-1
"voc074c",31,"bandit50a","bandit10","bandit50a",1,4.286,1
"voc074c",32,"bandit50b","bandit30","bandit50b",1,1.2172,1
"voc074c",33,"bandit70","bandit30","bandit70",1,1.136,1
"voc074c",34,"bandit30","bandit90","bandit90",2,0.71611,1
"voc074c",35,"bandit70","bandit90","bandit90",2,0.62477,1
"voc074c",36,"bandit50b","bandit70","bandit50b",1,0.84891,-1
"voc074c",37,"bandit50b","bandit90","bandit90",2,0.81645,1
"voc074c",38,"bandit30","bandit10","bandit30",1,0.9683,1
"voc074c",39,"bandit50a","bandit70","bandit70",2,2.1543,1
"voc074c",40,"bandit70","bandit10","bandit70",1,1.5405,1
"voc074c",41,"bandit50a","bandit90","bandit90",2,0.71924,1
"voc074c",42,"bandit50a","bandit30","bandit30",2,2.6038,-1
"voc074c",43,"bandit50b","bandit10","bandit50b",1,2.3544,1
"voc074c",44,"bandit50a","bandit50b","bandit50a",1,0.46877,0
"voc074c",45,"bandit90","bandit10","bandit90",1,1.4514,1
"voc074c",46,"bandit70","bandit50b","bandit70",1,0.97772,1
"voc074c",47,"bandit10","bandit70","bandit70",2,1.3628,1
"voc074c",48,"bandit90","bandit30","bandit90",1,0.5966,1
"voc074c",49,"bandit30","bandit50a","bandit50a",2,3.1349,1
"voc074c",50,"bandit50b","bandit50a","bandit50b",1,1.128,0
"voc074c",51,"bandit10","bandit30","bandit30",2,1.5242,1
"voc074c",52,"bandit30","bandit50b","bandit50b",2,1.2636,1
"voc074c",53,"bandit30","bandit70","bandit70",2,0.91004,1
"voc074c",54,"bandit10","bandit90","bandit90",2,0.65902,1
"voc074c",55,"bandit90","bandit50a","bandit90",1,0.72147,1
"voc074c",56,"bandit10","bandit50a","bandit50a",2,1.2778,1
"voc074c",57,"bandit90","bandit70","bandit90",1,1.3478,1
"voc074c",58,"bandit70","bandit50a","bandit70",1,3.8545,1
"voc074c",59,"bandit90","bandit50b","bandit90",1,1.1231,1
"voc074c",60,"bandit10","bandit50b","bandit50b",2,1.6792,1
"voc074c",61,"bandit50b","bandit90","bandit90",2,1.5247,1
"voc074c",62,"bandit50a","bandit10","bandit50a",1,7.2078,1
"voc074c",63,"bandit30","bandit10","bandit30",1,1.2041,1
"voc074c",64,"bandit70","bandit90","bandit90",2,1.0048,1
"voc074c",65,"bandit30","bandit90","bandit90",2,0.42151,1
"voc074c",66,"bandit90","bandit10","bandit90",1,0.65427,1
"voc074c",67,"bandit50a","bandit90","bandit90",2,0.5414,1
"voc074c",68,"bandit50b","bandit70","bandit70",2,1.9048,1
"voc074c",69,"bandit50a","bandit50b","bandit50b",2,1.189,0
"voc074c",70,"bandit70","bandit30","bandit70",1,1.2626,1
"voc074c",71,"bandit50a","bandit70","bandit70",2,0.97298,1
"voc074c",72,"bandit50b","bandit10","bandit50b",1,1.1194,1
"voc074c",73,"bandit50b","bandit30","bandit50b",1,1.0115,1
"voc074c",74,"bandit70","bandit10","bandit70",1,2.7316,1
"voc074c",75,"bandit50a","bandit30","bandit50a",1,3.8378,1
"voc074c",76,"bandit10","bandit90","bandit90",2,1.0674,1
"voc074c",77,"bandit10","bandit50a","bandit50a",2,1.553,1
"voc074c",78,"bandit50b","bandit50a","bandit50b",1,0.93161,0
"voc074c",79,"bandit70","bandit50a","bandit70",1,2.2558,1
"voc074c",80,"bandit10","bandit50b","bandit50b",2,1.5332,1
"voc074c",81,"bandit30","bandit50a","bandit50a",2,2.7116,1
"voc074c",82,"bandit30","bandit70","bandit70",2,3.531,1
"voc074c",83,"bandit10","bandit70","bandit70",2,0.92481,1
"voc074c",84,"bandit90","bandit70","bandit90",1,0.96919,1
"voc074c",85,"bandit30","bandit50b","bandit50b",2,1.4515,1
