"subID","trial","bandit","response","trueProb","RT"
"voc023a",1,"bandit10",5,1,10.652
"voc023a",2,"bandit90",8,9,2.0968
"voc023a",3,"bandit70",8,7,1.1219
"voc023a",4,"bandit50b",2,5,2.915
"voc023a",5,"bandit30",4,3,4.2904
"voc023a",6,"bandit50a",3,5,2.0743
