"subID","trial","bandit","response","trueProb","RT"
"voc050a",1,"bandit70",4,7,4.4714
"voc050a",2,"bandit90",8,9,2.792
"voc050a",3,"bandit30",6,3,3.0846
"voc050a",4,"bandit50a",5,5,2.5728
"voc050a",5,"bandit10",4,1,1.9948
"voc050a",6,"bandit50b",6,5,5.6397
