"subID","trial","bandit","response","trueProb","RT"
"voc099t",1,"bandit50a",3,5,5.5827
"voc099t",2,"bandit30",5,3,3.8731
"voc099t",3,"bandit90",9,9,2.1856
"voc099t",4,"bandit70",8,7,1.0064
"voc099t",5,"bandit50b",6,5,3.5317
"voc099t",6,"bandit10",5,1,1.1536
