"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc072c",1,"bandit50b","bandit10","bandit50b",1,5.0149,1
"voc072c",2,"bandit50a","bandit10","bandit50a",1,2.0684,1
"voc072c",3,"bandit30","bandit90","bandit90",2,0.84974,1
"voc072c",4,"bandit70","bandit30","bandit70",1,0.9689,1
"voc072c",5,"bandit30","bandit10","bandit30",1,1.2748,1
"voc072c",6,"bandit90","bandit10","bandit90",1,0.69749,1
"voc072c",7,"bandit70","bandit90","bandit90",2,0.78197,1
"voc072c",8,"bandit50a","bandit30","bandit50a",1,1.3267,1
"voc072c",9,"bandit50a","bandit70","bandit50a",1,1.571,-1
"voc072c",10,"bandit50a","bandit90","bandit90",2,0.66857,1
"voc072c",11,"bandit50b","bandit90","bandit90",2,0.83585,1
"voc072c",12,"bandit50a","bandit50b","bandit50a",1,2.2021,0
"voc072c",13,"bandit70","bandit10","bandit70",1,1.4825,1
"voc072c",14,"bandit50b","bandit70","bandit70",2,2.7991,1
"voc072c",15,"bandit50b","bandit30","bandit50b",1,2.5355,1
"voc072c",16,"bandit90","bandit70","bandit90",1,0.76936,1
"voc072c",17,"bandit90","bandit50b","bandit90",1,0.98826,1
"voc072c",18,"bandit90","bandit30","bandit90",1,0.86043,1
"voc072c",19,"bandit50b","bandit50a","bandit50a",2,1.8761,0
"voc072c",20,"bandit10","bandit90","bandit90",2,1.1135,1
"voc072c",21,"bandit10","bandit30","bandit30",2,2.1253,1
"voc072c",22,"bandit30","bandit50b","bandit50b",2,5.1126,1
"voc072c",23,"bandit30","bandit70","bandit70",2,1.9629,1
"voc072c",24,"bandit10","bandit70","bandit70",2,0.72478,1
"voc072c",25,"bandit70","bandit50b","bandit70",1,0.97669,1
"voc072c",26,"bandit10","bandit50a","bandit50a",2,1.5782,1
"voc072c",27,"bandit90","bandit50a","bandit90",1,1.685,1
"voc072c",28,"bandit30","bandit50a","bandit50a",2,1.3293,1
"voc072c",29,"bandit70","bandit50a","bandit70",1,3.1803,1
"voc072c",30,"bandit10","bandit50b","bandit50b",2,2.0534,1
"voc072c",31,"bandit70","bandit10","bandit10",2,1.1082,-1
"voc072c",32,"bandit50b","bandit90","bandit90",2,1.3445,1
"voc072c",33,"bandit30","bandit90","bandit90",2,0.64404,1
"voc072c",34,"bandit50a","bandit90","bandit90",2,0.43519,1
"voc072c",35,"bandit50b","bandit30","bandit50b",1,2.899,1
"voc072c",36,"bandit50a","bandit70","bandit70",2,2.2629,1
"voc072c",37,"bandit50b","bandit10","bandit50b",1,1.9806,1
"voc072c",38,"bandit70","bandit30","bandit70",1,1.7731,1
"voc072c",39,"bandit50a","bandit10","bandit50a",1,1.3269,1
"voc072c",40,"bandit70","bandit90","bandit90",2,1.5695,1
"voc072c",41,"bandit30","bandit10","bandit30",1,0.96345,1
"voc072c",42,"bandit50b","bandit70","bandit70",2,3.7263,1
"voc072c",43,"bandit90","bandit10","bandit90",1,1.1684,1
"voc072c",44,"bandit50a","bandit50b","bandit50a",1,3.234,0
"voc072c",45,"bandit50a","bandit30","bandit50a",1,3.1601,1
"voc072c",46,"bandit90","bandit50b","bandit90",1,0.78561,1
"voc072c",47,"bandit90","bandit30","bandit90",1,0.88297,1
"voc072c",48,"bandit30","bandit50a","bandit50a",2,0.91168,1
"voc072c",49,"bandit30","bandit50b","bandit50b",2,3.9806,1
"voc072c",50,"bandit10","bandit50b","bandit50b",2,0.97245,1
"voc072c",51,"bandit90","bandit50a","bandit90",1,0.72708,1
"voc072c",52,"bandit70","bandit50b","bandit70",1,1.8673,1
"voc072c",53,"bandit70","bandit50a","bandit70",1,1.1853,1
"voc072c",54,"bandit10","bandit70","bandit70",2,1.0817,1
"voc072c",55,"bandit50b","bandit50a","bandit50a",2,1.8794,0
"voc072c",56,"bandit90","bandit70","bandit90",1,0.90853,1
"voc072c",57,"bandit30","bandit70","bandit70",2,1.106,1
"voc072c",58,"bandit10","bandit90","bandit90",2,1.0456,1
"voc072c",59,"bandit10","bandit50a","bandit50a",2,1.0696,1
"voc072c",60,"bandit10","bandit30","bandit30",2,1.0682,1
"voc072c",61,"bandit70","bandit10","bandit70",1,1.4255,1
"voc072c",62,"bandit70","bandit90","bandit90",2,0.9933,1
"voc072c",63,"bandit50a","bandit50b","bandit50a",1,1.5866,0
"voc072c",64,"bandit50b","bandit90","bandit90",2,0.87637,1
"voc072c",65,"bandit30","bandit10","bandit30",1,1.2259,1
"voc072c",66,"bandit50a","bandit70","bandit70",2,2.082,1
"voc072c",67,"bandit50b","bandit30","bandit50b",1,1.6705,1
"voc072c",68,"bandit70","bandit30","bandit30",2,3.044,-1
"voc072c",69,"bandit50a","bandit90","bandit90",2,1.4741,1
"voc072c",70,"bandit50a","bandit10","bandit50a",1,1.5923,1
"voc072c",71,"bandit90","bandit10","bandit90",1,1.472,1
"voc072c",72,"bandit50a","bandit30","bandit50a",1,2.0707,1
"voc072c",73,"bandit30","bandit90","bandit90",2,0.87605,1
"voc072c",74,"bandit50b","bandit70","bandit70",2,3.0104,1
"voc072c",75,"bandit50b","bandit10","bandit50b",1,1.2729,1
"voc072c",76,"bandit70","bandit50b","bandit70",1,3.3753,1
"voc072c",77,"bandit90","bandit30","bandit90",1,1.7838,1
"voc072c",78,"bandit30","bandit50a","bandit50a",2,0.86366,1
"voc072c",79,"bandit10","bandit90","bandit90",2,0.70144,1
"voc072c",80,"bandit70","bandit50a","bandit70",1,2.6679,1
"voc072c",81,"bandit90","bandit50b","bandit90",1,0.7767,1
"voc072c",82,"bandit30","bandit70","bandit70",2,1.9382,1
"voc072c",83,"bandit90","bandit70","bandit90",1,1.1726,1
"voc072c",84,"bandit90","bandit50a","bandit90",1,0.83182,1
"voc072c",85,"bandit10","bandit70","bandit70",2,1.2699,1
"voc072c",86,"bandit30","bandit50b","bandit50b",2,2.7246,1
"voc072c",87,"bandit10","bandit50b","bandit50b",2,0.88815,1
"voc072c",88,"bandit10","bandit30","bandit30",2,1.156,1
"voc072c",89,"bandit10","bandit50a","bandit50a",2,0.66437,1
"voc072c",90,"bandit50b","bandit50a","bandit50a",2,1.8381,0
