"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc099t",1,"bandits9010","bandit10","bandit90",6,1,0,4.882,"bandit90","bandit10",2,2.7404,1,16,0,0.6,0.6,0,0.6,0,1,1
"voc099t",2,"bandits5050","bandit50a","bandit50b",6,2,1,0.00030526,"bandit50a","bandit50b",1,2.7279,0,0,0,0.6,0,0.6,-0.6,0,-1,1
"voc099t",3,"bandits7030","bandit30","bandit70",2,2,1,7.3706,"bandit70","bandit30",2,1.2305,0,0,0,0.2,0,0.2,-0.2,0,-1,1
"voc099t",4,"bandits7030","bandit70","bandit30",1,2,1,1.7973,"bandit70","bandit30",1,0.63437,1,10,0,0.1,0,0.1,-0.1,0,-1,2
"voc099t",5,"bandits5050","bandit50b","bandit50a",0,2,1,5.5478,"bandit50b","bandit50a",1,0.43257,1,10,0,0,0,0,0,,0,2
"voc099t",6,"bandits9010","bandit10","bandit90",5,2,1,3.2229,"bandit90","bandit10",2,0.49171,1,10,1,1,1,1,0,,0,2
"voc099t",7,"bandits5050","bandit50a","bandit50b",3,2,1,2.2728,"bandit50b","bandit50a",2,0.71573,0,0,1,0.8,1,0.8,0.2,1,1,3
"voc099t",8,"bandits7030","bandit70","bandit30",5,2,1,0.0001817,"bandit70","bandit30",1,4.465,1,10,0.5,0.75,0.5,0.75,-0.25,0,-1,3
"voc099t",9,"bandits9010","bandit90","bandit10",2,1,0,4.1398,"bandit10","bandit90",2,2.8211,0,2,1,0.7,0.7,1,-0.3,1,-1,3
"voc099t",10,"bandits7030","bandit70","bandit30",3,2,1,2.4328,"bandit70","bandit30",1,0.31716,0,0,0.66667,0.63333,0.66667,0.63333,0.033333,1,1,4
"voc099t",11,"bandits9010","bandit10","bandit90",3,1,0,3.0738,"bandit10","bandit90",1,3.2698,0,3,1,0.8,0.8,1,-0.2,1,-1,4
"voc099t",12,"bandits5050","bandit50a","bandit50b",1,2,1,2.5118,"bandit50b","bandit50a",2,0.9845,0,0,0.5,0.35,0.5,0.35,0.15,1,1,4
"voc099t",13,"bandits5050","bandit50b","bandit50a",2,2,1,1.9624,"bandit50b","bandit50a",1,0.32966,1,10,0.33333,0.36667,0.33333,0.36667,-0.033333,0,-1,5
"voc099t",14,"bandits7030","bandit30","bandit70",0,2,1,2.0544,"bandit70","bandit30",2,0.36142,1,10,0.5,0.25,0.5,0.25,0.25,1,1,5
"voc099t",15,"bandits9010","bandit10","bandit90",1,2,1,1.6434,"bandit90","bandit10",2,0.61687,1,10,1,0.6,1,0.6,0.4,1,1,5
"voc099t",16,"bandits5050","bandit50a","bandit50b",4,2,1,1.3368,"bandit50b","bandit50a",2,0.45726,0,0,0.5,0.65,0.5,0.65,-0.15,0,-1,6
"voc099t",17,"bandits9010","bandit10","bandit90",4,2,1,0.00017787,"bandit10","bandit90",1,4.3682,1,10,1,0.9,1,0.9,0.1,1,1,6
"voc099t",18,"bandits7030","bandit30","bandit70",4,2,1,3.1367,"bandit70","bandit30",2,0.37593,1,10,0.6,0.7,0.6,0.7,-0.1,0,-1,6
"voc099t",19,"bandits9010","bandit90","bandit10",0,2,1,3.3217,"bandit10","bandit90",2,0.8027,0,0,1,0.66667,1,0.66667,0.33333,1,1,7
"voc099t",20,"bandits5050","bandit50b","bandit50a",5,2,1,2.0046,"bandit50b","bandit50a",1,0.55401,1,10,0.4,0.7,0.4,0.7,-0.3,0,-1,7
"voc099t",21,"bandits7030","bandit70","bandit30",6,2,1,1.8132,"bandit70","bandit30",1,0.41094,1,10,0.66667,0.93333,0.66667,0.93333,-0.26667,0,-1,7
"voc099t",22,"bandits5050","bandit50a","bandit50b",6,1,0,2.0996,"bandit50b","bandit50a",2,2.4868,0,6,0.5,0.85,0.85,0.5,0.35,0,1,8
"voc099t",23,"bandits7030","bandit30","bandit70",6,2,1,2.5926,"bandit70","bandit30",2,0.26268,1,10,0.71429,0.95714,0.71429,0.95714,-0.24286,0,-1,8
"voc099t",24,"bandits9010","bandit90","bandit10",6,1,0,2.3336,"bandit90","bandit10",1,2.9673,1,16,1,1.225,1.225,1,0.225,0,1,8
"voc099t",25,"bandits5050","bandit50b","bandit50a",4,1,0,5.0373,"bandit50b","bandit50a",1,2.3612,1,14,0.42857,0.61429,0.61429,0.42857,0.18571,0,1,9
"voc099t",26,"bandits7030","bandit70","bandit30",0,2,1,3.1687,"bandit70","bandit30",1,0.33384,1,10,0.75,0.375,0.75,0.375,0.375,1,1,9
