"subID","trial","bandit","response","trueProb","RT"
"voc056a",1,"bandit50a",8,5,2.7842
"voc056a",2,"bandit10",7,1,2.1405
"voc056a",3,"bandit50b",6,5,1.8922
"voc056a",4,"bandit70",4,7,1.3726
"voc056a",5,"bandit30",5,3,0.86717
"voc056a",6,"bandit90",3,9,1.7977
